_uf;_label;_level;estab_total;area_ha_total;estab_menos_1ha;area_ha_menos_1ha;estab_1_a_2ha;area_ha_1_a_2ha;confianca
RS;VALE DO JACUI;municipio;;;21232.0;255.0;;112.0;media
RS;LAGOA DOS PATOS;municipio;31665.0;1352272.0;332.0;108.0;571.0;731.0;media
RS;CAMAQUÃ;mesorregiao;;;3645.0;32.0;;10.0;media
RS;ao CAPÃO DO LEÃO;mesorregiao;480.0;78755.0;106.0;17.0;14.0;15.0;media
RS;LITORAL ORIENTAL LAGOA DOS PATOS;municipio;7224.0;503569.0;263.0;136.0;833.0;1036.0;media
RS;as RIO GRANDE;mesorregiao;;;2122.0;71.0;;36.0;media
RS;LAGOA MI RIM;municipio;;;4975.0;55.0;;26.0;media
RS;ALTO CAMAQUÃ;municipio;;;18585.0;64.0;;26.0;media
RS;LESTE RIOGRANOENSE;mesorregiao;;;;700.0;;;media
RS;LITORAL SETENT. RIO GRANDE DO SUL;microrregiao;247.0;32645.0;17753137.0;63.0;40855.0;26.0;media
RS;CAPÃO DA CANOA;municipio;61.0;21.0;798.0;2277.0;2020.0;1007.0;media
RS;OSORIO;municipio;62.0;59.0;7477.0;3310000.0;10.0;6236.0;media
RS;PALMARES DO SUL;municipio;63.0;36.0;4997.0;5717052.0;28.0;18025.0;media
RS;SANTO ANTONIO DA PATRULHA;municipio;64.0;74.0;9926.0;505379.0;11.0;7271.0;media
RS;TORRES;municipio;65.0;36.0;4415.0;144105.0;3078.0;;media
RS;TRAMANOAI;municipio;66.0;21.0;3029.0;144322.0;4222.0;3775.0;media
RS;YALE DO .JACUl;microrregiao;873.0;120762.0;605198789.0;311.0;215686.0;121.0;media
RS;ARROIO DOS RATOS;municipio;68.0;25.0;3172.0;227019.0;19.0;13486.0;media
RS;BUTIA;municipio;69.0;60.0;8485.0;4414802.0;34.0;23625.0;media
RS;CACHOEIRA;municipio;70.0;0.0;333.0;47303.0;27183100.0;110.0;media
RS;CHARQUEADAS;municipio;71.0;1173.0;1075.0;1637.0;;;media
RS;GENERAL CAMARA;municipio;72.0;47.0;6501.0;3912004.0;19.0;14546.0;media
RS;RIO PARDO;municipio;73.0;197.0;26852.0;16953212.0;99.0;67957.0;media
RS;SÃO JERON (MO;municipio;74.0;126.0;16892.0;6116683.0;19.0;12718.0;media
RS;TAQUARI;municipio;75.0;25.0;3334.0;133727.0;3721.0;;media
RS;TRIUNFO;municipio;76.0;52.0;7046.0;227123.0;110.0;6503.0;media
RS;LAGOA DOS PATOS;microrregiao;770.0;103775.0;164013.0;190.0;112.0;154984.0;media
RS;CAMAQUÃ;municipio;78.0;103.0;14271.0;10030859.0;2.0;30272.0;media
RS;CANGUÇU;municipio;79.0;241.0;32634.0;16048262.0;46.0;32888.0;media
RS;CAPÃO;municipio;80.0;42.0;5836.0;247515.0;16.0;11727.0;media
RS;DOM FELICIANO;municipio;81.0;82.0;10844.0;4513317.0;17.0;11390.0;media
RS;PEDRO OSORIO;municipio;82.0;71.0;9580.0;5216023.0;20.0;12005.0;media
RS;PELOTAS;municipio;83.0;66.0;8379.0;411829.0;4821.0;8767.0;media
RS;SÃO LOURENÇO;municipio;84.0;95.0;12775.0;6719990.0;27.0;18432.0;media
RS;TAPES;municipio;85.0;70.0;5516214.0;14.0;9626.0;12.0;media
RS;LITORAL ORIENTAL LAGOA DOS PATOS;microrregiao;361.0;49412.0;22166095.0;102.0;70532.0;55.0;media
RS;MOSTARDAS;municipio;87.0;104.0;14179.0;8024890.0;41.0;28758.0;media
RS;RIO GRANDE;municipio;88.0;137.0;19068.0;9026181.0;46.0;31526.0;media
RS;SÃO JOSE DO NORTE;municipio;89.0;77.0;10417.0;236711.0;5438.0;9513.0;media
RS;TAVARES;municipio;90.0;43.0;5746.0;288311.0;4809.0;2318.0;media
RS;LAGOA MIRIM;microrregiao;620.0;85459.0;60389169.0;271.0;187427.0;144.0;media
RS;ARROIO GRANDE;municipio;92.0;172.0;23242.0;15047647.0;55.0;36496.0;media
RS;HERVAL;municipio;93.0;173.0;23686.0;16853383.0;79.0;58017.0;media
RS;.JAGUARÃO;municipio;94.0;96.0;13723.0;10233102.0;60.0;41745.0;media
RS;SANTA VITORIA DO PALMAR;municipio;95.0;179.0;24806.0;18355036.0;77.0;51168.0;media
RS;ALTO CAMAOUÃ;microrregiao;1829.0;254360.0;437241.0;479.0;325196.0;192.0;media
RS;CAÇAPAVA DO SUL;municipio;97.0;341.0;47647.0;26479999.0;83.0;54665.0;media
RS;CAXIAS DO SUL;mesorregiao;;17960.0;;261.0;;116.0;media
RS;VINICULTORA DE CAXIAS;microrregiao;17960.0;394772.0;261.0;116.0;425.0;537.0;media
RS;ANTONIO PRADO;municipio;;1500.0;;11.0;;;media
RS;BENTO GONÇALVES;municipio;;2666.0;;21.0;;;media
RS;CARLOS BARBOSA;municipio;;1462.0;;6.0;;;media
RS;CAXIAS DO SUL;municipio;;4107.0;;68.0;;35.0;media
RS;COTIPORÃ;municipio;;692.0;;17.0;;;media
RS;FARROUPILHA;municipio;;1374.0;;28.0;;;media
RS;FLORES OA CUNHA;municipio;;1532.0;;13.0;;;media
RS;QARIBALDI;municipio;;2168.0;;37.0;;16.0;media
RS;SÃO MARCOS;municipio;;732.0;;22.0;;;media
RS;VERANOPOLIS;municipio;;1727.0;;38.0;;18.0;media
RS;PLANALTO MERID. RIO GRANDE DO SUL;mesorregiao;240168.0;7019857.0;500.0;1761.0;7691.0;9891.0;media
RS;COLONIAL;microrregiao;19248.0;164.0;631.0;;;;media
RS;ANTA GORDA;municipio;;292.0;;45.0;;14.0;media
RS;ARVOREZINHA;municipio;;2471.0;;59.0;;19.0;media
RS;CASCA;municipio;;2300.0;;64.0;;23.0;media
RS;DAVID CANABARRD;municipio;;992.0;;2.0;;;media
RS;FONTOURA XAVIER;municipio;;2569.0;;10.0;;;media
RS;GUAPORE;municipio;;2603.0;;73.0;;27.0;media
RS;ILOPOLIS;municipio;;575.0;;17.0;;3.0;media
RS;NOVA ARAÇA;municipio;;333.0;;;;2.0;media
RS;NOVA BASSAND;municipio;;790.0;;;;;media
RS;NOVA PRATA;municipio;;2395.0;;52.0;;18.0;media
RS;PARAI;municipio;;629.0;;15.0;;7.0;media
RS;PUTINGA;municipio;1231.0;20987.0;14.0;32.0;43.0;;media
RS;SERAF I NA CORREA;municipio;1068.0;20488.0;21.0;38.0;49.0;;media
RS;COLONIAL DAS MISSÕES;microrregiao;;21807.0;;412.0;;149.0;media
RS;BOSSOROCA;municipio;;1197.0;;13.0;;4.0;media
RS;CAIBATE;municipio;;1505.0;;65.0;;31.0;media
RS;CATUIPE;municipio;;1912.0;;15.0;;;media
RS;GIRUA;municipio;;3621.0;;63.0;;20.0;media
RS;SANTO ANGELO;municipio;7856.0;325012.0;78.0;338.0;427.0;;media
RS;SÃO NICOLAU;municipio;;1921.0;;28.0;;12.0;media
RS;COLONIAL DE SANTA ROSA;microrregiao;;54870.0;;896.0;;401.0;media
RS;ALECRIM;municipio;;573.0;;20.0;;11.0;media
RS;BOA VISTA DO BURICA;municipio;;1516.0;;20.0;;;media
RS;CAMPINA DAS MISSÕES;municipio;;1653.0;;32.0;;15.0;media
RS;CANDIDO GODO(;municipio;;1715.0;;30.0;;16.0;media
RS;CERRO LARGO;municipio;;2447.0;;24.0;;10.0;media
RS;CRISSIUMAL;municipio;;3156.0;;69.0;;29.0;media
RS;GUARANI DAS MISSÕES;municipio;;1928.0;;20.0;;;media
RS;HOR IZONT;municipio;;2850.0;;9.0;;;media
RS;HUMAITA;municipio;;1396.0;;17.0;;7.0;media
RS;CAXIAS DO SUL;microrregiao;158.0;84.0;25247.0;10.0;6683.0;5730.0;media
RS;VINICULTORA DE CAXIAS DO SUL;municipio;158.0;20900.0;84.0;25247.0;10.0;6683.0;media
RS;PLANALTO MERID. RIO GRANDE DO SUL;microrregiao;993.0;674612.0;3317.0;1003305.0;1093.0;372.0;media
RS;COLONIAL DO ALTO TAQUARI;municipio;140.0;18862.0;63.0;19632.0;14.0;9726.0;media
RS;COLONIAL DAS MISSÕES;municipio;877.0;121286.0;632.0;192210.0;192.0;125847.0;media
RS;COLONIAL DE SANTA ROSA;municipio;179.0;23254.0;12456.0;4898.0;3232.0;;media
RS;CAMPINA DAS MISSÕES;mesorregiao;116.0;;;;;;media
RS;CRISSIUMAL;mesorregiao;;;;231.0;;;media
RS;ALPESTRE;municipio;2874.0;;29370.0;;18.0;90.0;media
RS;BRAGA;municipio;928.0;;12657.0;;11.0;50.0;media
RS;CAIÇARA;municipio;1032.0;;16861.0;;;23.0;media
RS;CAMPO NOVO;municipio;863.0;;27585.0;;;44.0;media
RS;CONSTANTINA;municipio;2658.0;;35382.0;;13.0;48.0;media
RS;ERVAL SECO;municipio;2489.0;;47121.0;;3.0;209.0;media
RS;FREDERICO WESTPHALEN;municipio;2750.0;;37315.0;;24.0;86.0;media
RS;IRAI;municipio;1588.0;;19453.0;;12.0;61.0;media
RS;LIBERATO SALZANO;municipio;1876.0;;20102.0;;15.0;45.0;media
RS;MIRAGUAI;municipio;160.0;;12367.0;;;40.0;media
RS;NONOAI;municipio;4104.0;;92515.0;;18.0;121.0;media
RS;PALMI T INHO;municipio;2433.0;;22767.0;;16.0;84.0;media
RS;PLANALTO;municipio;2540.0;;24228.0;;31.0;118.0;media
RS;REDENTORA;municipio;1700.0;;24879.0;;12.0;127.0;media
RS;RODEIO BONITO;municipio;2210.0;;23215.0;;20.0;97.0;media
RS;RONDA ALTA;municipio;2464.0;;58340.0;;;53.0;media
RS;RONOINHA;municipio;1203.0;;23541.0;;;16.0;media
RS;SÃO MARTINHO;municipio;1308.0;;17666.0;;16.0;74.0;media
RS;SARANOI;municipio;2039.0;;52819.0;;12.0;43.0;media
RS;SEBERI;municipio;2103.0;;31044.0;;11.0;69.0;media
RS;VICENTE OUTRA;municipio;1210.0;;15827.0;;;34.0;media
RS;COLONIAL DE ERECHIM;microrregiao;44495.0;;1096480.0;;314.0;1062.0;media
RS;ARATIBA;municipio;2261.0;;46262.0;;16.0;33.0;media
RS;BARÃO DE COTEGIPE;municipio;1257.0;;28253.0;;;21.0;media
RS;BARRACÃO;municipio;1146.0;;53155.0;;;41.0;media
RS;CACIQUE DOBLE;municipio;984.0;;17555.0;;;51.0;media
RS;CAMPINAS DO SUL;municipio;1433.0;35982.0;13.0;;;;media
RS;CIRIACO;municipio;1230.0;;42186.0;;;38.0;media
RS;ERECHIM;municipio;2660.0;;79210.0;;36.0;96.0;media
RS;ERVAL GRANDE;municipio;1332.0;;28201.0;;;20.0;media
RS;GAURAMA;municipio;48220.0;54.0;23.0;62.0;86.0;;media
RS;GETULIO VARGAS;municipio;3045.0;;74968.0;;26.0;55.0;media
RS;IBIAÇA;municipio;1205.0;;40103.0;;;28.0;media
RS;ITATIBA DO SUL;municipio;1257.0;;20007.0;;17.0;30.0;media
RS;JACUT I NGA;municipio;194.0;;29021.0;;;18.0;media
RS;MACHAD(NHO;municipio;1255.0;;30704.0;;;31.0;media
RS;MARAU;municipio;3270.0;;101899.0;;11.0;34.0;media
RS;MARCELINO RAMOS;municipio;1060.0;;20283.0;;;19.0;media
RS;MARIANO MORO;municipio;522.0;;10203.0;;;12.0;media
RS;MAXIMILIANO DE ALMEIDA;municipio;1080.0;;20054.0;;;34.0;media
RS;PAIM FILHO;municipio;1701.0;;37037.0;;;23.0;media
RS;SANANDUVA;municipio;1901.0;;48563.0;;12.0;38.0;media
RS;SÃO JOSE;municipio;2134.0;;53769.0;;43.0;88.0;media
RS;SÃO VALENTIM;municipio;2615.0;;50661.0;;27.0;91.0;media
RS;SERTÃO;municipio;1405.0;;45959.0;;;44.0;media
RS;COLONIAL DO IRAI;municipio;243.0;;32452.0;36401.0;34.0;22719.0;media
RS;COLONIAL DE ERECHIM;municipio;661.0;;85999.0;91332.0;79.0;54400.0;media
RS;COLONIAL DO ALTO JACU(;municipio;4100.0;;132756.0;43.0;;15.0;media
RS;SOLEDADE;municipio;13141.0;;456387.0;149.0;;68.0;media
RS;CAMPOS DE VACARIA;municipio;14230.0;;601425.0;136.0;;53.0;media
RS;LAGOA VERMELHA;mesorregiao;2611.0;;200321.0;50.0;;19.0;media
RS;OESTE GAUCHO;microrregiao;54245.0;;8500.0;931.0;;292.0;media
RS;SANTA MARIA;municipio;15022.0;;751807.0;280.0;;106.0;media
RS;NUMERO MESORREGIÔES, MICRORREGI ÔES;mesorregiao;1004.0;;;;;;media
RS;SEVERIANO DE ALMEIDA;municipio;;;453.0;;;;media
RS;TAPEJARA;municipio;55.0;;6762.0;;3114.0;;media
RS;VIADUTOS;municipio;12.0;;1450.0;;;;media
RS;COLONIAL DE IJUI;microrregiao;234.0;;30974.0;41.0;27745.0;16.0;media
RS;AJURICABA;municipio;40.0;;5172.0;;626.0;;media
RS;AUGUSTO PESTANA;municipio;16.0;;2092.0;;454.0;;media
RS;CHIAPETA;municipio;15.0;;2026.0;;2500.0;;media
RS;CONDOR;municipio;35.0;;4423.0;;5791.0;;media
RS;s l.JUI;mesorregiao;69.0;;9025.0;;;;media
RS;PANAMBI;municipio;31.0;;4307.0;;5007.0;;media
RS;PE JUÇARA;municipio;28.0;;3928.0;13.0;8873.0;;media
RS;PASSO FUNDO;microrregiao;521.0;;72561.0;165.0;112886.0;51.0;media
RS;CARAZINHO;municipio;126.0;;17759.0;34.0;22051.0;;media
RS;CHAPADA;municipio;25.0;;3558.0;10.0;7609.0;;media
RS;CORONEL BICACO;municipio;60.0;;8312.0;11.0;7726.0;;media
RS;PALMEIRA DAS MISSÕES;municipio;112.0;;15330.0;40.0;27332.0;21.0;media
RS;PASSO FUNDO;municipio;165.0;;23232.0;58.0;40143.0;10.0;media
RS;SANTO AUGUSTO;mesorregiao;33.0;;4367.0;12.0;8024.0;;media
RS;COLONIAL DO ALTO .JACUI;microrregiao;127.0;;16157.0;;5669.0;;media
RS;COLORADO;municipio;25.0;;3049.0;;2963.0;;media
RS;NÃO-ME-TOQUE;municipio;49.0;;6255.0;;2706.0;;media
RS;SELBACH;municipio;;;990.0;;;;media
RS;TAPERA;municipio;23.0;;2900.0;;;;media
RS;VICTOR GRAEFF;municipio;22.0;;2961.0;;;;media
RS;SOLEOADE;microrregiao;525.0;;72372.0;67.0;4160186.0;28.0;media
RS;BARROS CASSAL;municipio;60.0;;9045.0;;3420.0;;media
RS;ESPUMOSO;municipio;139.0;;18677.0;12.0;8197.0;2.0;media
RS;SAL TO DO JACU(;mesorregiao;52.0;;7175.0;25.0;18632.0;12.0;media
RS;SOLEDADE;municipio;274.0;;37473.0;25.0;15936.0;10.0;media
RS;CAMPOS DE VACARIA;microrregiao;200691.0;298392245.0;186.0;330561.0;167.0;219208.0;media
RS;BOM .JESUS;municipio;254.0;;34239.0;127.0;86082.0;53.0;media
RS;CAMBARA;municipio;65.0;;8878.0;27.0;18618.0;11.0;media
RS;ESMERALDA;municipio;143.0;;18953.0;29.0;20535.0;11.0;media
RS;IBIRAIARAS;municipio;16.0;;2041.0;;1210.0;;media
RS;LAGOA VERMELHA;municipio;221.0;;30061.0;64.0;43598.0;19.0;media
RS;SÃO FRANCISCO DE PAULA;municipio;382.0;;52777.0;111.0;74395.0;33.0;media
RS;VACARIA;mesorregiao;401.0;;53739.0;126.0;86119.0;39.0;media
RS;OESTE GAUCHO;mesorregiao;4831.0;;673050.0;2288.0;1598959.0;1289.0;media
RS;SANTA MARIA;mesorregiao;725.0;;9768.0;148.0;105876.0;60.0;media
RS;FORMIGUEIRO;municipio;84.0;;11700.0;;4794.0;;media
RS;.JAGUAR(;municipio;80.0;;10649.0;;3714.0;;media
RS;MATA;municipio;27.0;;3370.0;;;;media
RS;RESTINGA SECA;municipio;107.0;;14347.0;22.0;15757.0;;media
RS;SANTA MARIA;municipio;228.0;;30670.0;74.0;52140.0;27.0;media
RS;SÃO PEDRO DO SUL;municipio;103.0;;13574.0;15.0;11754.0;;media
RS;SÃO VICENTE DO SUL;municipio;96.0;;12857.0;24.0;17715.0;20.0;media
RS;CAMPANHA;microrregiao;;58723.0;402.0;106.0;;351.0;media
RS;ALEGRETE;municipio;;750910.0;13.0;;;36.0;media
RS;BAGE;municipio;;675515.0;29.0;10.0;;57.0;media
RS;CACEOUI;municipio;600.0;207829.0;;;;;media
RS;DOM PEORITO;municipio;;442048.0;21.0;;;28.0;media
RS;ITAOUI;municipio;;485162.0;40.0;12.0;;16.0;media
RS;OUARAI;municipio;;324866.0;14.0;;;;media
RS;ROSARID DO SUL;municipio;;428542.0;52.0;;;16.0;media
RS;SANTANA DO LIVRAMENTO;municipio;;653877.0;46.0;15.0;;40.0;media
RS;SANTO ANTONIO DAS MISSÕES;municipio;;164355.0;32.0;15.0;;61.0;media
RS;SÃO BOR JA;municipio;;474336.0;78.0;12.0;;20.0;media
RS;SÃO GABRIEL;municipio;;573839.0;23.0;;;29.0;media
RS;URUGUAIANA;municipio;;690831.0;47.0;15.0;;28.0;media
RS;TRITICULTORA DE CRUZ ALTA;microrregiao;;1876826.0;249.0;79.0;;296.0;media
RS;CRUZ ALTA;municipio;;221345.0;62.0;21.0;;19.0;media
RS;IBIRUBA;municipio;;72451.0;13.0;;;39.0;media
RS;JOIA;municipio;;1892.0;16.0;;;37.0;media
RS;JULIO DE CASTILHOS;municipio;;268110.0;33.0;;;22.0;media
RS;SANTA BARBARA DO SUL;municipio;;110024.0;21.0;;;;media
RS;SANTIAGO;municipio;;381673.0;16.0;;;41.0;media
RS;SÃO FRANCISCO DE ASSIS;municipio;;363265.0;59.0;15.0;;46.0;media
RS;TUPANCIRETÃ;municipio;;295232.0;29.0;;;76.0;media
RS;e szs;microrregiao;90.0;295.0;141.0;1006.0;140.0;1963.0;media
RS;NUMERO MESORREGIÔES, MI CRORREGJ ÔES;mesorregiao;1004.0;1000.0;;;;;media
RS;CAMPANHA;municipio;2678.0;;378093.0;2757879107.0;;1643.0;media
RS;TRJTICULTORA DE CRUZ ALTA;municipio;1428.0;;97787.0;1184366301.0;;497.0;media
SC;TOTAIS;total;234973.0;7419543.0;4968.0;2316.0;7659.0;10108.0;baixa
SC;LESTE CATARINENSE;microrregiao;47368.0;1062403.0;1919.0;940.0;2057.0;2749.0;baixa
SC;COLONIAL DE JOINVILE;municipio;7687.0;208794.0;574.0;247.0;466.0;619.0;baixa
SC;LITORAL DE ITAJAI;municipio;1511.0;52625.0;34.0;15.0;58.0;78.0;baixa
SC;A BALNEARIO CAMBORIU;mesorregiao;16.0;249.0;;;;;baixa
SC;COLONIAL DE BLUMENAU;municipio;17107.0;348500.0;982.0;535.0;1045.0;1416.0;baixa
SC;BENEDITO NOVO;mesorregiao;1368.0;47408.0;21.0;14.0;44.0;63.0;baixa
SC;PRESIDENTE NEREU;mesorregiao;501.0;17208.0;;;10.0;12.0;baixa
SC;COLONIAL DO ITAJAI DO NORTE;municipio;4683.0;107882.0;71.0;32.0;101.0;132.0;baixa
SC;AO DONA EMMA;mesorregiao;571.0;13685.0;;;10.0;12.0;baixa
SC;COLONIAL DO ALTO ITAJAI;municipio;16380.0;344601.0;258.0;109.0;387.0;502.0;baixa
SC;TOTAIS;total;4897.0;660163.0;959.0;901561.0;1005.0;695178.0;baixa
SC;LESTE CATARINENSE;mesorregiao;;;443.0;56872.0;245.0;73452.0;baixa
SC;COLONIAL DE JOINVILE;microrregiao;85.0;11288.0;49.0;15217.0;24.0;16123.0;baixa
SC;ARAQUAR I;municipio;;;;1064.0;15.0;5235.0;baixa
SC;BARRA VELHA;municipio;;;15.0;2120.0;;1692.0;baixa
SC;CORUPA;municipio;;;;214.0;;241.0;baixa
SC;GARUVA;municipio;;;18.0;2220.0;;991.0;baixa
SC;GUARAMJRIM;municipio;;;;929.0;;1137.0;baixa
SC;JARAGUA;municipio;941.0;285.0;891.0;1250.0;;;baixa
SC;JOINVILLE;municipio;;;19.0;2568.0;13.0;3741.0;baixa
SC;SÃO FRANCISCO DO SUL;municipio;966.0;1663.0;54.0;6294.0;;;baixa
SC;SCHROEDER;municipio;;;;261.0;;228.0;baixa
SC;LITORAL DE ITAJAI;microrregiao;36.0;4740.0;48.0;14140.0;3594.0;;baixa
SC;BALNEARIO CAMBORIU;municipio;;;;;;;baixa
SC;CAMBOR I U;municipio;;;;838.0;;1046.0;baixa
SC;ILHOTA;municipio;;;10.0;1234.0;15.0;3940.0;baixa
SC;ITAJAI;municipio;;;16.0;2113.0;12.0;3285.0;baixa
SC;ITAPEMA;municipio;;;;120.0;;412.0;baixa
SC;NAVEGANTES;municipio;;;;;;2907.0;baixa
SC;PENHA;municipio;;;;;;1450.0;baixa
SC;PIÇARRAS;municipio;;;;435.0;;1098.0;baixa
SC;COLONIAL DE BLUMENAU;microrregiao;146.0;18611.0;82.0;23983.0;39.0;26627.0;baixa
SC;ASCURRA;municipio;;;;443.0;;739.0;baixa
SC;BENEDITO NOVO;municipio;24.0;3161.0;20.0;6160.0;4697.0;4584.0;baixa
SC;BLUMENAU;municipio;;;;1038.0;;896.0;baixa
SC;BOTUVERA;municipio;;;;807.0;;536.0;baixa
SC;BRUSQUE;municipio;;;;988.0;;200.0;baixa
SC;GASPAR;municipio;;;10.0;1213.0;;1957.0;baixa
SC;GUABIRUBA;municipio;;;;451.0;;640.0;baixa
SC;INDAIAL;municipio;;;20.0;2564.0;15.0;4426.0;baixa
SC;LUIZ ALVES;municipio;;;;1038.0;;288.0;baixa
SC;MASSARANOUBA;municipio;;;;369.0;;753.0;baixa
SC;POMERODE;municipio;;;;;;306.0;baixa
SC;PRESIDENTE NEREU;municipio;1106.0;1225.0;1257.0;3342.0;;;baixa
SC;RIO DOS CEDROS;municipio;28.0;3647.0;12.0;3591.0;4855.0;;baixa
SC;RODEIO;municipio;;;;299.0;;870.0;baixa
SC;T IMBO;municipio;;;;;;;baixa
SC;VI OAL RAMOS;municipio;;;12.0;1481.0;;1391.0;baixa
SC;COLONIAL DO ITAJAI;microrregiao;41.0;4998.0;15.0;4700.0;4760.0;1012.0;baixa
SC;DONA EMMA;municipio;;;;500.0;;210.0;baixa
SC;IBIRAMA;municipio;;;28.0;3380.0;13.0;4010.0;baixa
SC;PRESIDENTE GETULIO;municipio;579.0;480.0;600.0;;;;baixa
SC;WITMARSUM;municipio;;;;538.0;;;baixa
SC;COLONIAL;microrregiao;135.0;17233.0;51.0;15409.0;19.0;13992.0;baixa
SC;AGROLANDIA;municipio;;;;515.0;;200.0;baixa
SC;AGRONOMI CA;municipio;;;;136.0;;290.0;baixa
SC;ATALANTA;municipio;;;;200.0;;;baixa
SC;AURORA;municipio;;;;460.0;;;baixa
SC;IMBUIA;municipio;;;;;;;baixa
SC;FLORIANOPOLIS;mesorregiao;4134.0;;116998.0;;90.0;;alta
SC;FLORIANOPOLIS;microrregiao;4134.0;;116998.0;;90.0;;alta
SC;BIGUAÇU;municipio;983.0;;22113.0;;14.0;;media
SC;FLORIANOPOLIS;municipio;274.0;;5942.0;;;;media
SC;GAROPABA';municipio;232.0;;4725.0;;;;media
SC;GOVERNADOR CELSO RAMOS;municipio;127.0;;4297.0;;;;media
SC;PALHOÇA;municipio;423.0;;14222.0;;11.0;;media
SC;PAULO LOPES;municipio;300.0;;20883.0;;;;media
SC;PORTO BELO;municipio;163.0;;3751.0;;10.0;;media
SC;SANTO AMARO DA IMPERATRIZ;municipio;627.0;;10596.0;;17.0;;media
SC;SÃO JOSE;municipio;471.0;;12661.0;;12.0;;media
SC;TIJUCAS;municipio;534.0;;17804.0;;;;media
SC;SUL CATARINENSE;mesorregiao;;;904035.0;;341.0;;baixa
SC;COLONIAL SERRANA CATARINENSE;microrregiao;9204.0;;289772.0;;62.0;;baixa
SC;AGUAS MORNAS;municipio;780.0;;19741.0;;12.0;;baixa
SC;ALFREDO WAGNER;municipio;1703.0;;46010.0;;;;baixa
SC;ANGELINA;municipio;983.0;;36113.0;;;;baixa
SC;ANITAPOLIS;municipio;802.0;;36915.0;;;;baixa
SC;ANTONIO CARLOS;municipio;846.0;;19890.0;;17.0;;baixa
SC;CANELINHA;municipio;293.0;;6068.0;;;;baixa
SC;LEOBERTO LEAL;municipio;933.0;23573.0;25.0;29.0;;;baixa
SC;MAJOR GERCI NO;municipio;;;;;;;baixa
SC;NOVA TRENTO;municipio;796.0;;19760.0;;;;baixa
SC;RANCHO OUE I MADO;municipio;351.0;;27776.0;;;;baixa
SC;SÃO BONIFACIO;municipio;718.0;;31335.0;;;;baixa
SC;SÃO JOÃO BATISTA;municipio;441.0;;;;;;baixa
SC;LITORAL DE LAGUNA;microrregiao;3745.0;;53913.0;;105.0;;alta
SC;IMARUI;municipio;2321.0;;32043.0;;56.0;;alta
SC;IMBITUBA;municipio;616.0;;8071.0;;22.0;;alta
SC;LAGUNA;municipio;808.0;;13799.0;;26.0;;alta
SC;CARBON (FERA;microrregiao;15105.0;;316710.0;;142.0;;baixa
SC;ARMAZEM;municipio;994.0;;13795.0;;;;baixa
SC;BRAÇO DO NORTE;municipio;952.0;;17505.0;;;;baixa
SC;CRICIUMA;municipio;1544.0;;26880.0;;;;baixa
SC;GRÃO PARA;municipio;736.0;;25034.0;;;;baixa
SC;GRAVA TAL;municipio;1261.0;;11504.0;;52.0;;baixa
SC;LAURO MULLER;municipio;652.0;;16745.0;;;;baixa
SC;MORRO DA FUMAÇA;municipio;396.0;;6523.0;;;;baixa
SC;ORLEANS;municipio;872.0;;42990.0;;12.0;;baixa
SC;PEDRAS GRANDES;municipio;705.0;;13056.0;;2.0;;baixa
SC;FLORIANOPOLIS;microrregiao;113.0;14845.0;16769.0;16.0;10400.0;5967.0;baixa
SC;FLORIANOPOLIS;municipio;;;113.0;14845.0;58.0;16769.0;baixa
SC;SUL CATAR;microrregiao;634.0;81234.0;200.0;56150.0;43.0;28773.0;baixa
SC;COLONIAL SERRANA CATARINENSE;municipio;262.0;34043.0;109.0;30152.0;22.0;14994.0;baixa
SC;AGUAS MORNAS;mesorregiao;;;;1134.0;;830.0;baixa
SC;LITORAL DE LAGUNA;municipio;5207.0;20.0;6081.0;4751.0;3786.0;;baixa
SC;CARBONI FERA;municipio;189.0;23854.0;3722.0;6536.0;;;baixa
SC;LITORAL SUL CATARINENSE;municipio;7428.0;119936.0;44.0;19.0;178.0;236.0;baixa
SC;COLONIAL DO SUL CATARINENSE;municipio;6093.0;123701.0;24.0;11.0;107.0;138.0;baixa
SC;B MELE IRO;mesorregiao;;;1191.0;10.0;;;baixa
SC;OESTE CATARINENSE;microrregiao;;;141896.0;2153.0;;;baixa
SC;CAMPOS DE LAGES;municipio;9253.0;1109671.0;261.0;77.0;241.0;305.0;baixa
SC;CAMPOS DE CURITIBANOS;municipio;14082.0;1027639.0;97.0;54.0;269.0;365.0;baixa
SC;COLONIAL;municipio;28764.0;1012960.0;351.0;53.0;422.0;549.0;baixa
SC;OESTE CATARINENSE;microrregiao;;3707.0;;2456.0;755190.0;851.0;baixa
SC;CAMPOS DE LAGES;municipio;;1069.0;;889.0;272957.0;341.0;baixa
SC;CAMPOS DE CURITIBANOS;municipio;;949.0;;696.0;215318.0;248.0;baixa
SC;COLONIAL DO RIO DO PEIXE;municipio;;508.0;;;;;baixa
SC;TOTAL;total;;;;;;;baixa
SC;NUMERO MESORREGI ÔES, MICRORREGIÔES MENOS DE;mesorregiao;1.0;;;;;;baixa
SC;COLONIAL DO OESTE CATARINENSE;municipio;72421.0;1226612.0;1243.0;558.0;2182.0;2867.0;baixa
SC;PLANALTO DE CANOINHAS;municipio;17376.0;959221.0;201.0;100.0;381.0;529.0;baixa
SC;ESTABE- ESTABE- ESTABE- ESTABE- ESTABE-;mesorregiao;;;;;;;baixa
SC;AREA AREA AREA AREA AREA;microrregiao;;;;;;;baixa
