_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;val_9;val_10;val_11;confianca
SC;FACHINAL DOS GUEDES;microrregiao;;;131.0;38.0;60.0;55.0;;;;;;media
SC;GAL VÃO;microrregiao;;;91.0;;;19.0;;;;;;media
SC;GUARACIABA;microrregiao;;;163.0;19.0;23.0;81.0;;;;;;media
SC;GUARUJA DO SUL;microrregiao;;;39.0;;;12.0;;;;;;media
SC;ITAPIRANGA;microrregiao;;;407.0;20.0;21.0;257.0;;;;;;media
SC;MARAVILHA;microrregiao;;;179.0;19.0;20.0;70.0;;;;;;media
SC;MODELO;microrregiao;;;190.0;10.0;10.0;101.0;;;;;;media
SC;MONDA;microrregiao;;;287.0;18.0;18.0;187.0;;;;;;media
SC;NOVA ERECHIM;microrregiao;;;84.0;;;;;;;;;media
SC;PALMA SOLA;microrregiao;;;81.0;14.0;18.0;62.0;;;;;;media
SC;PALMITOS;microrregiao;;;231.0;13.0;13.0;88.0;;;;;;media
SC;PINHALZINHO;microrregiao;;;133.0;;;54.0;;;;;;media
SC;QUILOMBO;microrregiao;;;404.0;53.0;54.0;186.0;;;;;;media
SC;ROMELANDIA;microrregiao;;;70.0;;;37.0;;;;;;media
SC;SÂO CARLOS;microrregiao;;;190.0;36.0;36.0;133.0;;;;;;media
SC;SÃO DOMINGOS;microrregiao;;;230.0;34.0;35.0;79.0;;;;;;media
SC;SÂO JOSE DO CEDRO;microrregiao;;;284.0;15.0;15.0;221.0;;;;;;media
SC;SÃO LOURENÇO;microrregiao;;;103.0;18.0;18.0;35.0;;;;;;media
SC;SÃO MIGUEL O'OESTE;microrregiao;;;376.0;38.0;40.0;187.0;;;;;;media
SC;SAUDADES;microrregiao;;;109.0;;;56.0;;;;;;media
SC;VARGEÃO;microrregiao;;;67.0;16.0;17.0;31.0;;;;;;media
SC;XANXERE;microrregiao;;;339.0;80.0;93.0;231.0;;;;;;media
SC;XAXIM;microrregiao;;;349.0;43.0;53.0;108.0;;;;;;media
SC;PLANALTO DE CANOINHAS;microrregiao;3732.0;;688.0;872.0;2154.0;;2334.0;;;;;media
SC;CAMPO ALEGRE;municipio;211.0;;35.0;36.0;156.0;;162.0;;;;;media
SC;CANOINHAS;municipio;656.0;;156.0;211.0;380.0;;416.0;;;;;media
SC;IRINEOPOLIS;municipio;347.0;;33.0;34.0;58.0;;64.0;;;;;media
SC;ITAIOPOLIS;municipio;584.0;;132.0;135.0;255.0;;262.0;;;;;media
SC;MAFRA;municipio;560.0;;109.0;127.0;381.0;;400.0;;;;;media
SC;MAJOR VIEIRA;municipio;154.0;;36.0;43.0;90.0;;99.0;;;;;media
SC;MATOS COSTA;municipio;92.0;;10.0;12.0;85.0;;90.0;;;;;media
SC;MONTE CASTELO;municipio;116.0;;37.0;51.0;71.0;;75.0;;;;;media
SC;PAPANOUVA;municipio;208.0;;54.0;77.0;116.0;;128.0;;;;;media
SC;PORTO UNIÃO;municipio;335.0;;28.0;31.0;200.0;;213.0;;;;;media
SC;RIO NEGRINHO;municipio;181.0;;22.0;30.0;161.0;;166.0;;;;;media
SC;SÃO aENTO DO SUL;municipio;213.0;;15.0;17.0;155.0;;164.0;;;;;media
SC;TRES BARRAS;municipio;75.0;;21.0;68.0;46.0;;95.0;;;;;media
SC;CAMIONETAS, PERUAS, JIPES, ETC;municipio;;;;;;;;;;;;media
SE;TOTAIS;total;1580.0;288.0;427.0;907.0;975.0;656.0;870.0;10236.0;11221.0;244.0;292.0;baixa
SE;SERGIPANA;mesorregiao;1354.0;255.0;380.0;780.0;838.0;565.0;751.0;9527.0;10422.0;149.0;184.0;baixa
SE;SERTÃO SERGIPANO DO SÃO FRANCISCO;microrregiao;113.0;29.0;38.0;60.0;67.0;41.0;51.0;2626.0;2918.0;22.0;31.0;baixa
SE;CANINDE DE SÃO FRANCISCO;municipio;24.0;;10.0;19.0;21.0;;;195.0;232.0;;;baixa
SE;GARARU;municipio;23.0;;10.0;;10.0;10.0;11.0;231.0;269.0;11.0;11.0;baixa
SE;MONTE ALEGRE DE SERGIPE;municipio;10.0;;;;;;;217.0;253.0;;;baixa
SE;POÇO REDONDO;municipio;;;;;;;;648.0;696.0;;;baixa
SE;PORTO DA FOLHA;municipio;33.0;;;17.0;17.0;17.0;19.0;869.0;941.0;;15.0;baixa
SE;PROPRlA;microrregiao;53.0;11.0;32.0;25.0;26.0;30.0;63.0;207.0;225.0;44.0;56.0;baixa
SE;AMPARO DE SÃO FRANCISCO;municipio;;;;;;;;;;;;baixa
SE;BRE JO GRANDE;municipio;14.0;;;2.0;;13.0;17.0;;;37.0;47.0;baixa
SE;CANHOBA;municipio;;;;;;;;;;;;baixa
SE;ILHA DAS FLORES;municipio;;;;;;;;;10.0;;;baixa
SE;NEOPOLIS;municipio;10.0;;27.0;;;;28.0;19.0;19.0;;;baixa
SE;NOSSA: SENHORA OE LOURDES;municipio;;;;;;;;52.0;59.0;;;baixa
SE;PACATUBA;municipio;;;;;;;;;;;;baixa
SE;PROPRIA;municipio;11.0;;;10.0;10.0;;;77.0;84.0;;;baixa
SE;TELHA;municipio;;;;;;;;23.0;24.0;;;baixa
SE;NOSSA SENHORA DAS DORES;microrregiao;183.0;42.0;52.0;77.0;85.0;89.0;107.0;1524.0;1681.0;71.0;80.0;baixa
SE;AOUIDABÃ;municipio;;;;;;;;161.0;177.0;;;baixa
SE;CARIRA;municipio;22.0;;13.0;;;11.0;13.0;182.0;208.0;;;baixa
SE;CEDRO DE SÃO JOÃO;municipio;;;;;;;;20.0;21.0;70.0;79.0;baixa
SE;CUMBE;municipio;;;;;;;;19.0;20.0;;;baixa
SE;FEIRA NOVA;municipio;12.0;;;;;;;99.0;115.0;;;baixa
SE;FREI PAULO;municipio;28.0;;;17.0;20.0;13.0;14.0;98.0;110.0;;;baixa
SE;GRACHO CARDOSO;municipio;;2.0;;;;;;108.0;121.0;;;baixa
SE;ITABI;municipio;;;;;2.0;;;65.0;76.0;;;baixa
SE;.JAPOATÃ;municipio;19.0;;14.0;10.0;13.0;;12.0;39.0;42.0;;;baixa
SE;MALHADA DOS BOIS;municipio;;;;;;;;11.0;11.0;;;baixa
SE;MURIBECA;municipio;;;;;;;;27.0;31.0;;;baixa
SE;NOSSA SENHORA APARECIDA;municipio;19.0;;;;;12.0;12.0;204.0;220.0;;;baixa
SE;NOSSA SENHORA DAS DORES;municipio;15.0;;;13.0;13.0;;3.0;159.0;171.0;;;baixa
SE;PEDRA MOLE;municipio;;;;;;;;27.0;30.0;;;baixa
SE;PINHÃO;municipio;10.0;;;;;10.0;14.0;51.0;52.0;;;baixa
SE;RIBEIROPOLIS;municipio;14.0;;;;;;;224.0;243.0;;;baixa
SE;SÃO FRANCISCO;municipio;;;;;;;;;;;;baixa
SE;SÃO MIGUEL;municipio;;;;;;;;24.0;26.0;;;baixa
SE;COTlNGUIBA;microrregiao;168.0;55.0;124.0;107.0;125.0;63.0;138.0;390.0;470.0;;;baixa
SE;CAPELA;municipio;26.0;;37.0;17.0;21.0;14.0;38.0;125.0;154.0;;;baixa
SE;CARMOPOL;municipio;;;;;2.0;;;;;;;baixa
SE;DIVINA PASTORA;municipio;18.0;;;16.0;20.0;;;;;;;baixa
SE;GENERAL MAYNARD;municipio;;;;;;;;;;;;baixa
SE;JAPARATUBA;municipio;29.0;;16.0;;;23.0;24.0;97.0;108.0;;;baixa
SE;LARANJEIRAS;municipio;20.0;12.0;33.0;18.0;23.0;;42.0;23.0;26.0;;;baixa
SE;MARUIM;municipio;12.0;;;12.0;13.0;;;22.0;25.0;;;baixa
SE;PIRAMBU;municipio;;;;;;;;18.0;19.0;;;baixa
SE;RIACHUELO;municipio;11.0;;;;;;;7.0;14.0;;;baixa
SE;ROSARIO DO CATETE;municipio;13.0;;;12.0;15.0;;15.0;15.0;24.0;;;baixa
SE;SANTA ROSA DE LIMA;municipio;;;;;;;;;;;;baixa
SE;SANTO AMARO DAS BROTAS;municipio;;;;;;;;;;25.0;25.0;baixa
SE;SIRIRI;municipio;;;;11.0;;12.0;;;;56.0;73.0;baixa
SE;AGRESTE DE ITABAIANA;microrregiao;;29.0;38.0;57.0;;60.0;;34.0;38.0;1327.0;1406.0;baixa
SE;AREIA BRANCA;municipio;;;;;;;;;;84.0;100.0;baixa
SE;CAMPO DO BRITO;municipio;;10.0;14.0;;;;;;;152.0;157.0;baixa
SE;ITABAIANA;municipio;;13.0;13.0;41.0;;43.0;;;;687.0;730.0;baixa
SE;MACAMBIRA;municipio;;;;;;;;;;85.0;88.0;baixa
SE;MALHADOR;municipio;;;;;;;;;;61.0;64.0;baixa
SE;MOITA BONITA;municipio;;;;;;;;;;172.0;175.0;baixa
SE;SÃO DOMINGOS;municipio;;;;;;;;;;86.0;92.0;baixa
SE;AGRESTE DE LAGARTO;microrregiao;;79.0;86.0;394.0;;415.0;;262.0;302.0;2210.0;2409.0;baixa
SE;ARAUA;municipio;;;10.0;12.0;;13.0;;51.0;59.0;175.0;199.0;baixa
SE;BOOUIM;municipio;;;;;;;;11.0;15.0;31.0;37.0;baixa
SE;ITABAIANINHA;municipio;;;10.0;25.0;;31.0;;58.0;64.0;321.0;370.0;baixa
SE;LAGARTO;municipio;;15.0;15.0;233.0;;236.0;;64.0;75.0;978.0;1048.0;baixa
SE;PEDRINHAS;municipio;;2.0;;;;;;;;;;baixa
SE;RIACHÃO DO DANTAS;municipio;;10.0;10.0;36.0;;37.0;;34.0;38.0;153.0;166.0;baixa
SE;SALGADO;municipio;;23.0;25.0;43.0;;49.0;;22.0;28.0;236.0;260.0;baixa
SE;SIMÃO DIAS;municipio;;10.0;10.0;31.0;;33.0;;19.0;20.0;309.0;322.0;baixa
SE;SERTÃO DO RIO REAL;microrregiao;;10.0;10.0;60.0;;60.0;;46.0;52.0;1243.0;1313.0;baixa
SE;CRISTINAPOLIS;municipio;;;;15.0;;15.0;;;;129.0;139.0;baixa
SE;POÇO VERDE;municipio;;;;14.0;;14.0;;14.0;14.0;531.0;544.0;baixa
SE;TOBIAS BARRETO;municipio;;;;22.0;;22.0;;;10.0;415.0;453.0;baixa
SE;TOMAR DO GERU;municipio;;;;;;;;19.0;21.0;168.0;177.0;baixa
SE;ARACAJU;mesorregiao;226.0;33.0;47.0;127.0;137.0;91.0;119.0;709.0;95.0;108.0;;baixa
SE;LITORAL SUL SERGIPANO;microrregiao;;33.0;47.0;127.0;;137.0;;91.0;119.0;709.0;799.0;baixa
SE;ARACAJU;municipio;;;;;;;;;;33.0;38.0;baixa
SE;BARRA DOS COQUEIROS;municipio;;;;;;;;;;;;baixa
SE;ESTANCIA;municipio;;;;26.0;;26.0;;36.0;37.0;322.0;364.0;baixa
SE;INDIAROBA;municipio;;;;;;;;;;61.0;71.0;baixa
SE;ITAPORANGA D' AJUDA;municipio;;;;;;;;15.0;24.0;28.0;31.0;baixa
SE;NOSSA SENHORA DO SOCORRO;municipio;;;;14.0;;16.0;;;;65.0;70.0;baixa
SE;SANTA LUZIA DO ITANHY;municipio;;;;29.0;;33.0;;;;25.0;28.0;baixa
SE;SÃO CRISTOVÃO;municipio;;;14.0;14.0;;15.0;;;18.0;59.0;69.0;baixa
SE;UMBAUBA;municipio;;;;28.0;;29.0;;16.0;18.0;116.0;128.0;baixa
SE;CAMIONETAS, PERUAS, JIPES, ETC;municipio;;;;;;;;;;;;baixa
SP;TOTAIS;total;89071.0;21517.0;37442.0;52818.0;62188.0;50799.0;72789.0;80521.0;100454.0;885.0;1047.0;media
SP;ALTA E MEDIA ARARAOUARENSE;mesorregiao;12742.0;1863.0;2798.0;5349.0;5926.0;9661.0;12671.0;21470.0;25476.0;149.0;161.0;media
SP;ALTA ARARAQUARENSE FERNANDOPOL IS;microrregiao;2730.0;482.0;537.0;1257.0;1345.0;1801.0;2219.0;9235.0;10356.0;36.0;38.0;media
SP;APARECIDA D' OESTE;municipio;85.0;14.0;17.0;42.0;42.0;57.0;72.0;313.0;356.0;;;media
SP;DOLCINOPOLIS;municipio;48.0;;;15.0;15.0;42.0;51.0;136.0;156.0;;;media
SP;ESTRELA O'OESTE;municipio;142.0;45.0;52.0;62.0;69.0;103.0;142.0;337.0;372.0;;;media
SP;FERNANDOPOL IS;municipio;244.0;38.0;49.0;114.0;129.0;186.0;238.0;608.0;649.0;;;media
SP;GUARANI D' OESTE;municipio;125.0;16.0;22.0;42.0;45.0;115.0;163.0;238.0;262.0;;;media
SP;INDIAPORÃ;municipio;138.0;19.0;19.0;96.0;99.0;57.0;68.0;101.0;112.0;;;media
SP;JALES;municipio;250.0;57.0;66.0;96.0;103.0;155.0;201.0;1098.0;1254.0;;;media
SP;MACEDONIA;municipio;137.0;19.0;22.0;55.0;58.0;120.0;139.0;225.0;239.0;;;media
SP;MARINOPOLIS;municipio;26.0;;;22.0;22.0;;;184.0;215.0;;;media
SP;MERIDIANO;municipio;66.0;17.0;19.0;17.0;19.0;43.0;53.0;165.0;184.0;;;media
SP;MIRA ESTRELA;municipio;113.0;;;50.0;50.0;95.0;104.0;128.0;137.0;;;media
SP;PALMEIRA O'OESTE;municipio;139.0;25.0;25.0;50.0;53.0;92.0;109.0;841.0;989.0;;;media
SP;PARANAPUÂ;municipio;121.0;30.0;32.0;66.0;72.0;75.0;104.0;288.0;310.0;;;media
SP;PEDRANOPOLIS;municipio;128.0;18.0;18.0;44.0;52.0;114.0;138.0;211.0;222.0;;;media
SP;POPULINA;municipio;72.0;29.0;33.0;34.0;40.0;40.0;51.0;151.0;188.0;;;media
SP;RUBINEIA;municipio;53.0;10.0;10.0;32.0;33.0;36.0;40.0;152.0;158.0;;;media
SP;SANTA ALBERTINA;municipio;98.0;21.0;21.0;42.0;43.0;64.0;69.0;405.0;486.0;;;media
SP;SANTA CLARA O'OESTE;municipio;76.0;;;48.0;57.0;49.0;61.0;237.0;263.0;;;media
SP;SANTA FE DO SUL;municipio;123.0;12.0;13.0;89.0;91.0;41.0;45.0;433.0;488.0;;;media
SP;SANTANA DA PONTE PENSA;municipio;30.0;;;16.0;16.0;10.0;13.0;302.0;368.0;;;media
SP;SANTA RITA D'OESTE;municipio;63.0;16.0;18.0;42.0;45.0;11.0;11.0;377.0;424.0;;;media
SP;SÃO FRANCISCO;municipio;60.0;;;38.0;43.0;17.0;19.0;363.0;397.0;;;media
SP;SÃO JOÃO DAS DUAS PONTES;municipio;57.0;;;17.0;17.0;45.0;54.0;134.0;141.0;;;media
SP;TRES FRONTEIRAS;municipio;128.0;12.0;12.0;26.0;26.0;109.0;122.0;724.0;767.0;;;media
SP;TURMALINA;municipio;46.0;15.0;15.0;29.0;30.0;;13.0;200.0;222.0;;;media
SP;URANIA;municipio;162.0;20.0;21.0;73.0;76.0;116.0;138.0;884.0;997.0;;;media
SP;ALTA ARARAQUARENSE OE VOTUPORANGA;microrregiao;998.0;156.0;169.0;404.0;436.0;711.0;829.0;2583.0;2926.0;;;media
SP;ALVARES FLORENCE;municipio;216.0;30.0;31.0;73.0;75.0;181.0;196.0;511.0;579.0;;;media
SP;AMERICO OE CAMPOS;municipio;68.0;17.0;22.0;21.0;27.0;43.0;56.0;296.0;372.0;;;media
SP;CARDOSO;municipio;138.0;26.0;30.0;64.0;69.0;100.0;120.0;216.0;230.0;;;media
SP;COSMO RAMA;municipio;229.0;30.0;30.0;73.0;74.0;176.0;197.0;528.0;607.0;;;media
SP;PONTES GESTAL;municipio;25.0;;;;13.0;22.0;23.0;153.0;194.0;;;media
SP;VALENTIM GENTIL;municipio;39.0;;;21.0;24.0;21.0;29.0;206.0;229.0;;;media
SP;VOTUPORANGA;municipio;283.0;44.0;44.0;144.0;154.0;168.0;208.0;673.0;715.0;;;media
SP;DIVISOR TURVO-GRANDE;microrregiao;1384.0;184.0;382.0;823.0;948.0;1065.0;1477.0;555.0;676.0;44.0;46.0;media
SP;ALTAIR;municipio;100.0;14.0;16.0;59.0;64.0;79.0;105.0;50.0;60.0;;;media
SP;GUARACI;municipio;113.0;18.0;24.0;61.0;76.0;100.0;150.0;46.0;61.0;;;media
SP;ICEM;municipio;55.0;12.0;19.0;49.0;58.0;31.0;49.0;28.0;32.0;;;media
SP;OLIMPIA;municipio;572.0;73.0;210.0;330.0;387.0;472.0;667.0;183.0;249.0;;;media
SP;ORINOIUVA;municipio;138.0;18.0;45.0;106.0;122.0;86.0;110.0;77.0;81.0;43.0;45.0;media
SP;PAULO OE FARIA;municipio;225.0;24.0;40.0;172.0;192.0;137.0;190.0;85.0;94.0;;;media
SP;RIOLANOIA;municipio;181.0;25.0;28.0;46.0;49.0;160.0;206.0;86.0;99.0;;;media
SP;MEDI O SÃO JOSE DOS DOURADOS;microrregiao;670.0;80.0;90.0;270.0;297.0;467.0;579.0;1221.0;1441.0;13.0;13.0;media
SP;AURIFLAMA;municipio;127.0;20.0;21.0;71.0;75.0;61.0;75.0;303.0;352.0;;;media
SP;FLOREAL;municipio;46.0;;;16.0;19.0;41.0;55.0;147.0;177.0;;;media
SP;GASTÃO VIDIGAL;municipio;67.0;12.0;14.0;28.0;29.0;48.0;61.0;90.0;105.0;;;media
SP;GENERAL SALGADO;municipio;263.0;17.0;18.0;119.0;132.0;165.0;211.0;368.0;417.0;;;media
SP;DIVISOR SÃO .JOSE DOURAOOS-TIETE;microrregiao;1553.0;198.0;264.0;403.0;;444.0;352.0;730.0;2492.0;3093.0;17.0;media
SP;ADOLFO;municipio;31.0;13.0;30.0;17.0;;19.0;23.0;45.0;47.0;63.0;;media
SP;JOSE BONIFACIO;municipio;340.0;23.0;26.0;102.0;;116.0;309.0;415.0;340.0;449.0;;media
SP;MACAUBAL;municipio;125.0;12.0;12.0;;;;115.0;138.0;306.0;403.0;;media
SP;MENDONÇA;municipio;94.0;11.0;11.0;16.0;;17.0;89.0;110.0;204.0;294.0;;media
SP;MONÇÕES;municipio;37.0;;10.0;;;;32.0;47.0;76.0;91.0;;media
SP;MONTE APRAZ( VEL;municipio;263.0;37.0;50.0;89.0;;97.0;207.0;246.0;506.0;606.0;;media
SP;NEVES PAULISTA;municipio;139.0;17.0;19.0;46.0;;50.0;103.0;127.0;213.0;266.0;;media
SP;NHANDEARA;municipio;142.0;16.0;17.0;30.0;;34.0;130.0;165.0;274.0;297.0;;media
SP;NIPOÂ;municipio;49.0;13.0;17.0;11.0;;11.0;41.0;50.0;96.0;126.0;;media
SP;PLANALTO;municipio;136.0;23.0;24.0;41.0;;47.0;120.0;147.0;108.0;123.0;;media
SP;POLONI;municipio;69.0;11.0;13.0;16.0;;16.0;60.0;73.0;111.0;122.0;;media
SP;SEBASTIANOPOLIS DO SUL;municipio;76.0;;19.0;11.0;;12.0;74.0;96.0;142.0;164.0;;media
SP;UNIÃO PAULISTA;municipio;52.0;;16.0;12.0;;12.0;49.0;71.0;69.0;89.0;;media
SP;SÃO JOSE DO RIO PRETO;microrregiao;2634.0;303.0;414.0;1106.0;;1209.0;1977.0;2491.0;3362.0;4045.0;26.0;media
SP;BADV BASSITT;municipio;78.0;;;28.0;;32.0;68.0;78.0;99.0;132.0;;media
SP;BALSAMO;municipio;73.0;13.0;13.0;26.0;;26.0;44.0;56.0;83.0;95.0;;media
SP;CEDRAL;municipio;153.0;17.0;18.0;48.0;;48.0;133.0;161.0;287.0;363.0;;media
SP;GUAPIAÇU;municipio;177.0;15.0;17.0;43.0;;47.0;161.0;208.0;77.0;90.0;;media
SP;IBIRA;municipio;132.0;27.0;51.0;71.0;;96.0;64.0;119.0;146.0;225.0;;media
SP;JACI;municipio;93.0;15.0;17.0;41.0;;47.0;65.0;90.0;159.0;212.0;;media
SP;MIRASSOL;municipio;140.0;19.0;24.0;46.0;;52.0;124.0;153.0;209.0;260.0;;media
SP;MIRASSOLANDIA;municipio;99.0;;;21.0;;22.0;89.0;102.0;191.0;201.0;;media
SP;NOVA ALIANÇA;municipio;110.0;;;15.0;;16.0;103.0;125.0;162.0;205.0;;media
SP;NOVA GRANADA;municipio;305.0;23.0;28.0;241.0;;254.0;175.0;233.0;271.0;305.0;;media
SP;ONDA VERDE;municipio;69.0;;17.0;50.0;;57.0;55.0;87.0;40.0;47.0;;media
SP;PALESTINA;municipio;326.0;32.0;34.0;188.0;;198.0;198.0;244.0;338.0;382.0;11.0;media
SP;POT I RENDABA;municipio;199.0;12.0;13.0;30.0;;31.0;190.0;221.0;292.0;390.0;;media
SP;SÃO JOSE;municipio;303.0;33.0;40.0;124.0;;139.0;223.0;267.0;229.0;251.0;;media
SP;TANABI;municipio;288.0;37.0;40.0;100.0;;102.0;241.0;289.0;615.0;676.0;;media
SP;UCHOA;municipio;89.0;35.0;81.0;34.0;;42.0;44.0;58.0;164.0;211.0;;media
SP;MEDIA ARARAOUARENSE;microrregiao;2773.0;460.0;942.0;1086.0;;1247.0;2288.0;3346.0;2022.0;2939.0;;media
SP;ARIRANHA;municipio;101.0;23.0;32.0;69.0;;93.0;70.0;87.0;44.0;63.0;;media
SP;CAJOBI;municipio;202.0;36.0;53.0;88.0;;105.0;176.0;271.0;40.0;55.0;;media
SP;CATANDUVA;municipio;157.0;63.0;132.0;84.0;;93.0;70.0;104.0;72.0;98.0;;media
SP;CATIGUA;municipio;63.0;25.0;109.0;19.0;;39.0;57.0;120.0;20.0;26.0;;media
SP;IRAPUÃ;municipio;118.0;;10.0;29.0;;32.0;109.0;144.0;143.0;192.0;;media
SP;ITAJOBI;municipio;554.0;45.0;56.0;245.0;;267.0;473.0;612.0;420.0;625.0;;media
SP;NOVO HORIZONTE;municipio;381.0;45.0;67.0;147.0;;155.0;308.0;388.0;384.0;4.0;;media
SP;PALMARES PAULISTA;municipio;34.0;30.0;103.0;11.0;;12.0;;;12.0;16.0;;media
SP;PARAISO;municipio;153.0;19.0;34.0;106.0;;119.0;127.0;219.0;55.0;90.0;;media
SP;PINDORAMA;municipio;60.0;44.0;107.0;20.0;;24.0;16.0;29.0;72.0;101.0;;media
SP;SALES;municipio;69.0;12.0;13.0;27.0;;28.0;53.0;80.0;84.0;139.0;;media
SP;SANTA ADELIA;municipio;245.0;33.0;97.0;42.0;;51.0;212.0;281.0;72.0;87.0;;media
SP;SEVERINIA;municipio;101.0;22.0;55.0;42.0;;50.0;92.0;121.0;23.0;34.0;;media
SP;TABAPUÃ;municipio;306.0;39.0;55.0;96.0;;116.0;295.0;591.0;140.0;196.0;;media
SP;URUPES;municipio;249.0;17.0;19.0;61.0;;63.0;228.0;294.0;411.0;723.0;;media
SP;CAMPINAS E RIBEIRÃO PRETO;mesorregiao;243166989.0;1627614563.0;1834214815.0;22778.0;12630.0;;17613.0;144.0;169.0;;;media
SP;BARRETOS;microrregiao;1249330.0;550871.0;1015711.0;1258.0;;463.0;573.0;;;;;media
SP;BARRETOS;municipio;44767.0;386208.0;301.0;311.0;376.0;;;;;;;media
SP;COLINA;municipio;17260.0;9870.0;85137.0;348.0;;44.0;64.0;;;;;media
SP;COLOMBIA;municipio;14633.0;727311.0;91126.0;189.0;;40.0;47.0;;;;;media
SP;GUAIRA;municipio;360133.0;235307.0;370141.0;253.0;;50.0;57.0;;;;;media
SP;JABORANDI;municipio;12437.0;44713.0;8399.0;167.0;;18.0;29.0;;;;;media
SP;ALTA MOGIANA;microrregiao;1967553.0;11901597.0;1890190.0;1834.0;;978.0;1194.0;21.0;23.0;;;media
SP;ARAMINA;municipio;4615.0;4021.0;2839.0;67.0;;42.0;48.0;;;;;media
SP;BURITIZAL;municipio;12717.0;2193.0;10164.0;79.0;;146.0;173.0;;;;;media
SP;GUARA;municipio;21352.0;72178.0;204124.0;190.0;;62.0;74.0;;;;;media
SP;IGARAPAVA;municipio;17037.0;92126.0;15299.0;157.0;;159.0;188.0;;;;;media
SP;IPUÃ;municipio;19038.0;80158.0;189139.0;211.0;;43.0;63.0;;;;;media
SP;ITUVERAVA;municipio;397105.0;129333.0;383221.0;309.0;;220.0;262.0;;;;;media
SP;MIGUELOPOLI S;municipio;380109.0;180314.0;338304.0;431.0;;76.0;82.0;;;;;media
SP;MORRO AGUDO;municipio;267110.0;277234.0;302101.0;174.0;;105.0;130.0;12.0;13.0;;;media
SP;ORLANDIA;municipio;7228.0;11755.0;7645.0;94.0;;57.0;87.0;;;;;media
SP;SÃO JOAQUIM DA BARRA;municipio;10542.0;18285.0;11754.0;122.0;;68.0;87.0;;;;;media
SP;SERRA DE .JABOT I CABAL;microrregiao;3799676.0;20742016.0;26402966.0;4713.0;;790.0;1111.0;;;;;media
SP;BEBEDOURO;municipio;41481.0;139213.0;255321.0;601.0;;62.0;86.0;;;;;media
SP;CANDIDO RODRIGUES;municipio;133.0;1158.0;65116.0;139.0;;29.0;35.0;;;;;media
SP;FERNANDO PRESTES;municipio;22712.0;12.0;222.0;254.0;;83.0;105.0;;;;;media
SP;GUARIBA;municipio;3721.0;35525.0;10019.0;76.0;;40.0;58.0;;;;;media
SP;.JABOTICABAL;municipio;342136.0;633305.0;573210.0;419.0;;90.0;131.0;;;;;media
SP;MONTE ALTO;municipio;557101.0;118344.0;374361.0;489.0;;92.0;125.0;;;;;media
SP;MONTE AZUL PAULISTA;municipio;26643.0;60107.0;125251.0;535.0;;75.0;124.0;;;;;media
SP;PI RANGI;municipio;29523.0;47116.0;126286.0;396.0;;51.0;70.0;;;;;media
SP;PITANGUEIRAS;municipio;23851.0;279183.0;260166.0;421.0;;49.0;69.0;;;;;media
SP;SANTA ERNESTINA;municipio;27.0;4123.0;25.0;;;;3.0;;;;;media
SP;TAIAÇU;municipio;13423.0;3867.0;78115.0;182.0;;50.0;82.0;;;;;media
SP;TAIUYA;municipio;16230.0;4163.0;71149.0;193.0;;41.0;60.0;;;;;media
SP;TAOUARITINGA;municipio;657106.0;176291.0;333574.0;781.0;;67.0;73.0;;;;;media
SP;TERRA ROXA;municipio;15114.0;1991.0;105135.0;177.0;;;;;;;;media
SP;VIRAOOURO;municipio;83.0;1354.0;6137.0;45.0;;;;;;;;media
SP;VISTA ALEGRE;municipio;7613.0;9270.0;83.0;;;49.0;77.0;;;;;media
SP;RIBEIRÃO PRETO;microrregiao;1732579.0;27341269.0;1946848.0;1757.0;;976.0;1391.0;12.0;16.0;;;media
SP;BARRINHA;municipio;2113.0;1918.0;22.0;3.0;;11.0;11.0;;;;;media
SP;CRAVINHOS;municipio;11854.0;11886.0;11875.0;147.0;;65.0;110.0;;;;;media
SP;DUMONT;municipio;6748.0;15258.0;8512.0;24.0;;;;;;;;media
SP;JARDINDPOLIS;municipio;15168.0;133122.0;15781.0;148.0;;79.0;120.0;;;;;media
SP;LUIS ANTONIO;municipio;3413.0;6423.0;3720.0;47.0;;27.0;54.0;;;;;media
SP;PONTAL;municipio;6242.0;31050.0;14832.0;104.0;;3.0;;;;;;media
SP;PRAOOPOLIS;municipio;169.0;40012.0;101.0;111.0;;;8.0;;;;;media
SP;RIBEIRÃO PRETO;municipio;430110.0;366313.0;442131.0;254.0;;147.0;191.0;;2.0;;;media
SP;SALES OLIVEIRA;municipio;14940.0;58128.0;142102.0;164.0;;87.0;124.0;;;;;media
SP;SANTA RITA DO PASSA QUATRO;municipio;33043.0;134212.0;240254.0;409.0;;200.0;255.0;2.0;2.0;;;media
SP;SANTA ROSA DE VITERBO;municipio;7612.0;11832.0;5061.0;84.0;;138.0;209.0;;;;;media
SP;SÃO SIMÃO;municipio;9116.0;2181.0;9013.0;21.0;;104.0;152.0;;;;;media
SP;SERRA AZUL;municipio;4315.0;7431.0;622.0;38.0;54.0;;;;;;;media
SP;SERRANA;municipio;2517.0;27820.0;6810.0;67.0;;16.0;26.0;;;;;media
SP;SERTÂOZINHO;municipio;11979.0;983.0;20030.0;136.0;;50.0;70.0;;;;;media
SP;ARARAQUARA;microrregiao;804.0;1793.0;2206.0;;2735.0;2970.0;4694.0;2161.0;3183.0;;7.0;media
