_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;val_9;val_10;val_11;confianca
MG;POÇO FUNDO;mesorregiao;;144.0;13.0;14.0;114.0;115.0;51.0;75.0;;;;baixa
MG;POUSO ALEGRE;mesorregiao;;202.0;28.0;29.0;165.0;173.0;35.0;45.0;;;;baixa
MG;SANTA RITA DO SAPUCAI;mesorregiao;;217.0;28.0;31.0;201.0;248.0;54.0;75.0;;;;baixa
MG;SÃO BENTO ABADE;mesorregiao;;17.0;2.0;;14.0;15.0;;;;;;baixa
MG;SÃO GONÇALO DO SAPUCAI;mesorregiao;;137.0;64.0;76.0;94.0;106.0;21.0;47.0;;;;baixa
MG;SÃO JOÃO DA MATA;mesorregiao;;31.0;2.0;2.0;13.0;14.0;19.0;20.0;;;;baixa
MG;SÃO JOSE DO ALEGRE;mesorregiao;;18.0;;18.0;11.0;12.0;;;;;;baixa
MG;SÃO LOURENÇO;mesorregiao;;14.0;;;11.0;13.0;;;;;;baixa
MG;SÃO SEBASTIÃO DA BELA VISTA;mesorregiao;144.0;13.0;13.0;122.0;127.0;66.0;84.0;129.0;;;;baixa
MG;SENADOR JOSE BENTO;mesorregiao;;45.0;;;36.0;37.0;;;;;;baixa
MG;SILVIANOPOLIS;mesorregiao;;75.0;15.0;15.0;43.0;45.0;31.0;43.0;;;;baixa
MG;SOLEDADE DE MI NAS;mesorregiao;;31.0;2.0;;30.0;32.0;;;;;;baixa
MG;TRES CORAÇÕES;mesorregiao;;332.0;68.0;72.0;272.0;300.0;115.0;150.0;;;;baixa
MG;TURVOLANDIA;mesorregiao;;100.0;11.0;12.0;66.0;67.0;49.0;67.0;;;;baixa
MG;ALTO RIO GRANDE;mesorregiao;;736.0;210.0;242.0;1531.0;1650.0;342.0;449.0;;;;baixa
MG;AIURUOCA;mesorregiao;;146.0;;;137.0;141.0;17.0;18.0;;;;baixa
MG;ALAGOA;mesorregiao;;11.0;2.0;;;;;;;;;baixa
MG;ANDRE LAND IA;mesorregiao;;91.0;;;84.0;85.0;17.0;22.0;;;;baixa
MG;ARANTINA;mesorregiao;;;;;2.0;2.0;;2.0;;;;baixa
MG;BAEPENDI;mesorregiao;;150.0;;21.0;137.0;138.0;14.0;18.0;;;;baixa
MG;BOCAINA DE MINAS;mesorregiao;;37.0;;;34.0;36.0;;;;;;baixa
MG;BOM JARDIM DE MINAS;mesorregiao;;22.0;;;15.0;16.0;;;;;;baixa
MG;CARRANCAS;mesorregiao;;101.0;;10.0;96.0;106.0;11.0;21.0;;;;baixa
MG;CARVALHOS;mesorregiao;;31.0;;;29.0;30.0;;;;;;baixa
MG;CRUZILIA;mesorregiao;;101.0;13.0;14.0;85.0;92.0;30.0;42.0;;;;baixa
MG;IJACI;mesorregiao;;80.0;10.0;11.0;67.0;72.0;28.0;33.0;;;;baixa
MG;INGAI;mesorregiao;;87.0;;;80.0;90.0;34.0;41.0;;;;baixa
MG;ITUMIRIM;mesorregiao;;68.0;7.0;;64.0;77.0;;3.0;;;;baixa
MG;ITUTINGA;mesorregiao;;92.0;7.0;;84.0;88.0;18.0;23.0;;;;baixa
MG;LAVRAS;mesorregiao;;340.0;44.0;56.0;307.0;342.0;81.0;104.0;;;;baixa
MG;LIBERDADE;mesorregiao;;50.0;;;;50.0;;;;;;baixa
MG;LUMINARIAS;mesorregiao;;72.0;26.0;31.0;52.0;59.0;16.0;21.0;;;;baixa
MG;MADRE DE DEUS DE MINAS;mesorregiao;;68.0;10.0;15.0;58.0;63.0;15.0;19.0;;;;baixa
MG;MINDURI;mesorregiao;;37.0;8.0;;30.0;30.0;;16.0;;;;baixa
MG;PASSA VINTE;municipio;;10.0;;;10.0;10.0;;;;;;baixa
MG;PIEDADE DO RIO GRANDE;municipio;;24.0;;;16.0;19.0;;12.0;;;;baixa
MG;SANTANA DO GARAMBEU;municipio;;;;;;;;;;;;baixa
MG;SÃO TOME DAS LETRAS;municipio;;35.0;12.0;13.0;24.0;25.0;11.0;22.0;;;;baixa
MG;SÃO VICENTE DE MINAS;municipio;;49.0;;;36.0;37.0;12.0;14.0;;;;baixa
MG;SERITINGA;municipio;;;;;;;;;;;;baixa
MG;SERRANOS;municipio;;23.0;;;23.0;25.0;;;;;;baixa
MG;ALTA MANTIQUEIRA;microrregiao;;2070.0;285.0;333.0;1527.0;1641.0;545.0;646.0;;;;baixa
MG;BRAZOPOLIS;municipio;;149.0;;;127.0;135.0;23.0;29.0;;;;baixa
MG;BUENO BRANDÃO;municipio;;146.0;14.0;14.0;119.0;126.0;33.0;35.0;;;;baixa
MG;CAMANDUCAIA;municipio;;178.0;21.0;30.0;121.0;132.0;65.0;77.0;;;;baixa
MG;CAMBUI;municipio;;183.0;;;107.0;116.0;87.0;89.0;;;;baixa
MG;CONSOLAÇÃO;municipio;;11.0;;;;12.0;2.0;;;;;baixa
MG;CORREGO DO BOM JESUS;municipio;;57.0;;;50.0;55.0;11.0;11.0;;;;baixa
MG;CRISTINA;municipio;;121.0;14.0;15.0;112.0;121.0;13.0;20.0;;;;baixa
MG;DELFIM MOREIRA;municipio;;84.0;21.0;23.0;70.0;75.0;;14.0;;;;baixa
MG;DOM VIÇOSO;municipio;;36.0;14.0;15.0;22.0;22.0;;;;;;baixa
MG;EXTREMA;municipio;;146.0;;;89.0;95.0;76.0;84.0;;;;baixa
MG;GONÇALVES;municipio;;32.0;10.0;12.0;16.0;18.0;12.0;14.0;;;;baixa
MG;ITAJUBA;municipio;;121.0;33.0;39.0;94.0;99.0;5.0;7.0;;;;baixa
MG;ITAMONTE;municipio;;58.0;;11.0;50.0;54.0;;;;;;baixa
MG;ITANHANDU;municipio;;31.0;;11.0;22.0;24.0;;;;;;baixa
MG;ITAPEVA;municipio;;59.0;;;30.0;30.0;36.0;39.0;;;;baixa
MG;MARIA DA FE;municipio;;149.0;20.0;21.0;132.0;140.0;18.0;21.0;;;;baixa
MG;MARMELOPOLI S;municipio;;31.0;;11.0;22.0;24.0;;;;;;baixa
MG;MUNHOZ;municipio;;79.0;;;19.0;20.0;75.0;92.0;;;;baixa
MG;PARAISOPOLIS;municipio;;51.0;;10.0;46.0;50.0;;;;;;baixa
MG;PASSA QUATRO;municipio;;94.0;13.0;17.0;83.0;93.0;;;;;;baixa
MG;PIRANGUÇU;municipio;;63.0;;;47.0;50.0;18.0;18.0;;;;baixa
MG;POUSO ALTO;municipio;;42.0;;;34.0;38.0;10.0;17.0;;;;baixa
MG;SÃO SEBASTIÃO DO RIO VERDE;municipio;4.0;33.0;45.0;;;;;;;;;baixa
MG;SAPUCAI-MIRIM;municipio;;30.0;;;26.0;28.0;;;;;;baixa
MG;TOLEDO;municipio;;60.0;21.0;22.0;34.0;36.0;28.0;39.0;;;;baixa
MG;VIRGINIA;municipio;;36.0;13.0;16.0;25.0;26.0;;3.0;;;;baixa
MG;WENCESLAU BRAZ;municipio;;19.0;;;17.0;18.0;;;;;;baixa
MG;CENTRO-LESTE MINEIRO;mesorregiao;;7727.0;1510.0;1751.0;6336.0;6932.0;927.0;1204.0;;;;baixa
MG;CALCARIOS OE SETE LAGOAS;microrregiao;;1100.0;261.0;300.0;886.0;983.0;135.0;204.0;;;;baixa
MG;ARAÇAI;municipio;;25.0;;;18.0;20.0;10.0;14.0;;;;baixa
MG;BALDIM;municipio;;81.0;29.0;31.0;62.0;68.0;;;;;;baixa
MG;CACHOEIRA DA PRATA;municipio;;16.0;;;16.0;18.0;;;;;;baixa
MG;CAETANOPOLIS;municipio;;16.0;;;13.0;13.0;;;;;;baixa
MG;CORO;municipio;;113.0;21.0;28.0;95.0;105.0;20.0;29.0;;;;baixa
MG;FORTUNA DE MINAS;municipio;;62.0;10.0;11.0;59.0;68.0;;;;;;baixa
MG;FUNILANDIA;municipio;;55.0;10.0;11.0;46.0;51.0;14.0;23.0;;;;baixa
MG;INHAUMA;municipio;;44.0;;;36.0;37.0;;;;;;baixa
MG;JABOTI CATUBAS;municipio;;220.0;60.0;63.0;180.0;188.0;21.0;30.0;;;;baixa
MG;JEQUITIBA;municipio;;58.0;13.0;13.0;44.0;45.0;;;;;;baixa
MG;MARAV;municipio;;50.0;2.0;;47.0;48.0;;;;;;baixa
MG;PAPAGAIOS;municipio;;53.0;14.0;18.0;45.0;47.0;;;;;;baixa
MG;PARAOPEBA;municipio;;63.0;34.0;38.0;29.0;32.0;;;;;;baixa
MG;PEQUI;municipio;;25.0;;;22.0;24.0;;;;;;baixa
MG;SANTANA DE PIRAPAMA;municipio;;103.0;12.0;14.0;91.0;95.0;;;;;;baixa
MG;SANTANA DO RIACHO;municipio;;;2.0;3.0;2.0;2.0;;;;;;baixa
MG;SETE LAGOAS;municipio;;108.0;33.0;46.0;81.0;122.0;30.0;52.0;;;;baixa
MG;SIDERURGICA;microrregiao;;;;1346.0;190.0;2691208.0;;1298.0;;;;baixa
MG;ANTONIO DIAS;municipio;;;;70.0;;66.0;;70.0;;;;baixa
MG;BARÃO OE COCAIS;municipio;62.0;11.0;1154.0;57.0;;;;;;;;baixa
MG;BELA VISTA OE MINAS;municipio;14.0;13.0;14.0;;;;;;;;;baixa
MG;BOM .JESUS DO AMPARO;municipio;51.0;11.0;1544.0;45.0;14.0;;;;;;;baixa
MG;CONCEIÇÃO DO MATO DENTRO;municipio;107.0;18.0;2295.0;106.0;19.0;24.0;72.0;93.0;;;;baixa
MG;CONGONHAS DO NORTE;municipio;10.0;17.0;21.0;;;;;;;;;baixa
MG;CORONEL FABRICIANO;municipio;;;;36.0;;1129.0;;30.0;;;;baixa
MG;DIONISIO;municipio;;;;24.0;;24.0;;26.0;;;;baixa
MG;FERROS;municipio;;;;57.0;11.0;1446.0;;48.0;;;;baixa
MG;IPATINGA;municipio;;;;45.0;11.0;1239.0;;41.0;;;;baixa
MG;ITABIRA;municipio;;;;162.0;22.0;48143.0;;148.0;;;;baixa
MG;ITAMBE DO MATO DENTRO;municipio;;;;;;;;;;;;baixa
MG;JAGUARAÇU;municipio;;;;18.0;;13.0;;13.0;;;;baixa
MG;.JOÃO MONLEVADE;municipio;;;;20.0;;18.0;;18.0;;;;baixa
MG;MARLIERIA;municipio;;;;31.0;;24.0;;24.0;;;;baixa
MG;MORRO DO PI LAR;municipio;;;;;;;;;;;;baixa
MG;NOVA ERA;municipio;;;;51.0;;47.0;;55.0;;;;baixa
MG;PASSABEM;municipio;;;;29.0;;29.0;;34.0;;;;baixa
MG;RIO PIRACICABA;municipio;;;;70.0;;66.0;;72.0;;;;baixa
MG;SANTA BARBARA;municipio;;;;80.0;14.0;3271.0;;90.0;;;;baixa
MG;SANTA MARIA OE ITABIRA;municipio;164.0;160.0;165.0;10.0;12.0;24.0;31.0;;;;;baixa
MG;SANTO ANTONIO DO RIO ABAIXO;municipio;;;;;;;;;;;;baixa
MG;SÃO DOMINGOS DO PRATA;municipio;133.0;15.0;19122.0;133.0;3.0;127.0;147.0;;;;;baixa
MG;SÃO GONÇALO DO R;municipio;62.0;13.0;1454.0;56.0;10.0;15.0;;;;;;baixa
MG;SÃO .JOSE;municipio;16.0;3.0;14.0;16.0;10.0;103.0;116.0;;;;;baixa
MG;SÃO SEBASTIÃO DO RIO PRETO;municipio;;;;;;;;;;;;baixa
MG;TIMOTEO;municipio;;;;17.0;;13.0;;13.0;;;;baixa
MG;OIVINOPOLIS;microrregiao;;;;1115.0;275.0;303905.0;;972.0;;;;baixa
MG;CARMO;municipio;134.0;14.0;18127.0;135.0;14.0;15.0;411.0;531.0;;;;baixa
MG;DIVINOPOLIS;municipio;;;;238.0;28.0;28210.0;;220.0;;;;baixa
MG;FLORESTAL;municipio;;;;109.0;26.0;3096.0;;115.0;;;;baixa
MG;IGARAPE;municipio;;;;101.0;25.0;2581.0;;85.0;;;;baixa
MG;IGARATINGA;municipio;;;;87.0;13.0;1480.0;;85.0;;;;baixa
MG;ITAUNA;municipio;;;;140.0;77.0;8369.0;;72.0;;;;baixa
MG;MATEUS LEME;municipio;;;;117.0;52.0;5785.0;;95.0;;;;baixa
MG;ONÇA DE PITANGUI;municipio;;;;32.0;;26.0;;27.0;;;;baixa
MG;PARA DE MINAS;municipio;;;;110.0;26.0;3192.0;;96.0;;;;baixa
MG;SÃO GONÇALO DO PARA;municipio;14.0;11.0;11.0;56.0;69.0;;;;;;;baixa
MG;SÃO .JOSE DA VARGINHA;municipio;33.0;1128.0;31.0;121.0;178.0;;;;;;;baixa
MG;ESPINHAÇO MERIDIONAL;microrregiao;;;;977.0;231.0;265706.0;;755.0;;;;baixa
MG;ALVINOPOLIS;municipio;;;;108.0;28.0;3375.0;;78.0;;;;baixa
MG;BELO YALE;municipio;;;;57.0;;40.0;;46.0;;;;baixa
MG;BONFIM;municipio;;;;53.0;;730.0;;31.0;;;;baixa
MG;BRUMADI NHO;municipio;;;;74.0;17.0;1957.0;;57.0;;;;baixa
MG;CASA GRANDE;municipio;;;;12.0;;;;;;;;baixa
MG;CATAS ALTAS DA NORUEGA;municipio;25.0;10.0;1020.0;21.0;34.0;41.0;;;;;;baixa
MG;CONGONHAS;municipio;;;;30.0;;26.0;;27.0;;;;baixa
MG;CONSELHEIRO LAFAIETE;municipio;161.0;18.0;24142.0;31.0;34.0;122.0;147.0;;;;;baixa
MG;CRISTIANO OTONI;municipio;23.0;1015.0;15.0;44.0;52.0;;;;;;;baixa
MG;-CRUCILANDIA;municipio;;;;15.0;6.0;10.0;;10.0;;;;baixa
MG;ITABIRITO;municipio;;;;56.0;24.0;2532.0;;35.0;;;;baixa
MG;ITATIAIUÇU;municipio;;;;26.0;13.0;1313.0;;13.0;;;;baixa
MG;ITAYERAYA;municipio;;;;62.0;20.0;2542.0;;46.0;;;;baixa
MG;JECEABA;municipio;;;;32.0;;26.0;;27.0;;;;baixa
MG;MARIANA;municipio;18.0;;15.0;17.0;;;33.0;36.0;;;;baixa
MG;MOEDA;municipio;46.0;18.0;1916.0;16.0;16.0;18.0;29.0;30.0;;;;baixa
MG;OURO BRANCO;municipio;24.0;;21.0;23.0;;;10.0;10.0;;;;baixa
MG;OURO PRETO;municipio;61.0;16.0;2047.0;55.0;;;19.0;28.0;;;;baixa
MG;PIEDADE DOS GERAIS;municipio;15.0;;12.0;13.0;;;192.0;207.0;;;;baixa
MG;QUELUZITA;municipio;;;;;;;43.0;47.0;;;;baixa
MG;RIO MANSO;municipio;15.0;;12.0;13.0;;;182.0;204.0;;;;baixa
MG;SANTANA DOS MONTES;municipio;29.0;;23.0;25.0;;;138.0;163.0;;;;baixa
MG;SÃO BRAS DO SUAÇU l;municipio;26.0;;20.0;23.0;;;27.0;30.0;;;;baixa
MG;CAMPOS DA MANTIQUEIRA;microrregiao;2079.0;400.0;4331693.0;1845.0;279.0;344.0;3012.0;3655.0;;;;baixa
MG;ANTONIO CARLOS;municipio;105.0;22.0;2389.0;107.0;12.0;15.0;131.0;216.0;;;;baixa
MG;BARBACENA;municipio;474.0;127.0;139390.0;430.0;22.0;29.0;219.0;298.0;;;;baixa
MG;BARROSO;municipio;25.0;;21.0;22.0;;;33.0;37.0;;;;baixa
MG;CAPELA NOVA;municipio;;;;;;;120.0;145.0;;;;baixa
MG;CARANAIBA;municipio;17.0;;12.0;13.0;;;57.0;62.0;;;;baixa
MG;CARANDAI;municipio;181.0;48.0;63140.0;158.0;51.0;72.0;140.0;163.0;;;;baixa
MG;CASSITERITA;municipio;44.0;;43.0;46.0;;;79.0;96.0;;;;baixa
MG;CORONEL XAVIER CHAVES;municipio;43.0;;37.0;39.0;;13.0;69.0;78.0;;;;baixa
MG;DESTERRO DE ENTRE RIOS;municipio;40.0;;11.0;11.0;26.0;26.0;183.0;188.0;;;;baixa
MG;DESTERRO DO MELO;municipio;20.0;;16.0;20.0;;;51.0;54.0;;;;baixa
MG;DORES DE CAMPOS;municipio;25.0;;21.0;23.0;;;16.0;18.0;;;;baixa
MG;ENTRE RIOS DE MINAS;municipio;77.0;;66.0;71.0;11.0;16.0;133.0;173.0;;;;baixa
MG;IBERTIOGA;municipio;64.0;;51.0;53.0;13.0;15.0;149.0;227.0;;;;baixa
MG;LAGOA DOURADA;municipio;92.0;29.0;2960.0;66.0;24.0;25.0;131.0;149.0;;;;baixa
MG;NAZARENO;municipio;80.0;12.0;1270.0;81.0;18.0;21.0;104.0;132.0;;;;baixa
MG;PRADOS;municipio;57.0;21.0;2343.0;46.0;;;87.0;104.0;;;;baixa
MG;RESENDE COSTA;municipio;167.0;18.0;18144.0;157.0;14.0;15.0;245.0;265.0;;;;baixa
MG;RESSAQUINHA;municipio;102.0;28.0;2881.0;85.0;;;130.0;166.0;;;;baixa
MG;RITAPOLIS;municipio;38.0;;28.0;31.0;;;79.0;94.0;;;;baixa
MG;SANTA BARBARA DO TUGURIO;municipio;32.0;;229.0;30.0;2.0;;24.0;32.0;;;;baixa
MG;SÃO JOÃO DEL REI;municipio;208.0;32.0;32177.0;186.0;35.0;47.0;314.0;356.0;;;;baixa
MG;SÃO TIAGO;municipio;126.0;10.0;10106.0;110.0;11.0;12.0;258.0;295.0;;;;baixa
MG;SENHORA DOS REMEDI OS;municipio;39.0;;238.0;39.0;;;220.0;261.0;;;;baixa
MG;TIRADENTES;municipio;21.0;;20.0;21.0;;;40.0;46.0;;;;baixa
MG;JUIZ DE FORA;microrregiao;1110.0;153.0;181938.0;79.0;149.0;210.0;3288.0;4950.0;;;;baixa
MG;ARACITABA;municipio;;;;;;;71.0;88.0;;;;baixa
MG;BELMIRO BRAGA;municipio;47.0;;37.0;48.0;11.0;13.0;117.0;257.0;;;;baixa
MG;BIAS FORTES;municipio;;;;;;;116.0;129.0;;;;baixa
MG;BICAS;municipio;47.0;;41.0;44.0;;;91.0;156.0;;;;baixa
MG;CHACARA;municipio;28.0;;22.0;25.0;;;112.0;171.0;;;;baixa
MG;CHIADOR;municipio;21.0;;1016.0;21.0;2.0;;120.0;174.0;;;;baixa
MG;CORONEL PACHECO;municipio;33.0;;31.0;72.0;;;32.0;72.0;;;;baixa
MG;DESCOBERTO;municipio;47.0;;1045.0;50.0;;;180.0;242.0;;;;baixa
MG;EWBANK DA CAMARA;municipio;23.0;;19.0;19.0;;;42.0;64.0;;;;baixa
MG;GUARARA;municipio;10.0;;;;;;74.0;130.0;;;;baixa
MG;JUIZ DE FORA;municipio;181.0;26.0;29148.0;163.0;27.0;40.0;445.0;661.0;;;;baixa
MG;LIMA DUARTE;municipio;73.0;;66.0;74.0;;12.0;194.0;282.0;;;;baixa
MG;MAR DE ESPANHA;municipio;68.0;;56.0;61.0;;10.0;212.0;290.0;;;;baixa
MG;MARIPA DE MINAS;municipio;23.0;;20.0;22.0;;;80.0;158.0;;;;baixa
MG;MATIAS BARBOSA;municipio;50.0;11.0;1644.0;50.0;4.0;;101.0;169.0;;;;baixa
MG;MERCES;municipio;48.0;;36.0;40.0;;;229.0;309.0;;;;baixa
MG;OLARIA;municipio;;;2.0;;;;38.0;48.0;;;;baixa
MG;OLIVEIRA FORTES;municipio;14.0;;10.0;11.0;;;12.0;13.0;;;;baixa
MG;PAIVA;municipio;3.0;;;;;;24.0;28.0;;;;baixa
MG;PEDRO TEIXEIRA;municipio;3.0;;;;;;20.0;22.0;;;;baixa
MG;PEQUERI;municipio;;2.0;;;;;40.0;58.0;;;;baixa
MG;RIO PRETO;municipio;73.0;;68.0;70.0;;13.0;112.0;149.0;;;;baixa
MG;BETIM;municipio;;45.0;24.0;29.0;;22.0;;25.0;;;;baixa
MG;CAETE;municipio;;4.0;27.0;31.0;;94.0;;99.0;;;;baixa
MG;CAPIM BRANCO;municipio;;40.0;;10.0;;32.0;;32.0;;;;baixa
MG;CONTAGEM;municipio;;85.0;10.0;10.0;;76.0;;96.0;;;;baixa
MG;ESMERALDAS;municipio;;204.0;51.0;58.0;;158.0;;202.0;;;;baixa
MG;IBIRITE;municipio;;82.0;58.0;61.0;;29.0;;32.0;;;;baixa
MG;JOSE DE MELO;municipio;;23.0;;;;22.0;;24.0;;;;baixa
MG;LAGOA SANTA;municipio;;88.0;22.0;26.0;;71.0;;76.0;;;;baixa
MG;MATOZINHOS;municipio;33.0;11.0;13.0;31.0;52.0;90.0;;;;;;baixa
MG;NOVA LIMA;municipio;;7.0;;;;;;;;;;baixa
MG;PEDRO LEOPOLDO;municipio;;131.0;38.0;42.0;;102.0;;106.0;;;;baixa
MG;PRUDENTE DE MORAIS;municipio;;25.0;10.0;16.0;;21.0;;24.0;;;;baixa
MG;RIBEIRÃO DAS NEVES;municipio;;55.0;24.0;25.0;;31.0;;33.0;;;;baixa
MG;RIO ACIMA;municipio;;;;;;;;;;;;baixa
MG;SABARA;municipio;;20.0;;;;17.0;;18.0;;;;baixa
MG;SANTA LUZIA;municipio;;51.0;11.0;12.0;;38.0;;39.0;;;;baixa
MG;TAQUARAÇU DE MINAS;municipio;;31.0;17.0;19.0;;14.0;;15.0;;;;baixa
MG;VESPASIANO;municipio;;36.0;14.0;23.0;;25.0;;38.0;;;;baixa
MG;CAMIONETAS, PERUAS, JIPES, ETC;municipio;;;;;;;;;;;;baixa
MS;TOTAIS;total;18397.0;4124.0;5372.0;13139.0;14768.0;977512299.0;14951.0;646.0;894.0;;;alta
MS;ANASTACIO;municipio;347.0;77.0;90.0;171.0;183.0;288349.0;252.0;;;;;alta
MS;BANDEIRANTES;municipio;220.0;23.0;26.0;181.0;211.0;131167.0;45.0;;;;;alta
MS;CORGUINHO;municipio;167.0;32.0;35.0;127.0;138.0;9099.0;45.0;;;;;alta
MS;JARAGUARI;municipio;279.0;29.0;33.0;233.0;251.0;141155.0;89.0;;;;;alta
MS;RIO NEGRO;municipio;48.0;;;27.0;27.0;3033.0;12.0;;;;;alta
MS;ROCHEDO;municipio;226.0;21.0;22.0;188.0;199.0;116124.0;34.0;;;;;alta
MS;TERENOS;municipio;333.0;60.0;69.0;214.0;231.0;225265.0;67.0;;;;;alta
MS;PLANALTO MATOGROSSENSE;mesorregiao;6873.0;1847.0;2501.0;4903.0;5585.0;34974363.0;7920.0;186.0;277.0;;;alta
MS;DOURADOS;microrregiao;4636.0;1332.0;1908.0;3341.0;3886.0;25873204.0;2246.0;52.0;58.0;;;alta
MS;ARAL MOREIRA;municipio;240.0;65.0;81.0;190.0;216.0;100118.0;42.0;;;;;alta
MS;CAARAPO;municipio;483.0;110.0;121.0;370.0;418.0;235308.0;318.0;11.0;12.0;;;alta
MS;OOURADINA;municipio;117.0;41.0;48.0;51.0;53.0;7480.0;115.0;;;;;alta
MS;DOURADOS;municipio;947.0;299.0;360.0;594.0;660.0;574662.0;331.0;;12.0;;;alta
MS;FATIMA DO SUL;municipio;438.0;81.0;86.0;265.0;276.0;184187.0;898.0;;;;;alta
MS;ITAPORÂ;municipio;343.0;108.0;136.0;212.0;238.0;195218.0;178.0;;;;;alta
MS;MARACAJU;municipio;488.0;164.0;212.0;386.0;433.0;298377.0;27.0;;;;;alta
MS;PONTA PORÂ;municipio;598.0;175.0;380.0;497.0;657.0;286405.0;145.0;;;;;alta
MS;RIO BRILHANTE;municipio;498.0;150.0;251.0;374.0;443.0;344445.0;100.0;13.0;14.0;;;alta
MS;SIDROLANDIA;municipio;484.0;139.0;233.0;402.0;492.0;297404.0;92.0;;;;;alta
MS;IGUATEMI;microrregiao;2237.0;515.0;593.0;1562.0;1699.0;9101159.0;5674.0;134.0;219.0;;;alta
MS;AMAMBAI;municipio;452.0;86.0;104.0;319.0;341.0;226278.0;414.0;;;;;alta
MS;ANGELICA;municipio;113.0;46.0;50.0;35.0;40.0;6778.0;466.0;;;;;alta
MS;DEOOAPOLIS;municipio;179.0;50.0;51.0;106.0;109.0;6980.0;701.0;;;;;alta
MS;E LDORADO;municipio;70.0;19.0;22.0;31.0;35.0;4969.0;476.0;12.0;15.0;;;alta
MS;GLORIA DE DOURADOS;municipio;144.0;38.0;42.0;89.0;92.0;4243.0;594.0;;;;;alta
MS;IGUATEMI;municipio;167.0;30.0;31.0;130.0;139.0;6884.0;214.0;;;;;alta
MS;ITAQUIRAI;municipio;117.0;45.0;52.0;97.0;115.0;62102.0;175.0;13.0;15.0;;;alta
MS;IVINHEMA;municipio;326.0;77.0;1011.0;239.0;262.0;81105.0;1052.0;;;;;alta
MS;JATEI;municipio;112.0;25.0;25.0;86.0;93.0;3843.0;185.0;;;;;alta
MS;MUNDO NOVO;municipio;149.0;20.0;21.0;106.0;121.0;4853.0;730.0;;10.0;;;alta
MS;NAVIRAI;municipio;251.0;56.0;70.0;201.0;226.0;111166.0;245.0;85.0;152.0;;;alta
MS;SETE QUEDAS;municipio;98.0;15.0;15.0;78.0;81.0;2429.0;385.0;;;;;alta
MS;TACURU;municipio;59.0;;;45.0;45.0;2529.0;37.0;;;;;alta
MS;PANTANAL;mesorregiao;2467.0;490.0;574.0;1858.0;2078.0;12871684.0;1496.0;276.0;398.0;;;alta
MS;PANTANAIS;microrregiao;1091.0;214.0;260.0;780.0;915.0;609860.0;1185.0;232.0;352.0;;;alta
MS;AQUI OAUANA;municipio;245.0;49.0;56.0;189.0;215.0;146192.0;247.0;20.0;23.0;;;alta
MS;CORUMBA;municipio;389.0;70.0;84.0;236.0;266.0;254360.0;519.0;170.0;259.0;;;alta
MS;LADARIO;municipio;36.0;;;29.0;29.0;1117.0;28.0;;;;;alta
MS;MIRANDA;municipio;197.0;43.0;64.0;148.0;190.0;100144.0;229.0;13.0;25.0;;;alta
MS;"PORTO MUR-f""INHO";municipio;224.0;48.0;52.0;178.0;215.0;98147.0;162.0;29.0;45.0;;;alta
MS;PLANALTO LESTE MATOGROSSENSE;mesorregiao;;6911.0;1450.0;1911.0;4843.0;5421.0;4721.0;4110.0;4531.0;;;alta
MS;ALTO TAQUARI;microrregiao;;1915.0;394.0;522.0;1476.0;1659.0;1215.0;469.0;513.0;;;alta
MS;CAMAPUÂ;municipio;;576.0;93.0;102.0;450.0;490.0;341.0;172.0;183.0;;;alta
MS;COXIM;municipio;;388.0;66.0;72.0;285.0;317.0;243.0;109.0;120.0;;;alta
MS;PEDRO GOMES;municipio;;269.0;59.0;104.0;214.0;268.0;164.0;55.0;59.0;;;alta
MS;RIO VERDE DE MATO GROSSO;municipio;;346.0;61.0;68.0;262.0;282.0;204.0;92.0;105.0;;;alta
MS;SÃO GABRIEL DO OESTE;municipio;;336.0;115.0;176.0;265.0;302.0;263.0;41.0;46.0;;;alta
MS;PARANAIBA;microrregiao;;2513.0;482.0;624.0;1779.0;955.0;532.0;1746.0;1865.0;;;alta
MS;APARECIDA DO TABOADO;municipio;;335.0;25.0;28.0;221.0;229.0;247.0;388.0;413.0;;;alta
MS;CASSILANDIA;municipio;;368.0;99.0;157.0;270.0;329.0;273.0;228.0;244.0;;;alta
MS;COSTA RICA;municipio;;350.0;74.0;102.0;288.0;311.0;146.0;100.0;105.0;;;alta
MS;INOCENCIA;municipio;;351.0;44.0;45.0;236.0;252.0;256.0;210.0;219.0;;;alta
MS;PARANAI BA;municipio;;912.0;184.0;222.0;635.0;688.0;469.0;719.0;771.0;;;alta
MS;SELVIR(A;municipio;;197.0;56.0;70.0;129.0;146.0;141.0;101.0;113.0;;;alta
MS;TRES LAGOAS;microrregiao;;1542.0;349.0;446.0;1018.0;1165.0;1283.0;857.0;998.0;;;alta
MS;AGUA CLARA;municipio;;238.0;72.0;84.0;176.0;201.0;226.0;73.0;84.0;;;alta
MS;BRASILANDIA;municipio;;433.0;102.0;135.0;248.0;278.0;391.0;343.0;393.0;;;alta
MS;RIBAS DO RIO PARDO;municipio;;375.0;51.0;83.0;248.0;294.0;338.0;47.0;51.0;;;alta
MS;TRES LAGOAS;municipio;;496.0;124.0;144.0;346.0;392.0;322.0;394.0;470.0;;;alta
