_uf;_label;_level;estab_total;area_ha_total;inform_lav_permanente;area_ha_lav_permanente;inform_lav_temporaria;area_ha_lav_temporaria;inform_lav_temp_descanso;confianca
SC;COLONIAL DO OESTE CATARINENSE;mesorregiao;1226612.0;;14924.0;71647.0;;697984.0;14364.0;media
SC;ABELARDO LUZ;microrregiao;122008.0;;2042.0;2157.0;;52039.0;182.0;media
SC;AGUAS DE CHAPECO;microrregiao;12688.0;;96.0;1029.0;;8029.0;200.0;media
SC;ANCHIETA;microrregiao;20403.0;;125.0;1417.0;;11586.0;273.0;media
SC;CAIBI;microrregiao;15275.0;;132.0;967.0;;8515.0;180.0;media
SC;CAMPO ERE;microrregiao;74024.0;;245.0;4245.0;;41839.0;637.0;media
SC;CAXAMBU DO SUL;microrregiao;20480.0;;187.0;1331.0;;12303.0;120.0;media
SC;CHAPECO;microrregiao;86216.0;;2140.0;4127.0;;43369.0;684.0;media
SC;CORONEL FREITAS;microrregiao;43660.0;;463.0;2964.0;;24947.0;722.0;media
SC;CUNHA PORÂ;microrregiao;36204.0;;562.0;2569.0;;21996.0;570.0;media
SC;DESCANSO;microrregiao;43568.0;;405.0;2623.0;;25662.0;725.0;media
SC;OIONISIO CERQUEIRA;microrregiao;34105.0;;244.0;1806.0;;19316.0;483.0;media
SC;F ACH I NAL DOS GUEDES;microrregiao;25882.0;;107.0;542.0;;14084.0;231.0;media
SC;GALVÃO;microrregiao;22702.0;;182.0;208.0;;14092.0;312.0;media
SC;GUARACIABA;microrregiao;29611.0;;371.0;1840.0;;18370.0;373.0;media
SC;GUARUJA DO SUL;microrregiao;8614.0;;35.0;606.0;;5173.0;100.0;media
SC;ITAPIRANGA;microrregiao;51898.0;;650.0;3455.0;;28070.0;624.0;media
SC;MARAVILHA;microrregiao;34124.0;;181.0;2909.0;;21826.0;387.0;media
SC;MODELO;microrregiao;31954.0;;190.0;2714.0;;21480.0;514.0;media
SC;MONDAI;microrregiao;51418.0;;871.0;3574.0;;28533.0;887.0;media
SC;NOVA ERECHIM;microrregiao;6011.0;;27.0;432.0;;4075.0;25.0;media
SC;PALMA SOLA;microrregiao;24770.0;;97.0;848.0;;14444.0;294.0;media
SC;PALMITOS;microrregiao;31799.0;;413.0;2428.0;;19129.0;605.0;media
SC;PINHALZINHO;microrregiao;863.0;11828.0;765.0;343.0;7896.0;160.0;;media
SC;QUILOMBO;microrregiao;51020.0;;650.0;3660.0;;30219.0;652.0;media
SC;ROMELANDIA;microrregiao;22280.0;;173.0;1865.0;;12196.0;346.0;media
SC;SÃO CARLOS;microrregiao;18888.0;;285.0;1504.0;;12045.0;265.0;media
SC;SÃO DOMINGOS;microrregiao;38390.0;;226.0;2307.0;;25874.0;290.0;media
SC;SÃO JOSE DO CEDRO;microrregiao;33194.0;;359.0;2458.0;;20824.0;617.0;media
SC;SÃO LOURENÇO DO OESTE;microrregiao;47016.0;;410.0;3189.0;;27734.0;877.0;media
SC;SÃO MIGUEL D'OESTE;microrregiao;47975.0;;879.0;3503.0;;27595.0;650.0;media
SC;SAUDADES;microrregiao;19645.0;;75.0;1430.0;;12861.0;300.0;media
SC;LAVOURAS PASTAGENS MATAS E FLORESTAS;mesorregiao;;;;;;;;media
SC;TEMPORARIAS DE;mesorregiao;;;;;;;;media
SC;EM DESCANSO;mesorregiao;;;;;;;;media
SC;MANTES MANTES MANTES MANTES MANTES;municipio;;;;;;;;media
SC;VARGEÃO;municipio;10112.0;;142.0;282.0;;4857.0;114.0;media
SC;XANXERE;municipio;50533.0;;474.0;1952.0;;30122.0;267.0;media
SC;XAXIM;municipio;48302.0;;1126.0;2856.0;;26867.0;698.0;media
SC;PLANALTO DE CANOINHAS;microrregiao;959221.0;;4662.0;16044.0;;174474.0;5417.0;alta
SC;CAMPO ALEGRE;municipio;32764.0;;63.0;835.0;;6221.0;225.0;alta
SC;CANOINHAS;municipio;107918.0;;432.0;2319.0;;35656.0;392.0;alta
SC;IRINEOPOLIS;municipio;45690.0;;111.0;896.0;;16598.0;124.0;alta
SC;ITAIOPOLIS;municipio;251757.0;;905.0;3423.0;;27495.0;1639.0;alta
SC;MAFRA;municipio;125759.0;;400.0;2154.0;;23306.0;721.0;alta
SC;MAJOR VIEIRA;municipio;60755.0;;28.0;1261.0;;10379.0;189.0;alta
SC;MATOS COSTA;municipio;68200.0;;16.0;430.0;;3156.0;211.0;alta
SC;MONTE CASTELO;municipio;40131.0;;60.0;679.0;;5725.0;157.0;alta
SC;PAPANOUVA;municipio;51462.0;;1405.0;1379.0;;19277.0;320.0;alta
SC;PORTO UNIÃO;municipio;61957.0;;240.0;1292.0;;14156.0;782.0;alta
SC;RIO NEGRINHO;municipio;54425.0;;50.0;421.0;;3551.0;160.0;alta
SC;SÃO BENTO DO SUL;municipio;32025.0;;915.0;798.0;;3182.0;483.0;alta
SC;TRES BARRAS;municipio;26371.0;;33.0;157.0;;5764.0;14.0;alta
SC;INCLUSIVE TERRAS INAPROVEITAVEIS;mesorregiao;;;;;;;;media
SC;EM DESCANSO ORDEM;mesorregiao;;;;;;;;media
SE;TOTAIS;total;115271.0;1918510.0;43141.0;109767.0;82797.0;204014.0;10119.0;baixa
SE;SERGIPANA;mesorregiao;103315.0;1699026.0;32548.0;60623.0;78280.0;196895.0;9095.0;baixa
SE;SERTÃO SERGIPANO DO SÃO FRANCISCO;mesorregiao;12159.0;440299.0;151.0;380.0;11537.0;62884.0;1428.0;baixa
SE;CANINDE DE SÂO FRANCISCO;microrregiao;547.0;81403.0;;;514.0;6682.0;56.0;baixa
SE;GARARU;microrregiao;2580.0;64451.0;64.0;320.0;2440.0;9001.0;648.0;baixa
SE;MONTE ALEGRE DE SERGIPE;microrregiao;795.0;34060.0;;;711.0;5862.0;126.0;baixa
SE;NOSSA SENHORA DA GLORIA;microrregiao;2759.0;78329.0;;;588.0;;;baixa
SE;POÇO REDONDO;microrregiao;2122.0;;;;;;;baixa
SE;PORTO DA FOLHA;microrregiao;3356.0;91008.0;75.0;23.0;3243.0;17221.0;44.0;baixa
SE;PROPRIA;mesorregiao;9434.0;99635.0;3213.0;10313.0;6028.0;18168.0;202.0;baixa
SE;AMPARO DE SÃO FRANCISCO;microrregiao;357.0;4289.0;23.0;15.0;294.0;379.0;;baixa
SE;BRE JO GRANDE;microrregiao;1660.0;10125.0;837.0;2970.0;979.0;1990.0;;baixa
SE;CANHOBA;microrregiao;1136.0;19607.0;15.0;14.0;706.0;1643.0;;baixa
SE;ILHA DAS FLORES;microrregiao;728.0;3089.0;360.0;674.0;540.0;1565.0;33.0;baixa
SE;NEOPOLIS;microrregiao;25235.0;296.0;901.0;1088.0;7995.0;10.0;;baixa
SE;NOSSA SENHORA DE LOURDES;microrregiao;502.0;7792.0;;2.0;402.0;730.0;38.0;baixa
SE;PACATUBA;microrregiao;2085.0;19518.0;1581.0;5665.0;803.0;1413.0;27.0;baixa
SE;PROPRIA;microrregiao;1519.0;5391.0;90.0;29.0;1115.0;2108.0;79.0;baixa
SE;TELHA;microrregiao;236.0;4586.0;;38.0;101.0;341.0;;baixa
SE;NOSSA SENHORA DAS DORES;microrregiao;23649.0;409907.0;1781.0;1985.0;20014.0;43074.0;965.0;baixa
SE;AQUIDABÃ;microrregiao;3986.0;33737.0;53.0;27.0;3329.0;2797.0;219.0;baixa
SE;CARIRA;microrregiao;1895.0;63277.0;32.0;16.0;793.0;6669.0;23.0;baixa
SE;CEDRO DE SÃO .JOÃO;microrregiao;625.0;8054.0;52.0;38.0;287.0;430.0;38.0;baixa
SE;CUMBE;microrregiao;691.0;16357.0;14.0;;541.0;613.0;11.0;baixa
SE;FEIRA NOVA;microrregiao;448.0;17200.0;328.0;2279.0;30.0;;;baixa
SE;FREI PAULO;microrregiao;1419.0;33006.0;15.0;;1384.0;6061.0;15.0;baixa
SE;GRACHO CARDOSO;microrregiao;1541.0;22919.0;13.0;;1402.0;2571.0;114.0;baixa
SE;ITABI;microrregiao;629.0;19322.0;;;432.0;1425.0;;baixa
SE;.JAPOATÃ;microrregiao;1398.0;27598.0;642.0;1500.0;1163.0;4471.0;66.0;baixa
SE;MALHADA DOS BOIS;microrregiao;675.0;6499.0;125.0;43.0;505.0;372.0;17.0;baixa
SE;MURIBECA;microrregiao;778.0;7854.0;359.0;124.0;630.0;662.0;52.0;baixa
SE;NOSSA SENHORA APARECIDA;microrregiao;2553.0;39043.0;;;2235.0;4519.0;105.0;baixa
SE;NOSSA SENHORA DAS DORES;microrregiao;2211.0;52079.0;235.0;135.0;1604.0;4065.0;90.0;baixa
SE;PEDRA MOLE;microrregiao;379.0;6661.0;;20.0;359.0;664.0;3.0;baixa
SE;PINHÃO;microrregiao;;;;;;;;baixa
SE;RIBEIROPOLIS;microrregiao;2711.0;22984.0;202.0;38.0;2474.0;3003.0;124.0;baixa
SE;SÃO FRANCISCO;microrregiao;265.0;;;;;;;baixa
SE;SÃO MIGUEL DO ALEIXO;microrregiao;551.0;12245.0;490.0;730.0;44.0;;;baixa
SE;COTINGUIBA;microrregiao;7281.0;190617.0;4063.0;10359.0;4252.0;28953.0;467.0;baixa
SE;CAPELA;microrregiao;1692.0;43817.0;501.0;259.0;;;;baixa
SE;CARMOPOLIS;microrregiao;431.0;3726.0;190.0;611.0;282.0;376.0;;baixa
SE;DIVINA PASTORA;microrregiao;115.0;9599.0;37.0;33.0;80.0;688.0;10.0;baixa
SE;GENERAL MAYNARD;microrregiao;279.0;2080.0;224.0;459.0;76.0;216.0;;baixa
SE;.JAPARATUBA;microrregiao;1162.0;35167.0;935.0;1743.0;;;;baixa
SE;LARAN JEIRAS;microrregiao;521.0;19598.0;442.0;491.0;164.0;6136.0;92.0;baixa
SE;MARUIM;microrregiao;230.0;435.0;193.0;314.0;72.0;3047.0;20.0;baixa
SE;PIRAMBU;microrregiao;432.0;9631.0;405.0;1892.0;75.0;205.0;;baixa
SE;RIACHUELO;microrregiao;143.0;558.0;68.0;44.0;64.0;1235.0;21.0;baixa
SE;ROSARIO DO CATETE;microrregiao;258.0;811.0;60.0;220.0;198.0;1015.0;11.0;baixa
SE;AGRESTE DE ITABAIANA;municipio;18476.0;;;8152.0;1254.0;17086.0;17313.0;baixa
SE;AGRESTE DE LAGARTO;municipio;24958.0;;;13762.0;30917.0;14444.0;14035.0;baixa
SE;SERTÃO DO RIO REAL;municipio;7358.0;;;1426.0;5414.0;4919.0;12463.0;baixa
SE;ARACAJU;microrregiao;11956.0;219483.0;10593.0;49144.0;4517.0;1024.0;;baixa
SE;LITORAL SUL SERGIPANO;municipio;11956.0;;;10593.0;49144.0;4517.0;7119.0;baixa
SE;INCLUSIVE TERRAS INAPROVEITAVEIS;mesorregiao;;;;;;;;baixa
SE;LAVOURAS PASTAGENS MATAS E FLORESTAS;mesorregiao;;;;;;;;baixa
SE;TEMPORARIAS DE;mesorregiao;;;;;;;;baixa
SE;EM DESCANSO ORDEM;mesorregiao;;;;;;;;baixa
SE;AREA INFOR- AREA INFOR- AREA INFOR- AREA I NFOR- AREA INfOR- AREA;microrregiao;;;;;;;;baixa
SP;TOTAIS;total;282070.0;20245289.0;125356.0;1613953.0;194245.0;4910848.0;17402.0;media
SP;ALTA E MEDIA ARARAOUARENSE;microrregiao;46618.0;2682029.0;31097.0;403951.0;26496.0;511500.0;;media
SP;ALTA ARARAOUARENSE FERNANDOPOLIS;microrregiao;16677.0;610372.0;11377.0;78266.0;9253.0;100323.0;;media
SP;APARECIDA D' OESTE;municipio;506.0;16033.0;371.0;2662.0;238.0;1089.0;;media
SP;OOLCINOPOLIS;municipio;268.0;6169.0;179.0;1107.0;155.0;1508.0;;media
SP;ESTRELA D' OESTE;municipio;749.0;30608.0;595.0;6878.0;354.0;4419.0;;media
SP;FERNANOOPOLI S;municipio;1236.0;53694.0;858.0;7291.0;631.0;10469.0;;media
SP;GUARANI O'OESTE;municipio;486.0;36336.0;283.0;1273.0;344.0;7361.0;;media
SP;INDIAPORÂ;municipio;347.0;22304.0;82.0;171.0;250.0;5577.0;;media
SP;JALES;municipio;2003.0;57203.0;1399.0;10882.0;1201.0;8379.0;;media
SP;MACEDONIA;municipio;547.0;28496.0;345.0;2435.0;304.0;5103.0;;media
SP;MARINOPOLIS;municipio;254.0;7468.0;209.0;1363.0;162.0;686.0;;media
SP;MERIDIANO;municipio;390.0;22278.0;307.0;2517.0;200.0;2897.0;;media
SP;MIRA ESTRELA;municipio;322.0;14961.0;133.0;531.0;218.0;3572.0;;media
SP;PALMEIRA D' OESTE;municipio;1465.0;30949.0;1073.0;6408.0;704.0;3129.0;;media
SP;PARANAPUÃ;municipio;549.0;27875.0;266.0;1281.0;365.0;6536.0;;media
SP;PEDRANOPOLIS;municipio;472.0;24010.0;333.0;2597.0;265.0;4304.0;;media
SP;POPULINA;municipio;307.0;26974.0;126.0;894.0;187.0;5449.0;;media
SP;RUBINEIA;municipio;264.0;14789.0;167.0;954.0;144.0;1470.0;;media
SP;SANTA ALBERTINA;municipio;820.0;22893.0;499.0;1673.0;492.0;2986.0;;media
SP;SANTA CLARA O' OESTE;municipio;331.0;13620.0;182.0;1013.0;174.0;2608.0;;media
SP;SANTA FE DO SUL;municipio;712.0;19403.0;505.0;3314.0;359.0;1675.0;;media
SP;SANTANA DA PONTE PENSA;municipio;468.0;12192.0;351.0;1727.0;214.0;1680.0;;media
SP;SANTA RITA O' OESTE;municipio;568.0;19197.0;423.0;3047.0;302.0;2642.0;;media
SP;SÂO FRANCISCO;municipio;607.0;16204.0;437.0;2192.0;282.0;2453.0;;media
SP;SÃO JOÃO DAS DUAS PONTES;municipio;289.0;12974.0;161.0;1400.0;195.0;2141.0;;media
SP;TRES FRONTEIRAS;municipio;998.0;23736.0;743.0;4678.0;561.0;3231.0;;media
SP;TURMALINA;municipio;325.0;16498.0;272.0;2604.0;141.0;4458.0;;media
SP;URANIA;mesorregiao;1394.0;33496.0;1078.0;7362.0;811.0;4487.0;;media
SP;ALTA ARARAQUARENSE DE VOTUPORANGA;municipio;4999.0;232951.0;3255.0;24027.0;2821.0;37801.0;;media
SP;ALVARES FLORENCE;municipio;915.0;31507.0;622.0;4362.0;607.0;6316.0;;media
SP;AMERICO DE CAMPOS;municipio;585.0;27688.0;364.0;2803.0;280.0;4774.0;;media
SP;CARDOSO;municipio;593.0;47575.0;188.0;922.0;365.0;7209.0;;media
SP;COSMORAMA;municipio;951.0;40268.0;685.0;5795.0;521.0;4862.0;;media
SP;PONTES GESTAL;municipio;240.0;23158.0;108.0;689.0;111.0;4498.0;;media
SP;VALENTIM GENTIL;municipio;409.0;14439.0;313.0;2150.0;174.0;1847.0;;media
SP;VOTUPORANGA;municipio;1306.0;48313.0;975.0;1303.0;763.0;8292.0;;media
SP;DIVISOR TURVO-GRANDE;municipio;2250.0;337500.0;967.0;35775.0;1299.0;81295.0;;media
SP;ALTAIR;municipio;151.0;34055.0;67.0;3525.0;80.0;602.0;;media
SP;GUARACI;municipio;252.0;55106.0;91.0;4209.0;150.0;9362.0;;media
SP;ICEM;municipio;91.0;30490.0;15.0;36.0;71.0;7883.0;;media
SP;OLIMPIA;municipio;894.0;77702.0;740.0;27343.0;395.0;15773.0;;media
SP;ORINDIUVA;municipio;196.0;23535.0;10.0;57.0;133.0;10608.0;;media
SP;PAULO DE FARIA;municipio;314.0;63799.0;25.0;513.0;225.0;17509.0;;media
SP;RIOLANDIA;municipio;352.0;52810.0;19.0;89.0;245.0;13555.0;;media
SP;MEDI O SÃO JOSE DOS DOURADOS;municipio;3163.0;223727.0;1691.0;10918.0;1750.0;31218.0;;media
SP;AURIFLAMA;municipio;672.0;42433.0;450.0;2912.0;291.0;3646.0;;media
SP;FLOREAL;municipio;297.0;18432.0;160.0;228.0;153.0;962.0;;media
SP;GASTÃO VIDIGAL;municipio;258.0;18304.0;126.0;1727.0;171.0;784.0;;media
SP;ADOLFO;municipio;94.0;14024.0;66.0;2763.0;62.0;4730.0;;media
SP;JOSE BONIFACIO;municipio;1014.0;93973.0;549.0;7443.0;644.0;18587.0;19.0;media
SP;MACAUBAL;municipio;391.0;23832.0;327.0;3932.0;217.0;2299.0;;media
SP;MENDONÇA;municipio;324.0;18516.0;284.0;3410.0;166.0;2113.0;;media
SP;MONCÕES;municipio;128.0;8012.0;107.0;1018.0;85.0;1373.0;;media
SP;MONTE APRAZIVEL;municipio;974.0;46466.0;692.0;6864.0;601.0;9258.0;28.0;media
SP;NEVES PAULISTA;municipio;398.0;21390.0;243.0;4186.0;226.0;3194.0;3.0;media
SP;NHANDEARA;municipio;589.0;41333.0;389.0;4082.0;356.0;5263.0;;media
SP;NIPOÂ;municipio;170.0;12036.0;110.0;1526.0;112.0;1757.0;2.0;media
SP;PLANALTO;municipio;302.0;50817.0;91.0;1910.0;231.0;9525.0;;media
SP;POLONI;municipio;241.0;12894.0;169.0;2751.0;132.0;2132.0;;media
SP;SEBAST IANOPOLI S DO SUL;municipio;230.0;15966.0;185.0;2653.0;160.0;2396.0;;media
SP;UNIÃO PAULISTA;municipio;136.0;9817.0;86.0;957.0;103.0;1985.0;;media
SP;SÃO JOSE DO RIO PRETO;microrregiao;8423.0;479509.0;5893.0;81889.0;4829.0;76779.0;219.0;media
SP;BADY BASS I TT;municipio;293.0;9697.0;239.0;2392.0;177.0;1094.0;25.0;media
SP;BALSAMO;municipio;276.0;14539.0;226.0;4263.0;137.0;1772.0;;media
SP;CEDRAL;municipio;518.0;19005.0;430.0;4860.0;327.0;2762.0;;media
SP;GUAPIAÇU;municipio;485.0;28044.0;398.0;7926.0;266.0;5911.0;23.0;media
SP;IBIRA;municipio;367.0;24198.0;237.0;6104.0;204.0;3579.0;25.0;media
SP;H JACJ;mesorregiao;358.0;14774.0;277.0;3452.0;196.0;1961.0;;media
SP;MIRASSOL;municipio;508.0;21419.0;362.0;4433.0;322.0;3458.0;14.0;media
SP;MIRASSOLANDIA;municipio;310.0;16300.0;208.0;1729.0;169.0;2227.0;;media
SP;NOVA ALIANÇA;municipio;278.0;20431.0;210.0;2690.0;176.0;3050.0;13.0;media
SP;NOVA GRANADA;municipio;575.0;54691.0;306.0;5896.0;324.0;9180.0;10.0;media
SP;ONDA VERDE;municipio;123.0;20846.0;62.0;1714.0;92.0;6204.0;;media
SP;PALESTINA;municipio;834.0;69044.0;309.0;3325.0;475.0;14.0;;media
SP;POTIRENOABA;municipio;711.0;31565.0;565.0;5942.0;484.0;5351.0;;media
SP;SÃO JOSE DO RIO PRETO;municipio;964.0;43246.0;671.0;10063.0;530.0;5440.0;46.0;media
SP;TANABI;municipio;1340.0;70580.0;1003.0;10764.0;711.0;7882.0;;media
SP;UCHOA;municipio;483.0;21123.0;390.0;6328.0;239.0;4150.0;;media
SP;MEDIA ARARAQUARENSE;microrregiao;6115.0;428884.0;4616.0;129570.0;3449.0;119465.0;246.0;media
SP;ARIRANHA;municipio;177.0;13052.0;125.0;3364.0;126.0;7680.0;;media
SP;CAJOBI;municipio;339.0;25860.0;307.0;16388.0;116.0;2500.0;15.0;media
SP;CATANDUVA;municipio;32721.0;340.0;9648.0;252.0;14949.0;32.0;;media
SP;CATIGUA;municipio;126.0;14732.0;75.0;3294.0;91.0;8490.0;;media
SP;IRAPUÃ;municipio;320.0;23504.0;224.0;6460.0;184.0;4750.0;;media
SP;ITAJOBI;municipio;1182.0;54424.0;905.0;17807.0;688.0;11640.0;65.0;media
SP;NOVO HORIZONTE;municipio;868.0;76757.0;611.0;9912.0;607.0;17243.0;15.0;media
SP;PALMARES PAULISTA;municipio;53.0;7843.0;25.0;535.0;49.0;3.0;;media
SP;PARAISO;municipio;240.0;15639.0;210.0;7789.0;88.0;4527.0;;media
SP;PINDORAMA;municipio;265.0;16584.0;217.0;5014.0;119.0;456.0;;media
SP;SALES;municipio;231.0;23617.0;154.0;3685.0;125.0;2837.0;7.0;media
SP;SANTA ADELIA;municipio;455.0;31141.0;315.0;9875.0;197.0;12914.0;31.0;media
SP;SEVERINIA;municipio;139.0;14192.0;124.0;7868.0;61.0;3317.0;12.0;media
SP;TABAPUÃ;municipio;600.0;45115.0;462.0;19760.0;331.0;10172.0;26.0;media
SP;URUPES;municipio;664.0;33697.0;522.0;8166.0;415.0;4798.0;;media
SP;MANTES MANTES MANTES MANTES MANTES;municipio;;;;;;;;media
SP;CAMPINAS E RIBEIRÃO PRETO;municipio;55522.0;4620024.0;24486.0;495580.0;38246.0;1983203.0;75.0;media
SP;ALTA MOGIANA;mesorregiao;3497.0;500599.0;237.0;4141.0;2982.0;316139.0;86.0;media
SP;B SÃO JOAQUIM DA BARRA;microrregiao;221.0;40464.0;29.0;209.0;160.0;24322.0;;media
SP;PITANGUEIRAS;mesorregiao;403.0;49072.0;140.0;7275.0;299.0;33107.0;;media
SP;CRAVINHOS;mesorregiao;249.0;31772.0;75.0;521.0;224.0;20279.0;;media
SP;ARARAQUARA;microrregiao;7134.0;826164.0;4337.0;137201.0;4377.0;275461.0;310.0;media
SP;AMERICO BRASILIENSE;microrregiao;34.0;15560.0;15.0;2062.0;25.0;10335.0;;media
SP;ARARAQUARA;microrregiao;599.0;107667.0;323.0;20412.0;440.0;55501.0;36.0;media
SP;BOA ESPERANÇA DO SUL;microrregiao;256.0;74106.0;84.0;8998.0;185.0;17437.0;27.0;media
SP;BORBOREMA;microrregiao;666.0;49307.0;453.0;8846.0;393.0;12501.0;28.0;media
SP;DESCALVADO;microrregiao;574.0;65973.0;190.0;9450.0;434.0;19328.0;43.0;media
SP;DOBRADA;microrregiao;80.0;14976.0;57.0;2200.0;47.0;9756.0;;media
SP;DOURADO;microrregiao;113.0;19988.0;31.0;872.0;94.0;4752.0;;media
SP;(BATE;microrregiao;92.0;45834.0;24.0;213.0;74.0;22236.0;;media
SP;IBITINGA;microrregiao;887.0;55695.0;473.0;7322.0;594.0;14621.0;27.0;media
SP;ITAPOLIS;microrregiao;1485.0;87356.0;1246.0;30889.0;764.0;19003.0;41.0;media
SP;MATÃO;microrregiao;366.0;66409.0;293.0;17154.0;163.0;16863.0;17.0;media
SP;NOVA EUROPA;microrregiao;150.0;15161.0;117.0;4901.0;95.0;7596.0;;media
SP;RIBEIRÃO BONITO;microrregiao;339.0;37321.0;66.0;2051.0;262.0;10883.0;16.0;media
SP;RINCÂO;microrregiao;109.0;25525.0;29.0;3218.0;67.0;11523.0;;media
SP;SANTA LUCIA;microrregiao;45.0;23403.0;20.0;1508.0;32.0;17169.0;;media
SP;SÃO CARLOS;microrregiao;644.0;92884.0;322.0;4634.0;495.0;21173.0;20.0;media
SP;TABATINGA;microrregiao;695.0;28991.0;594.0;12462.0;213.0;4777.0;35.0;media
SP;BARIRI;microrregiao;503.0;41960.0;349.0;6093.0;415.0;15738.0;18.0;media
SP;BARRA BONITA;microrregiao;202.0;17654.0;30.0;36.0;195.0;114527.0;;media
SP;BOCAINA;microrregiao;194.0;34490.0;70.0;2710.0;120.0;11258.0;10.0;media
SP;BORACEIA;microrregiao;188.0;9692.0;149.0;1568.0;148.0;5713.0;;media
SP;DOIS CORREGOS;microrregiao;392.0;53122.0;283.0;4201.0;302.0;24096.0;11.0;media
SP;IGARAÇU DO TIETE;microrregiao;135.0;7230.0;;27.0;133.0;6508.0;;media
SP;ITAJU;microrregiao;320.0;18565.0;171.0;2402.0;261.0;5998.0;11.0;media
SP;ITAPUI;microrregiao;;11422.0;;;;;;media
SP;MACA TUBA;microrregiao;196.0;19745.0;107.0;597.0;185.0;16936.0;;media
SP;MINEIROS DO TIETE;microrregiao;226.0;17840.0;112.0;909.0;167.0;10892.0;;media
SP;PEDERNEIRAS;microrregiao;479.0;54318.0;195.0;2268.0;366.0;33132.0;17.0;media
SP;RIO CLARO;microrregiao;3275.0;363475.0;1420.0;17645.0;2452.0;87760.0;222.0;media
SP;ANALANDIA;microrregiao;206.0;32808.0;77.0;1994.0;136.0;4266.0;19.0;media
SP;BROTAS;microrregiao;486.0;100179.0;287.0;5833.0;349.0;15585.0;43.0;media
SP;CORUMBATAI;microrregiao;333.0;24556.0;156.0;1626.0;244.0;6795.0;19.0;media
SP;IPEUNA;microrregiao;309.0;21660.0;57.0;92.0;212.0;6829.0;;media
SP;ITIRAPINA;microrregiao;267.0;45204.0;79.0;748.0;201.0;7895.0;28.0;media
SP;RIO CLARO;microrregiao;724.0;39631.0;325.0;3041.0;573.0;18806.0;49.0;media
SP;SANTA MARIA DA SERRA;microrregiao;175.0;22168.0;68.0;464.0;147.0;6583.0;20.0;media
SP;SÃO PEDRO;microrregiao;387.0;46591.0;111.0;1504.0;295.0;13655.0;19.0;media
SP;TORRINHA;microrregiao;388.0;30675.0;260.0;2339.0;295.0;7342.0;23.0;media
SP;CAMPINAS;microrregiao;7699.0;327984.0;4499.0;66862.0;4791.0;143378.0;413.0;media
SP;AMERICANA;microrregiao;73.0;4976.0;17.0;178.0;59.0;3402.0;;media
SP;ARARAS;microrregiao;536.0;58540.0;286.0;11443.0;372.0;36059.0;19.0;media
SP;ARTUR NOGUEIRA;microrregiao;912.0;27585.0;653.0;11467.0;593.0;8613.0;41.0;media
SP;CAMPINAS;microrregiao;637.0;36291.0;369.0;3898.0;410.0;7393.0;60.0;media
SP;CONCHAL;microrregiao;551.0;14143.0;227.0;5989.0;418.0;5082.0;;media
SP;CORDEIROPOLIS;microrregiao;217.0;12270.0;150.0;1852.0;132.0;8508.0;;media
SP;COSMOPOLIS;microrregiao;232.0;14887.0;127.0;2084.0;170.0;8936.0;;media
SP;ELIAS FAUSTO;microrregiao;261.0;16183.0;29.0;161.0;225.0;10791.0;16.0;media
SP;INDA(ATUBA;microrregiao;;20927.0;296.0;2636.0;278.0;363.0;22.0;media
SP;JAGUARIUNA;microrregiao;221.0;12869.0;161.0;2978.0;150.0;4232.0;13.0;media
SP;AÇUCARE IRA DE PI RAClCABA;microrregiao;2617.0;249814.0;460.0;3594.0;2302.0;151073.0;104.0;media
SP;CAPIVARI;municipio;213.0;197.0;22382.0;21.0;52.0;175.0;16487.0;media
SP;CHARQUEADA;municipio;214.0;273.0;17494.0;64.0;155.0;223.0;10307.0;media
SP;MOMBUCA;municipio;216.0;110.0;11038.0;24.0;105.0;7677.0;;media
SP;PIRACICABA;municipio;217.0;1497.0;121668.0;262.0;1588.0;1326.0;57014.0;media
SP;RAFARD;municipio;218.0;80.0;13804.0;16.0;58.0;9693.0;;media
SP;RIO DAS PEDRAS;municipio;219.0;150.0;18779.0;22.0;56.0;145.0;;media
SP;SANTA BARBARA D' OESTE;municipio;220.0;172.0;23437.0;35.0;1046.0;146.0;17300.0;media
SP;SANTA GERTRUDES;municipio;221.0;62.0;8791.0;19.0;480.0;56.0;6965.0;media
SP;TATU(;microrregiao;;;232829.0;;1605.0;4819.0;3943.0;media
SP;BOITUVA;municipio;223.0;435.0;19911.0;144.0;205.0;337.0;8616.0;media
SP;CERQUI LHO;municipio;224.0;319.0;11665.0;62.0;88.0;246.0;5623.0;media
SP;CESARIO LANGE;municipio;225.0;541.0;16596.0;216.0;566.0;396.0;7489.0;media
SP;LARANJAL PAULISTA;municipio;226.0;645.0;31832.0;261.0;1631.0;449.0;7672.0;media
SP;PEREIRAS;municipio;227.0;579.0;20654.0;61.0;222.0;324.0;2122.0;media
SP;PORANGABA;municipio;226.0;919.0;29252.0;87.0;62.0;590.0;3669.0;media
SP;TATUI;municipio;229.0;1443.0;63525.0;565.0;1617.0;1049.0;73.0;media
SP;TIETE;municipio;230.0;792.0;39391.0;209.0;424.0;552.0;14965.0;media
SP;SORO CABA;microrregiao;5317.0;280658.0;1510.0;10221.0;3971.0;3651.0;574.0;media
SP;ARACOIABA DA SERRA;municipio;232.0;299.0;13648.0;30.0;254.0;239.0;4336.0;media
SP;CABREUVA;municipio;233.0;293.0;17459.0;84.0;539.0;205.0;1452.0;media
