_uf;_label;_level;estab_total;area_ha_total;inform_lav_permanente;area_ha_lav_permanente;inform_lav_temporaria;area_ha_lav_temporaria;inform_lav_temp_descanso;confianca
BA;SERRINHA;municipio;6745.0;;6345.0;6423.0;9818.0;1169.0;;baixa
BA;TEOFILANDIA;municipio;2732.0;;4361.0;2546.0;6537.0;824.0;;baixa
BA;VALENTE;municipio;2359.0;;21216.0;1549.0;1845.0;275.0;;baixa
BA;FEIRA DE SANTANA;microrregiao;55893.0;;16623.0;47856.0;92414.0;13347.0;;media
BA;AGUA FRIA;municipio;2726.0;;7976.0;2444.0;5092.0;797.0;;media
BA;ANGUERA;municipio;794.0;;11.0;635.0;981.0;42.0;;media
BA;ANTONIO CARDOSO;municipio;1798.0;;28.0;1706.0;2224.0;395.0;;media
BA;CASTRO ALVES;municipio;6570.0;;659.0;5528.0;11334.0;16.0;;media
BA;CORAÇÃO DE MARIA;municipio;3034.0;;632.0;2907.0;4818.0;1556.0;;media
BA;ELISIO MEDRADO;municipio;1199.0;;961.0;976.0;493.0;141.0;;media
BA;FEIRA DE SANTANA;municipio;8498.0;;1845.0;7533.0;9930.0;2181.0;;media
BA;IAÇU;municipio;1752.0;;109.0;1605.0;12273.0;652.0;;media
BA;IPECAETA;municipio;3349.0;;36.0;3097.0;4542.0;112.0;;media
BA;IPIRA;municipio;8409.0;;1234.0;6375.0;15742.0;2694.0;;media
BA;IRARA;municipio;2350.0;;384.0;2231.0;4069.0;922.0;;media
BA;OUR I ÇANGAS;municipio;738.0;;23.0;656.0;897.0;242.0;;media
BA;PEDRÃO;municipio;1049.0;;97.0;949.0;1274.0;440.0;;media
BA;SANTA BARBARA;municipio;2249.0;;61.0;1688.0;2263.0;321.0;;media
BA;SANTANOPOLIS;municipio;2051.0;;;1806.0;2674.0;535.0;;media
BA;SANTA TERESINHA;municipio;2168.0;;1899.0;1747.0;3556.0;420.0;;media
BA;SANTO ESTEVÂO;municipio;213.0;;174.0;4007.0;5929.0;820.0;;media
BA;SERRA PRETA;municipio;2205.0;;461.0;1580.0;2984.0;53.0;;media
BA;TANQUINHO;municipio;741.0;;10.0;386.0;330.0;;;media
BA;JEQUIE;microrregiao;27426.0;;109347.0;17920.0;77627.0;6765.0;;baixa
BA;AIQUARA;municipio;395.0;;6194.0;72.0;204.0;26.0;;baixa
BA;AMARGOSA;municipio;2099.0;;3481.0;1210.0;2289.0;354.0;;baixa
BA;BREJÕES;municipio;902.0;;8903.0;469.0;1432.0;48.0;;baixa
BA;CRAVOLANDIA;municipio;388.0;;3795.0;285.0;1467.0;62.0;;baixa
BA;IRAJUBA;municipio;475.0;;2333.0;370.0;4551.0;58.0;;baixa
BA;ITAGI;municipio;1176.0;31989.0;1032.0;8174.0;1842.0;273.0;;baixa
BA;(TAQUARA;municipio;636.0;;1229.0;406.0;1226.0;14.0;;baixa
BA;ITIRUÇU;municipio;296.0;;4253.0;176.0;1282.0;15.0;;baixa
BA;JAGUAQUARA;municipio;1977.0;;8753.0;1395.0;6396.0;508.0;;baixa
BA;JIQUIRIÇA;municipio;1092.0;;4730.0;555.0;1261.0;362.0;;baixa
BA;JITAUNA;municipio;880.0;;11629.0;290.0;795.0;154.0;;baixa
BA;LAFAIETE COUTINHO;municipio;323.0;;873.0;140.0;905.0;123.0;;baixa
BA;LAJE;municipio;1841.0;;3760.0;1584.0;4849.0;560.0;;baixa
BA;MARACAS;municipio;;;;;;;;baixa
BA;MARCIONIL(O SOUZA;municipio;925.0;101240.0;13.0;55.0;846.0;171.0;;baixa
BA;MILAGRES;municipio;612.0;;309.0;495.0;1080.0;190.0;;baixa
BA;MUTUIPE;municipio;2089.0;;434.0;1029.0;2328.0;898.0;;baixa
BA;NOVA ITARANA;municipio;490.0;;1913.0;369.0;2286.0;21.0;;baixa
BA;PLANAL TINO;municipio;995.0;;1206.0;882.0;6642.0;77.0;;baixa
BA;AN AGE;microrregiao;3095.0;;159.0;3056.0;13160.0;339.0;;baixa
BA;BARRA DO CHOÇA;microrregiao;1505.0;;15336.0;1026.0;3617.0;190.0;;baixa
BA;BELO CAMPO;microrregiao;1265.0;;70.0;1239.0;6845.0;436.0;;baixa
BA;BOA NOVA;microrregiao;2205.0;;1069.0;2131.0;10459.0;1001.0;;baixa
BA;CAATIBA;microrregiao;871.0;;5167.0;479.0;1499.0;152.0;;baixa
BA;CANO(;microrregiao;1053.0;;194.0;1008.0;13171.0;402.0;;baixa
BA;DARIO ME IRA;microrregiao;1167.0;;9115.0;509.0;1568.0;119.0;;baixa
BA;MANOEL VITORINO;microrregiao;1274.0;;23.0;1151.0;8239.0;366.0;;baixa
BA;NOVA CANAÃ;microrregiao;877.0;;1296.0;606.0;1642.0;73.0;;baixa
BA;PLANALTO;microrregiao;1777.0;;5765.0;1562.0;5926.0;521.0;;baixa
BA;POÇÕES;microrregiao;3038.0;;3069.0;2820.0;14480.0;749.0;;baixa
BA;VITORIA DA CONQUISTA;microrregiao;5045.0;;9077.0;4490.0;17960.0;931.0;;baixa
BA;PASTORIL DE ITAPETINGA A;mesorregiao;4901.0;;16651.0;2870.0;15003.0;680.0;;baixa
BA;ENCRUZILHADA;microrregiao;2240.0;;13124.0;1664.0;10355.0;467.0;;baixa
BA;ITAMBE;microrregiao;657.0;;2469.0;181.0;486.0;63.0;;baixa
BA;ITAPETINGA;microrregiao;378.0;;262.0;38.0;147.0;;;baixa
BA;ITARANTIM;microrregiao;750.0;;104.0;341.0;1259.0;25.0;;baixa
BA;MACARANI;microrregiao;392.0;;447.0;245.0;881.0;48.0;;baixa
BA;MAIQUINIQUE;microrregiao;484.0;;242.0;401.0;1871.0;70.0;;baixa
BA;SERTÃO DE PAULO AFONSO;microrregiao;13607.0;;4445.0;12833.0;61302.0;4510.0;;baixa
BA;CORONEL JOÃO SA;microrregiao;2074.0;;62.0;995.0;10766.0;603.0;;baixa
BA;GLORIA;microrregiao;812.0;;2351.0;1644.0;4280.0;451.0;;baixa
BA;JEREMOABO, A;mesorregiao;4951.0;;753.0;4662.0;21218.0;1391.0;;baixa
BA;PAULO AFONSO;microrregiao;1884.0;;639.0;1721.0;7056.0;640.0;;baixa
BA;PEDRO ALEXANDRE;microrregiao;1420.0;;162.0;1354.0;8449.0;909.0;;baixa
BA;SANTA BRIGIDA;microrregiao;1466.0;;475.0;1457.0;9531.0;516.0;;baixa
BA;AGRESTE DE ALAGOINHAS;microrregiao;63376.0;;30059.0;53899.0;155590.0;1087.0;;baixa
BA;ACA JUTIBA;microrregiao;2038.0;;423.0;1393.0;1123.0;187.0;;baixa
BA;ALAGO I NHAS;microrregiao;3625.0;;3377.0;2989.0;3146.0;658.0;;baixa
BA;ANTAS;microrregiao;3476.0;;222.0;3230.0;8252.0;190.0;;baixa
BA;APORA;microrregiao;3461.0;;516.0;2375.0;2800.0;222.0;;baixa
BA;ARAMAR(;microrregiao;675.0;;280.0;566.0;890.0;270.0;;baixa
BA;CICERO DANTAS;microrregiao;6193.0;;;;;;;baixa
BA;CIPO;mesorregiao;931.0;;447.0;855.0;2744.0;57.0;;baixa
BA;CRISOPOLIS A;microrregiao;4241.0;;404.0;3577.0;6296.0;1293.0;;baixa
BA;INHAMBUE;microrregiao;3812.0;;2658.0;3336.0;6488.0;1168.0;;baixa
BA;ITAICURU;microrregiao;4013.0;;856.0;3453.0;8277.0;1430.0;;baixa
BA;NOVA SOURE;microrregiao;3869.0;;6568.0;2917.0;11543.0;1210.0;;baixa
BA;OLINDINA;microrregiao;2284.0;;579.0;85.0;701.0;534.0;;baixa
BA;PARIPIRANGA;microrregiao;7602.0;;657.0;7152.0;28298.0;388.0;;baixa
BA;RIBEIRA DO AMPARO;microrregiao;4956.0;;1529.0;4464.0;18467.0;1087.0;;baixa
BA;RIBEIRA DO POMBAL;microrregiao;7426.0;;1282.0;6454.0;24193.0;205.0;;baixa
BA;RIO REAL;microrregiao;1995.0;;5229.0;1105.0;1360.0;275.0;;baixa
BA;SATIRO DIAS;microrregiao;2779.0;;1011.0;2190.0;4915.0;402.0;;baixa
BA;LITORAL NORTE BAIANO;microrregiao;376.0;;19015.0;2728.0;4079.0;1108.0;;baixa
BA;CARDEAL DA SILVA;microrregiao;176.0;;158.0;107.0;207.0;45.0;;baixa
BA;MANTES MANTES MANTES MANTES MANTES;municipio;;;;;;;;baixa
BA;CONDE;mesorregiao;;1184.0;;1084.0;4693.0;309.0;382.0;baixa
BA;ENTRE RIOS;mesorregiao;;1494.0;;752.0;2730.0;44.0;1470.0;baixa
BA;ESPLANADA;mesorregiao;;1635.0;;1196.0;4664.0;848.0;1514.0;baixa
BA;ITANAGRA;mesorregiao;;290.0;;183.0;163.0;221.0;281.0;baixa
BA;JANDAIRA;mesorregiao;;597.0;;554.0;6605.0;199.0;223.0;baixa
BA;RECONCAVO BAIANO;mesorregiao;;35976.0;;25716.0;57673.0;30530.0;68712.0;baixa
BA;AMELIA RODRIGUES;mesorregiao;;655.0;;462.0;334.0;471.0;4672.0;baixa
BA;ARA TU IPE;mesorregiao;;705.0;;684.0;2996.0;595.0;1638.0;baixa
BA;CACHOEIRA;mesorregiao;;2246.0;;1951.0;5915.0;968.0;2064.0;baixa
BA;CONCEIÇÃO DA FEIRA;mesorregiao;1257.0;10882.0;1185.0;602.0;1096.0;1086.0;402.0;baixa
BA;CONCE I ÇÂO DO ALME I OA;mesorregiao;1856.0;26270.0;1088.0;796.0;1600.0;114.0;;baixa
BA;CONCEIÇÃO;mesorregiao;749.0;9827.0;421.0;300.0;544.0;790.0;134.0;baixa
BA;CRUZ DAS ALMAS;mesorregiao;;1728.0;;476.0;2453.0;1418.0;2182.0;baixa
BA;DOM MACEDO CDS TA;mesorregiao;665.0;7427.0;383.0;268.0;557.0;702.0;243.0;baixa
BA;GOVERNADOR MANGABEIRA;mesorregiao;272.0;2341.0;8282.0;1946.0;235.0;2263.0;3242.0;baixa
BA;ITAPARICA;mesorregiao;;240.0;;219.0;362.0;49.0;34.0;baixa
BA;JAGUAR IPE;mesorregiao;;1033.0;;911.0;16798.0;832.0;3560.0;baixa
BA;MARAGOGIPE;mesorregiao;;3867.0;;2786.0;2488.0;3691.0;4613.0;baixa
BA;MUNIZ FERREIRA;mesorregiao;;424.0;;370.0;842.0;328.0;89.0;baixa
BA;MURITIBA;mesorregiao;;2905.0;;2012.0;1751.0;2751.0;5050.0;baixa
BA;NAZARE;mesorregiao;;681.0;;575.0;1558.0;511.0;893.0;baixa
BA;SALINAS DA MARGARIDA;mesorregiao;279.0;199.0;5955.0;126.0;836.0;131.0;117.0;baixa
BA;SANTO AMARO;mesorregiao;;1945.0;;1489.0;5434.0;1524.0;10905.0;baixa
BA;SANTO ANTONIO DE JESUS;mesorregiao;;2498.0;;2335.0;2985.0;2024.0;3309.0;baixa
BA;SÃO FEL IX;mesorregiao;;859.0;;797.0;413.0;790.0;1034.0;baixa
BA;SÂO FELIPE;mesorregiao;;2521.0;;1681.0;1145.0;2329.0;3988.0;baixa
BA;SÂO GONÇALO DOS CAMPOS;mesorregiao;;1906.0;;727.0;629.0;1650.0;2010.0;baixa
BA;SÃO SEBASTIÃO DO PASSE;mesorregiao;;1661.0;;322.0;1543.0;1294.0;7059.0;baixa
BA;SAPEAÇU;mesorregiao;;1307.0;;981.0;1938.0;1103.0;609.0;baixa
BA;TEODORO SAMPAIO;mesorregiao;;699.0;;241.0;148.0;529.0;704.0;baixa
BA;TERRA NOVA;mesorregiao;;432.0;;15.0;878.0;363.0;4116.0;baixa
BA;VERA CRUZ;mesorregiao;;597.0;;533.0;3016.0;119.0;413.0;baixa
BA;CANDEIAS;mesorregiao;;1047.0;;750.0;1235.0;557.0;603.0;baixa
BA;CATU;mesorregiao;;1079.0;;943.0;1415.0;861.0;1214.0;baixa
BA;LAURO DE FREITAS;mesorregiao;295.0;67.0;410.0;42.0;162.0;53.0;73.0;baixa
BA;MATA DE SÂO JOÃO;mesorregiao;296.0;1961.0;36074.0;1689.0;4722.0;865.0;592.0;baixa
BA;POJUCA;mesorregiao;;553.0;;428.0;491.0;417.0;417.0;baixa
BA;SÃO FRANCISCO;mesorregiao;;907.0;;769.0;2128.0;546.0;785.0;baixa
BA;SIMÕES FILHO;mesorregiao;;1527.0;;1297.0;873.0;1180.0;4.0;baixa
BA;LITORAL SUL BAIANO;mesorregiao;;80059.0;;67388.0;899043.0;29888.0;141464.0;baixa
BA;TABULEIROS DE VALENÇA;mesorregiao;20476.0;466999.0;20200.0;175027.0;8568.0;15930.0;2321.0;baixa
BA;CAIRU;mesorregiao;;912.0;;799.0;6736.0;69.0;268.0;baixa
BA;CAMAMU;mesorregiao;;4502.0;;4494.0;41399.0;698.0;3338.0;baixa
BA;IBIRAPITANGA;mesorregiao;;895.0;;895.0;18056.0;10.0;58.0;baixa
BA;ITUBERA;mesorregiao;;2580.0;;2580.0;24406.0;577.0;601.0;baixa
BA;MARAU;mesorregiao;;1787.0;;770.0;22369.0;433.0;743.0;baixa
BA;NILO PEÇANHA;mesorregiao;;1083.0;;1083.0;20537.0;110.0;352.0;baixa
BA;LAVOURAS PASTAGENS MATAS E FLORESTAS;mesorregiao;;;;;;;;baixa
BA;TEMPORARIAS DE;mesorregiao;;;;;;;;baixa
BA;EM DESCANSO ORDEM;mesorregiao;;;;;;;;baixa
BA;AREA INFOR- AREA INFOR- AREA INFOR- AREA INFOR- AREA INFOR- AREA;microrregiao;;;;;;;;baixa
BA;FIRMINO ALVES;municipio;;;200.0;1355.0;78.0;130.0;23.0;baixa
BA;FLORESTA AZUL;municipio;;;952.0;8283.0;272.0;398.0;67.0;baixa
BA;IBICUI;municipio;;;543.0;2530.0;539.0;1323.0;35.0;baixa
BA;IGUAi;municipio;;;1116.0;4126.0;1442.0;3916.0;338.0;baixa
BA;ITAGIBA;municipio;;;1666.0;11898.0;296.0;498.0;145.0;baixa
BA;ITAGIMIRIM;municipio;;;32.0;434.0;111.0;879.0;51.0;baixa
BA;ITAJU;municipio;;;94.0;9935.0;25.0;396.0;12.0;baixa
BA;ITAPEBI;municipio;350.0;84134.0;235.0;66.0;588.0;51.0;;baixa
BA;ITORORO;municipio;;;890.0;6707.0;106.0;218.0;42.0;baixa
BA;PAU SRAS I L;municipio;;;986.0;14291.0;21.0;83.0;;baixa
BA;POTIRAGUA;municipio;;;79.0;1940.0;;23.0;;baixa
BA;SANTA CRUZ DA VITORIA;municipio;;;222.0;1256.0;96.0;111.0;;baixa
BA;CACAUEIRA;microrregiao;;;31744.0;543344.0;6890.0;22315.0;3273.0;baixa
BA;ALMAOINA;municipio;;;177.0;5697.0;21.0;75.0;13.0;baixa
BA;AURELINO LEAL;municipio;;;636.0;16101.0;;;;baixa
BA;BARRA;municipio;;;286.0;13305.0;;29.0;67.0;baixa
BA;BARRO PRETO;municipio;;;255.0;10686.0;24.0;59.0;22.0;baixa
BA;BELMONTE;municipio;;;1971.0;19571.0;340.0;2103.0;70.0;baixa
BA;BUERAREMA;municipio;;;1108.0;15800.0;63.0;182.0;27.0;baixa
BA;CAMACAN;municipio;;;1712.0;33048.0;60.0;72.0;104.0;baixa
BA;CANAVIEIRAS;municipio;;;2383.0;31090.0;744.0;2665.0;311.0;baixa
BA;COARACI;municipio;;;880.0;5927.0;155.0;360.0;60.0;baixa
BA;GANDU;municipio;;;1575.0;22931.0;446.0;1546.0;90.0;baixa
BA;GONGOGI;municipio;;;242.0;4891.0;29.0;61.0;51.0;baixa
BA;IBICARAt;municipio;;;1074.0;12140.0;106.0;137.0;83.0;baixa
BA;IBIRATAIA;municipio;;;892.0;12765.0;300.0;797.0;384.0;baixa
BA;ILHEUS;municipio;;;4624.0;87787.0;1036.0;3156.0;393.0;baixa
BA;IPIAU;municipio;;;913.0;15973.0;316.0;720.0;110.0;baixa
BA;ITABUNA;municipio;;;637.0;21060.0;49.0;70.0;37.0;baixa
BA;ITACARE;municipio;;;1984.0;20159.0;624.0;1474.0;167.0;baixa
BA;ITAJUIPE;municipio;;;1095.0;21854.0;50.0;116.0;76.0;baixa
BA;ITAMAR(;municipio;;;455.0;5872.0;25.0;54.0;11.0;baixa
BA;(TAPE;municipio;;;473.0;5013.0;42.0;54.0;93.0;baixa
BA;IT AP IT ANGA;municipio;;;245.0;3291.0;10.0;28.0;;baixa
BA;MASCOTE;municipio;;;1324.0;16835.0;23.0;72.0;95.0;baixa
BA;TEOLANDIA;municipio;;;1015.0;7124.0;743.0;1752.0;207.0;baixa
BA;UBAITABA;municipio;;;577.0;10576.0;16.0;58.0;10.0;baixa
BA;UBATÃ;municipio;;12.0;655.0;8890.0;89.0;167.0;167.0;baixa
BA;URUÇUCA;municipio;;;1001.0;25573.0;247.0;662.0;106.0;baixa
BA;WENCESLAU GUIMARÃES;municipio;;;1441.0;17364.0;939.0;3219.0;311.0;baixa
BA;INTERIORANA EXTREMO SUL DA BAHIA;microrregiao;;;4127.0;49989.0;5381.0;32693.0;1624.0;media
BA;GUARATINGA;municipio;1591.0;191488.0;844.0;13409.0;1173.0;376.0;;media
BA;IBIRAPUÃ;municipio;;;161.0;756.0;394.0;3300.0;81.0;media
BA;IT AMARAJU;municipio;;;2315.0;32376.0;2035.0;12022.0;777.0;media
BA;IT ANHEM;municipio;;;580.0;2996.0;990.0;4211.0;224.0;media
BA;LAJEDÃO;municipio;;;119.0;163.0;261.0;1368.0;91.0;media
BA;MEDE l ROS NETO;municipio;;;108.0;286.0;528.0;620.0;75.0;media
ES;TOTAIS;total;69140.0;3895428.0;58793.0;716642.0;48633.0;355308.0;10525.0;alta
ES;ES IRITO-SANTENSE;mesorregiao;67541.0;3813259.0;57479.0;706512.0;47650.0;348234.0;10219.0;alta
ES;ALTO SÃO MATEUS;microrregiao;2774.0;405647.0;;16127.0;2040.0;24988.0;165.0;alta
ES;ECOPORANGA;municipio;1740.0;203425.0;986.0;10483.0;1223.0;8605.0;121.0;alta
ES;MONTANHA;municipio;563.0;101767.0;289.0;4266.0;435.0;9746.0;26.0;alta
ES;MUCURICI;municipio;471.0;100454.0;135.0;1377.0;382.0;6636.0;18.0;alta
ES;COLATINA;microrregiao;16147.0;818154.0;15063.0;229123.0;11531.0;65570.0;1526.0;media
ES;BAIXO GUANDU;municipio;1184.0;79657.0;951.0;13830.0;924.0;6360.0;79.0;media
ES;BARRA DE SÃO FRANCISCO;municipio;3251.0;27295.0;3121.0;37515.0;2146.0;11794.0;360.0;media
ES;BOA ESPERANÇA;municipio;456.0;31429.0;379.0;6479.0;267.0;3799.0;30.0;media
ES;COLATINA;municipio;3397.0;190665.0;3196.0;46496.0;2669.0;14356.0;388.0;media
ES;MANTENOPOLIS;municipio;827.0;34483.0;705.0;14367.0;586.0;3954.0;96.0;media
ES;MARILANDIA;municipio;559.0;26674.0;547.0;10419.0;374.0;1814.0;34.0;media
ES;NOVA VENECIA;municipio;2622.0;160677.0;2402.0;30798.0;1834.0;11684.0;140.0;media
ES;ANCAS;municipio;1507.0;79344.0;1480.0;33217.0;1106.0;5584.0;167.0;media
ES;SÃO GABRIEL DA ALHA;municipio;2344.0;87927.0;2282.0;33998.0;1625.0;6221.0;232.0;media
ES;BAIXADA ESPIRITO-SANTENSE;microrregiao;9467.0;1016841.0;7675.0;122492.0;6354.0;96753.0;1179.0;media
ES;ARACRUZ;municipio;806.0;18898.0;534.0;5135.0;667.0;6915.0;159.0;media
ES;FUNDÃO;municipio;386.0;18331.0;322.0;3449.0;287.0;1612.0;92.0;media
ES;JAGUARE;municipio;53.0;44527.0;488.0;9579.0;389.0;6209.0;36.0;media
ES;LINHARES;municipio;3158.0;319063.0;662.0;61770.0;1567.0;25000.0;336.0;media
ES;PEDRO CANARIO;municipio;213.0;56560.0;135.0;390.0;190.0;8266.0;26.0;media
ES;INHEIROS;municipio;703.0;84851.0;275.0;3555.0;585.0;12330.0;150.0;media
ES;RIO BANANAL;municipio;1154.0;55052.0;1134.0;19677.0;682.0;2775.0;125.0;media
ES;SÃO MATEUS;municipio;2160.0;263121.0;1835.0;17825.0;1671.0;23439.0;189.0;media
ES;COL. SERRANA ESPIRITO-SANTENSE;microrregiao;18211.0;641351.0;16439.0;145742.0;4164.0;70568.0;5089.0;media
ES;AFONSO CLAUDIO;municipio;4319.0;155125.0;3858.0;43792.0;3169.0;19128.0;549.0;media
ES;ALFREDO CHAVES;municipio;1372.0;55194.0;1241.0;11706.0;747.0;753.0;359.0;media
ES;DOMINGOS MARTINS;municipio;3690.0;116766.0;3285.0;19068.0;3062.0;13562.0;1745.0;media
ES;IBIRAÇU;municipio;715.0;37468.0;620.0;6209.0;429.0;2078.0;93.0;media
ES;ITAGUAÇU;municipio;942.0;45539.0;874.0;12488.0;721.0;4427.0;67.0;media
ES;ITARANA;municipio;914.0;28306.0;854.0;6925.0;822.0;3987.0;187.0;media
ES;SANTA LEOPOLDINA;municipio;4203.0;119644.0;3770.0;9096.0;3797.0;16649.0;1761.0;media
ES;SANTA TERESA;municipio;2056.0;83306.0;1937.0;26454.0;1417.0;7981.0;328.0;media
ES;VERTENTE ORIENTAL DO CAARAO;microrregiao;6434.0;232019.0;998.0;75968.0;3688.0;18413.0;804.0;media
ES;CASTELO;municipio;1557.0;56295.0;1424.0;16283.0;1128.0;5186.0;269.0;media
ES;CONCEIÇÃO DO CASTELO;municipio;1189.0;47671.0;1069.0;13372.0;920.0;5689.0;302.0;media
ES;IBATIBA;municipio;709.0;18491.0;674.0;8101.0;278.0;1125.0;32.0;media
ES;MUNIZ FREIRE;municipio;1405.0;58951.0;1292.0;14970.0;930.0;4692.0;117.0;media
ES;CACHOEIRO DE ITAPEMIRIM;microrregiao;8987.0;473567.0;7349.0;91809.0;5804.0;36007.0;739.0;media
ES;ALEGRE;municipio;1899.0;88956.0;1561.0;18369.0;1291.0;6956.0;160.0;media
ES;AIACA;municipio;326.0;18797.0;154.0;2853.0;223.0;1464.0;;media
ES;ATILIO VIVACQUA;municipio;458.0;19801.0;387.0;3108.0;352.0;2030.0;32.0;media
ES;TOTAL;total;;;;;;;;media
ES;NUMERO MESORREGIÔES, MICRORREGIÔES;mesorregiao;;;;;;;;media
ES;DE E TEMPORARIAS;microrregiao;;;;;;;;media
ES;INCLUSIVE TERRAS (NAPROVEITAVEIS;municipio;;;;;;;;media
ES;LAVOURAS PASTAGENS MATAS E FLORESTAS;mesorregiao;;;;;;;;media
ES;TEMPORARIAS DE;mesorregiao;;;;;;;;media
ES;EM DESCANSO ORDEM;mesorregiao;;;;;;;;media
ES;AREA INFOR- AREA INFOR- AREA INFOR- AREA INFOR- AREA INFOR- AREA;microrregiao;;;;;;;;media
ES;MANTES MANTES MANTES MANTES MANTES;municipio;;;;;;;;media
MG;TOTAIS;total;551488.0;45836654.0;281730.0;1288913.0;461863.0;4051197.0;61516.0;media
MG;NORDESTE MINEIRO;mesorregiao;45492.0;8543504.0;14540.0;;41533.0;601133.0;7548.0;alta
MG;SANFRANCISCANA DE .JANUARIA;microrregiao;14040.0;2017453.0;3966.0;;13350.0;107839.0;4771.0;alta
MG;ITACARAMBI;municipio;1625.0;127074.0;134.0;;1564.0;6404.0;443.0;alta
MG;.JANUARIA;municipio;3849.0;723686.0;1571.0;;3685.0;32896.0;1040.0;alta
MG;MANGA;municipio;3153.0;443907.0;200.0;;2902.0;24350.0;1233.0;alta
MG;MONTALVANIA;municipio;759.0;133353.0;113.0;;690.0;5618.0;297.0;alta
MG;SÃO FRANCISCO;municipio;4654.0;589431.0;1948.0;;4509.0;38569.0;1758.0;alta
MG;SERRA GERAL DE MINAS;microrregiao;14927.0;840405.0;2764.0;;14580.0;126065.0;1145.0;alta
MG;ESPINOSA;municipio;3658.0;122161.0;518.0;;3610.0;22798.0;232.0;alta
MG;MATO VERDE;municipio;1374.0;72020.0;162.0;;1340.0;21608.0;170.0;alta
MG;MONTE AZUL;municipio;3006.0;324017.0;1212.0;;2915.0;28621.0;240.0;alta
MG;PORTEIRINHA;municipio;5631.0;232926.0;554.0;;5486.0;47596.0;343.0;alta
MG;RIACHO DOS MACHADOS;municipio;1258.0;89280.0;318.0;;1229.0;5441.0;160.0;alta
MG;CHAPADÕES DO PARACATU;microrregiao;14657.0;4753003.0;7243.0;;12050.0;345684.0;1266.0;alta
MG;ARINOS;municipio;936.0;378140.0;37.0;;781.0;17534.0;110.0;media
MG;BONFINOPOLIS DE MINAS;municipio;1275.0;282487.0;732.0;;1083.0;18423.0;57.0;media
MG;BURITIS;municipio;841.0;362300.0;434.0;;695.0;32067.0;23.0;media
MG;FORMOSO;municipio;414.0;206714.0;198.0;;366.0;8189.0;85.0;media
MG;GUARDA-MOR;municipio;470.0;175339.0;228.0;;388.0;23657.0;63.0;media
MG;JOÃO PINHEIRO;municipio;2286.0;137903.0;603.0;;1601.0;21594.0;331.0;media
MG;LAGAMAR;municipio;706.0;116191.0;364.0;;601.0;9908.0;32.0;media
MG;PARACATU;municipio;1511.0;668805.0;1130.0;;1304.0;73265.0;219.0;media
MG;PRESIDENTE OLEGARIO;municipio;2095.0;438554.0;1075.0;;1694.0;44926.0;68.0;media
MG;UNAI;municipio;3391.0;821226.0;1769.0;;2997.0;84899.0;232.0;media
MG;VAZANTE;municipio;732.0;165340.0;332.0;;540.0;11217.0;46.0;media
MG;ALTO-MEDIO SÃO FRANCISCO;microrregiao;1868.0;932641.0;567.0;;1553.0;21544.0;366.0;alta
MG;BURITIZEIRO;municipio;617.0;583163.0;308.0;;471.0;7471.0;135.0;alta
MG;PIRAPORA;municipio;210.0;43283.0;110.0;;160.0;3749.0;16.0;alta
MG;SANTA FE DE MINAS;municipio;300.0;117125.0;18.0;;233.0;2370.0;109.0;alta
MG;SÃO ROMÃO;municipio;741.0;189069.0;131.0;;689.0;7952.0;106.0;alta
MG;NORDESTE MINEIRO;mesorregiao;102122.0;9809630.0;45471.0;;95618.0;537666.0;18989.0;media
MG;ALTO RIO PARDO;microrregiao;14601.0;1204385.0;6168.0;;14211.0;;2354.0;media
MG;AGUAS VERMELHAS;municipio;768.0;157277.0;300.0;;696.0;5910.0;146.0;media
MG;RIO PARDO DE MINAS;municipio;5922.0;315848.0;2337.0;;896.0;24236.0;511.0;media
MG;RUBELITA;municipio;1146.0;105189.0;555.0;;1062.0;4635.0;342.0;media
MG;SALINAS;municipio;151.0;254957.0;1934.0;;3028.0;14175.0;502.0;media
MG;SÃO JOÃO DO PARA ISO;municipio;2802.0;239743.0;671.0;;2743.0;11852.0;765.0;media
MG;TAIOBEIRAS;municipio;812.0;131370.0;371.0;;786.0;6684.0;88.0;media
MG;MONTES CLAROS;microrregiao;23352.0;807112.0;5148.0;;21605.0;169845.0;2775.0;media
MG;BOCAIUVA;municipio;2306.0;310797.0;791.0;;2063.0;27532.0;216.0;media
MG;BRASILIA DE MINAS;municipio;2069.0;236416.0;303.0;;1998.0;15618.0;406.0;media
MG;CAPITÃO ENEAS;municipio;292.0;97089.0;138.0;;200.0;3391.0;44.0;media
MG;CLARO DOS POÇÕES;municipio;660.0;65867.0;121.0;;610.0;4605.0;46.0;media
MG;CIMENTOS MANTES MANTES MANTES;municipio;;;;;;;;media
MG;CORAÇÃO DE JESUS;microrregiao;2358.0;295485.0;309.0;1879.0;2226.0;15703.0;184.0;media
MG;ENGENHEIRO NAVARRO;microrregiao;492.0;85755.0;37.0;116.0;461.0;3645.0;57.0;media
MG;FRANCISCO DUMONT;microrregiao;296.0;77160.0;41.0;246.0;204.0;2304.0;38.0;media
MG;FRANCISCO SA;microrregiao;1671.0;231894.0;218.0;211.0;1537.0;12725.0;90.0;media
MG;IBIAI;microrregiao;49.0;339.0;78274.0;113.0;21.0;305.0;3938.0;media
MG;JANAUBA;microrregiao;;;1503.0;267296.0;597.0;1342.0;15186.0;media
MG;JEQUITAI;microrregiao;;;354.0;90020.0;75.0;313.0;5636.0;media
