_uf;_label;_level;inform_bens;valor_bens_mil_cr;inform_investimentos;valor_investimentos_mil_cr;inform_financiamentos;valor_financiamentos_mil_cr;confianca
RS;ALTO CAMAOUÃ;microrregiao;18584.0;12907635.0;227555.0;2521.0;94940.0;;media
RS;CAÇAPAVA;municipio;3296.0;1647.0;28235.0;234.0;7898.0;;media
RS;ENCRUZI LHAOA DO SUL A;municipio;4639.0;2010180.0;1704.0;40884.0;1054.0;12868.0;media
RS;LAVRAS;municipio;;;2053256.0;;331.0;22369.0;media
RS;PINHEIRO MACHADO;municipio;;;1954559.0;;825.0;29708.0;media
RS;PIRATJNI;municipio;3372.0;829.0;;;;;media
RS;CAXIAS DO SUL;mesorregiao;;17960.0;;;;101282.0;media
RS;VINICULTORA OE CAXIAS DO SUL;microrregiao;;17960.0;;;;10101282.0;media
RS;ANTONIO PRADO;municipio;;1500.0;;;;12321.0;media
RS;BENTO GONÇALVES;municipio;;2666.0;;;;13309.0;media
RS;CARLOS BARBOSA;municipio;;1462.0;;;;4972.0;media
RS;CAXIAS DO SUL;municipio;1736617.0;1965.0;25280.0;222.0;8721.0;;media
RS;COTJPORÃ;municipio;;692.0;;;;2515.0;media
RS;FARROUPILHA;municipio;563271.0;718.0;8639.0;134.0;1193.0;;media
RS;FLORES DA CUNHA;municipio;;1532.0;;;;12172.0;media
RS;QARIBALOI;municipio;;2168.0;;;;9363.0;media
RS;SÃO MARCOS;municipio;;732.0;;;;3881.0;media
RS;VERANOPOL IS;municipio;;1727.0;;;;8827.0;media
RS;PLANALTO MERID. RJO GRANDE;mesorregiao;;239887.0;;;;1907098.0;media
RS;COLONIAL DO ALTO TAOUARI;microrregiao;;19247.0;;;;119235.0;media
RS;ANTA GORDA;municipio;;1292.0;;;;7706.0;media
RS;ARVOREZlNHA;municipio;;2471.0;;;;15630.0;media
RS;CASCA;municipio;;2300.0;;;;10949.0;media
RS;DAVID CANABARRO;municipio;;992.0;;;;6415.0;media
RS;FONTOURA XAVIER;municipio;;2569.0;;;;8332.0;media
RS;GUAPORE;municipio;;2603.0;;;;14912.0;media
RS;ILOPOLIS;municipio;;575.0;;;;977.0;media
RS;NOVA ARAÇA;municipio;;332.0;;;;542.0;media
RS;NOVA BASSANO;municipio;;790.0;;;;246.0;media
RS;NOVA PRATA;municipio;;2395.0;;;;22794.0;media
RS;PARAI;municipio;629.0;187256.0;522.0;53.0;1001.0;;media
RS;PUTINGA;municipio;;231.0;;;;6621.0;media
RS;SERAF I NA CORREA;municipio;;1068.0;;;;7520.0;media
RS;COLONIAL DAS MISSÕES;microrregiao;;;;;;222700.0;media
RS;BOSSOROCA;municipio;;1183.0;;;;26584.0;media
RS;CAIBA TE;municipio;;1486.0;;;;9100.0;media
RS;CATUIPE;municipio;;1912.0;;;;29093.0;media
RS;GlRUA;municipio;;3621.0;;;;46705.0;media
RS;SANTO ANGELO;municipio;;7856.0;;;;69924.0;media
RS;SÃO NICOLAU;municipio;;921.0;;;;11315.0;media
RS;COLONIAL DE SANTA ROSA;microrregiao;;54706.0;;;;301180.0;media
RS;ALECRIM;municipio;;2573.0;;;;1885.0;media
RS;BOA VISTA;municipio;;1509.0;;;;12202.0;media
RS;CAMPINA DAS MISSÕES;municipio;;1652.0;;;;6304.0;media
RS;CANDIOO GODOI;municipio;;1709.0;;;;6881.0;media
RS;CERRO LARGO;municipio;;2369.0;;;;16202.0;media
RS;CRISSIUMAL;municipio;;3156.0;;;;14557.0;media
RS;GUARANI DAS MISSÕES;municipio;;1926.0;;;;8522.0;media
RS;HORIZONTINA;municipio;2850.0;1125695.0;1174.0;831.0;8916.0;;media
RS;HUMAITA;municipio;;1379.0;;;;13363.0;media
RS;INDEPENDENCIA;municipio;;1590.0;;;;13259.0;media
RS;PORTO LUCENA;municipio;;2301.0;;;;6573.0;media
RS;PORTO XAVIER;municipio;;1983.0;;;;4122.0;media
RS;ROQUE GONZALES;municipio;;1727.0;43.0;;;9091.0;media
RS;SANTA ROSA;municipio;;2531.0;;;;20919.0;media
RS;SANTO CRISTO;municipio;;2829.0;542.0;;;12737.0;media
RS;ALPESTRE;municipio;;2874.0;;;;10457.0;media
RS;BRAGA;municipio;;928.0;;;;5293.0;media
RS;CAIÇARA;municipio;;32.0;;;;4477.0;media
RS;CAMPO NOVO;municipio;;863.0;;;;9772.0;media
RS;CONSTANTINA;municipio;;2658.0;;;;15638.0;media
RS;ERVAL SECO;municipio;;2480.0;;;;16823.0;media
RS;FREDERICO WESTPHALEN;municipio;;2750.0;;;;13367.0;media
RS;IRAI;municipio;;1588.0;;;;5123.0;media
RS;LIBERA TO SALZANO;municipio;;1876.0;;;;4468.0;media
RS;MIRAGUAI;municipio;;1160.0;;;;2642.0;media
RS;NONDA'l;municipio;;4104.0;;;;17003.0;media
RS;PALMITINHO;municipio;;2433.0;;;;6762.0;media
RS;PLANALTO;municipio;;2540.0;;;;9303.0;media
RS;REDENTORA;municipio;;700.0;;;;7748.0;media
RS;RODEIO BONITO;municipio;;2210.0;;;;7681.0;media
RS;RONDA ALTA;municipio;;2464.0;;;;25980.0;media
RS;RONDINHA;municipio;;1203.0;;;;9784.0;media
RS;SÂO MARTINHO;municipio;;261.0;;;;9519.0;media
RS;SARANDI;municipio;2039.0;1048.0;266.0;23132.0;775.0;14384.0;media
RS;SEBERI;municipio;;2103.0;;;;9082.0;media
RS;COLONIAL DE ERECHIM;microrregiao;;44486.0;;;;325623.0;media
RS;ARATIBA;municipio;;2261.0;;;;11287.0;media
RS;BARÃO OE COTEGIPE;municipio;;257.0;;;;7621.0;media
RS;BARRACÃO;municipio;1146.0;578684.0;581.0;227.0;5490.0;;media
RS;CACIQUE OOBLE;municipio;;984.0;;;;5455.0;media
RS;CAMPINAS DO SUL;municipio;;433.0;;;;10269.0;media
RS;CIRIACO;municipio;;1230.0;;;;10410.0;media
RS;ERECHIM;municipio;2658.0;1257124.0;1691.0;483.0;14518.0;;media
RS;ERVAL GRANDE;municipio;;326.0;;;;5699.0;media
RS;QAURAMA;municipio;;2692.0;;;;14367.0;media
RS;GETULI O VARGAS;municipio;;3045.0;;;;28308.0;media
RS;IBIAÇA;municipio;;205.0;;;;13028.0;media
RS;ITATIBA;municipio;;1257.0;;;;4143.0;media
RS;JACUTINQA;municipio;;1194.0;;;;10003.0;media
RS;MACHADINHO;municipio;;1255.0;;;;7616.0;media
RS;MARAU;municipio;;3270.0;;;;36410.0;media
RS;MARCEL( NO RAMOS;municipio;;1060.0;62.0;;;5827.0;media
RS;MARIANO MORO;municipio;;522.0;;;;2449.0;media
RS;MAXIMILIANO DE ALMEIDA;municipio;;1080.0;;;;4830.0;media
RS;PAIM FILHO;municipio;;1701.0;381.0;;;7558.0;media
RS;SANANDUVA t;municipio;1096.0;25330.0;20905.0;;;;media
RS;SÃO JOSE DO OURO;municipio;;2134.0;;;;9907.0;media
RS;SÃO VALENTIM;municipio;;2614.0;;;;12406.0;media
RS;SERTÃO;municipio;;1405.0;;;;17899.0;media
RS;SEVERIANO DE ALMEIDA;municipio;;902.0;;;;2851.0;media
RS;TAPEJARA;municipio;;3404.0;;;;30138.0;media
RS;VIADUTOS;municipio;;1550.0;;;;6136.0;media
RS;COLONIAL DE IJUI;microrregiao;;10665.0;;;;32528.0;media
RS;AJUR(CABA;municipio;;21171.0;;;;17609.0;media
RS;AUGUSTO PESTANA;municipio;;1608.0;;;;21921.0;media
RS;PASSO FUNDO;microrregiao;16074.0;;;7246.0;232958.0;5739.0;media
RS;CARAZINHO;municipio;1899.0;;;1035.0;54528.0;850.0;media
RS;CHAPADA;municipio;1784.0;;;912.0;20781.0;866.0;media
RS;CORONEL BICACO;municipio;1071.0;;;415.0;12192.0;476.0;media
RS;PALMEIRA DAS MISSÕES;municipio;7571.0;;;3336.0;59661.0;2146.0;media
RS;PASSO FUNDO;municipio;2291.0;2811037.0;57339.0;843.0;51935.0;;media
RS;SANTO AUGUSTO;municipio;1458.0;;;587.0;28454.0;558.0;media
RS;COLONIAL DO ALTO JACUI;microrregiao;4100.0;;;2347.0;76883.0;2375.0;media
RS;COLORADO;municipio;673.0;;;313.0;15239.0;390.0;media
RS;NÃO-ME-TOQUE;municipio;117.0;;;682.0;22702.0;591.0;media
RS;SELBACH;municipio;702.0;;;447.0;14688.0;463.0;media
RS;TAPERA;municipio;;;;;4931.0;;media
RS;VICTOR GRAEFF;municipio;824.0;;;409.0;9321.0;458.0;media
RS;SOLEDADE;microrregiao;13140.0;;;4470.0;84274.0;4310.0;media
RS;BARROS CASSAL;municipio;2479.0;;;888.0;6747.0;126.0;media
RS;ESPUMOSO;municipio;3381.0;;;183.0;32618.0;1403.0;media
RS;SAL TO;municipio;774.0;;;449.0;13555.0;312.0;media
RS;SOLEDADE;municipio;6506.0;;;950.0;31353.0;1469.0;media
RS;CAMPOS OE VACARIA;microrregiao;14229.0;;;6390.0;194043.0;2069.0;media
RS;BOM JESUS;municipio;1526.0;;;514.0;28352.0;172.0;media
RS;CAMBARA DO SUL;municipio;389.0;;;180.0;7573.0;30.0;media
RS;ESMERALDA;municipio;410.0;;;;;;media
RS;lBIRAIARAS;municipio;1335.0;;;398.0;3596.0;385.0;media
RS;LAGOA VERMELHA;municipio;2611.0;;;1315.0;33621.0;198.0;media
RS;SÃO FRANCISCO DE PAULA;municipio;3111.0;;;1213.0;22442.0;287.0;media
RS;VACARIA;municipio;3847.0;;;2193.0;77041.0;503.0;media
RS;OESTE GAUCHO;mesorregiao;54236.0;;;25273.0;1599827.0;13811.0;media
RS;SANTA MARIA;microrregiao;15021.0;;;6688.0;138837.0;2966.0;media
RS;FORMIGUEIRO;municipio;1082.0;;;83.0;13702.0;368.0;media
RS;JAGUAR(;municipio;1944.0;;;935.0;11624.0;554.0;media
RS;MATA;municipio;966.0;;;510.0;5423.0;178.0;media
RS;RESTINGA SECA;municipio;1770.0;;;709.0;29275.0;756.0;media
RS;SANTA MARIA;municipio;5035.0;;;2196.0;45881.0;481.0;media
RS;SÀO PEDRO DO SUL;municipio;3408.0;;;1479.0;15153.0;454.0;media
RS;SÃO VICENTE DO SUL;municipio;816.0;;;376.0;17776.0;175.0;media
RS;CAMPANHA;microrregiao;21813.0;;;10536.0;1081343.0;5051.0;media
RS;ALEGRETE;municipio;2807.0;;;1551.0;152708.0;583.0;media
RS;BAGE;municipio;2826.0;;;1258.0;114248.0;345.0;media
RS;CACEQUI;municipio;600.0;;;373.0;39236.0;201.0;media
RS;DOM PEDRITO;municipio;1536.0;;;727.0;63771.0;286.0;media
RS;ITAQUI;municipio;1213.0;;;669.0;131110.0;432.0;media
RS;QUARA I;municipio;807.0;;;308.0;32227.0;143.0;media
RS;ROSARIO DO SUL;municipio;1793.0;;;782.0;60371.0;389.0;media
RS;SANTANA DO LIVRAMENTO;municipio;2346.0;;;1166.0;74308.0;255.0;media
RS;SANTO ANTONIO DAS MISSÕES;municipio;1636.0;;;585.0;19797.0;526.0;media
SC;TOTAIS;total;234930.0;80228313.0;135888.0;2071943.0;65801.0;826835.0;media
SC;LESTE CATARINENSE;mesorregiao;47353.0;13843748.0;30099.0;298530.0;13893.0;8620.0;media
SC;COLONIAL DE JOINVILE;microrregiao;7672.0;2607095.0;4898.0;59998.0;923.0;18311.0;media
SC;ARAQUARI;municipio;258.0;244207.0;153.0;5233.0;56.0;1189.0;media
SC;BARRA VELHA;municipio;610.0;198507.0;366.0;7244.0;206.0;2854.0;media
SC;CORUPA;municipio;1325.0;235403.0;919.0;5963.0;64.0;522.0;media
SC;GARUVA;municipio;410.0;196080.0;138.0;3803.0;11.0;446.0;media
SC;GUARAMIRIM;municipio;865.0;349851.0;594.0;11728.0;281.0;5209.0;media
SC;JARAGUA;municipio;1939.0;637596.0;1289.0;8737.0;122.0;2452.0;media
SC;JOINVILLE;municipio;1715.0;542849.0;1107.0;12463.0;125.0;5149.0;media
SC;SÃO FRANCISCO DO SUL;municipio;186.0;55428.0;63.0;2389.0;;50.0;media
SC;SCHROEDER;municipio;364.0;147170.0;269.0;2434.0;57.0;438.0;media
SC;LITORAL OE (TAJA(;microrregiao;1511.0;640187.0;980.0;28845.0;349.0;11100.0;media
SC;BALNEARIO CAMBORIU;municipio;16.0;6142.0;10.0;77.0;;;media
SC;CAMBORIU;municipio;248.0;69476.0;121.0;1788.0;36.0;493.0;media
SC;ILHOTA;municipio;430.0;159371.0;307.0;6016.0;120.0;2824.0;media
SC;ITA JAI;municipio;369.0;205420.0;209.0;12726.0;63.0;2364.0;media
SC;ITAPEMA;municipio;83.0;33153.0;49.0;1241.0;17.0;553.0;media
SC;NAVEGANTES;municipio;133.0;65688.0;93.0;1978.0;45.0;2357.0;media
SC;PENHA;municipio;87.0;34615.0;78.0;3540.0;;634.0;media
SC;P(ÇARRAS;municipio;145.0;66317.0;113.0;1475.0;60.0;;media
SC;COLONIAL DE BLUMENAU;microrregiao;17107.0;4226099.0;10640.0;69046.0;3107.0;23995.0;media
SC;ASCURRA;municipio;302.0;94369.0;201.0;1447.0;48.0;542.0;media
SC;BENEDITO NOVO;municipio;1368.0;367234.0;1006.0;6751.0;155.0;1468.0;media
SC;BLUMENAU;municipio;2223.0;455329.0;1409.0;2987.0;;63.0;media
SC;BOTUYERA;municipio;586.0;138262.0;420.0;2235.0;422.0;2122.0;media
SC;BRUSQUE;municipio;487.0;69611.0;217.0;1129.0;21.0;259.0;media
SC;GASPAR;municipio;1013.0;336795.0;618.0;10214.0;151.0;2495.0;media
SC;GUAB I RUBA;municipio;827.0;126376.0;548.0;2844.0;83.0;251.0;media
SC;INDAIAL;municipio;1864.0;449681.0;764.0;4938.0;245.0;1146.0;media
SC;LUIZ ALVES;municipio;890.0;151572.0;537.0;3590.0;201.0;2234.0;media
SC;MASSARANDUBA;municipio;1542.0;496674.0;849.0;10131.0;362.0;4750.0;media
SC;POMERODE;municipio;1461.0;237349.0;1090.0;2124.0;27.0;833.0;media
SC;PRESIDENTE NEREU;municipio;501.0;12226.0;423.0;4433.0;311.0;1454.0;media
SC;RIO DOS CEDROS;municipio;1442.0;378185.0;1052.0;3799.0;102.0;895.0;media
SC;RODEIO;municipio;651.0;165926.0;321.0;1208.0;54.0;329.0;media
SC;TIMBO;municipio;759.0;230361.0;502.0;2791.0;9.0;329.0;media
SC;VIDAL RAMOS;municipio;1191.0;416141.0;683.0;8417.0;872.0;4819.0;media
SC;COLONIAL DO ITAJAI DO NORTE;microrregiao;4683.0;1148539.0;3098.0;21953.0;2062.0;11502.0;media
SC;DONA EMMA;municipio;571.0;141908.0;303.0;1731.0;212.0;838.0;media
SC;(BIRAMA;municipio;463.0;569315.0;595.0;11287.0;1012.0;207.0;media
SC;PRESIDENTE GETULIO;municipio;1017.0;249057.0;635.0;4987.0;533.0;;media
SC;WITMARSUM;municipio;632.0;188259.0;565.0;946.0;305.0;1915.0;media
SC;COLONIAL DO ALTO ITAJAI;microrregiao;16380.0;5221826.0;10483.0;118687.0;7452.0;43709.0;media
SC;AGROLANDIA;municipio;856.0;306450.0;484.0;4933.0;300.0;2032.0;media
SC;AGRONOMICA;municipio;667.0;191910.0;485.0;13.0;1.0;1895.0;media
SC;ATALANTA;municipio;541.0;205417.0;273.0;77.0;251.0;1290.0;media
SC;AURORA;municipio;1031.0;302997.0;708.0;6471.0;122.0;195.0;media
SC;IMBUIA;municipio;598.0;188004.0;458.0;252.0;381.0;1418.0;media
SC;ITUPORANGA;municipio;337.0;853732.0;1520.0;18183.0;4.0;6421.0;media
SC;LAURENTINO;municipio;525.0;128629.0;295.0;1873.0;112.0;778.0;media
SC;FLORIANOPOLIS;mesorregiao;;1351160.0;2463.0;35560.0;481.0;13914.0;media
SC;FLORIANOPOLIS;microrregiao;;351160.0;2463.0;35560.0;481.0;13914.0;media
SC;BIGUAÇU;municipio;;188.0;514.0;7694.0;82.0;1165.0;media
SC;FLORIANOPOLIS;municipio;;278539.0;132.0;2216.0;;37.0;media
SC;GAROPABA;municipio;;68153.0;155.0;1494.0;22.0;74.0;media
SC;GOVERNADOR CELSO RAMOS;municipio;;29265.0;64.0;1164.0;;1442.0;media
SC;PALHOÇA;municipio;;173811.0;198.0;3106.0;32.0;845.0;media
SC;PAULO LOPES;municipio;;95634.0;236.0;7616.0;58.0;578.0;media
SC;PORTO BELO;municipio;;128663.0;90.0;1136.0;;183.0;media
SC;SANTO AMARO DA IMPERATRIZ;municipio;;143253.0;334.0;3311.0;53.0;762.0;media
SC;SÃO JOSE;municipio;;114145.0;355.0;3333.0;;4707.0;media
SC;TIJUCAS;municipio;;231525.0;385.0;4484.0;210.0;4117.0;media
SC;SUL CATARINENSE;mesorregiao;;12011979.0;24040.0;304104.0;15732.0;171465.0;media
SC;COLONIAL SERRANA CATARINENSE;microrregiao;;1829187.0;5514.0;42891.0;2711.0;16539.0;media
SC;AGUAS MORNAS;municipio;;95974.0;405.0;2321.0;46.0;374.0;media
SC;ALFREDO WAGNER;municipio;;362643.0;800.0;6556.0;560.0;4529.0;media
SC;ANGELINA;municipio;;174223.0;536.0;3865.0;165.0;1034.0;media
SC;ANITAPOLIS;municipio;;162331.0;449.0;3725.0;150.0;858.0;media
SC;ANTONIO CARLOS;municipio;;137801.0;618.0;4250.0;82.0;578.0;media
SC;CANELINHA;municipio;;53020.0;195.0;1432.0;171.0;1214.0;media
SC;LEOBERTO LEAL;municipio;;206337.0;723.0;6774.0;438.0;1552.0;media
SC;MAJOR GERCINO;municipio;;100218.0;187.0;2029.0;258.0;1673.0;media
SC;NOVA TRENTO;municipio;;140392.0;557.0;2591.0;380.0;2130.0;media
SC;RANCHO QUEIMADO;municipio;;144862.0;247.0;4930.0;63.0;958.0;media
SC;SÂO BONIFACIO;municipio;;141809.0;410.0;2387.0;150.0;1148.0;media
SC;SÃO JOÂO BATISTA;municipio;;109571.0;387.0;2025.0;248.0;484.0;media
SC;LITORAL OE LAGUNA;microrregiao;;700666.0;2047.0;23622.0;392.0;8753.0;media
SC;IMARUI;municipio;;254897.0;1344.0;9693.0;321.0;4344.0;media
SC;IMBITUBA;municipio;;112576.0;350.0;4677.0;44.0;1994.0;media
SC;LAGUNA;municipio;;333192.0;353.0;9251.0;27.0;2414.0;media
SC;CARBONIFERA;microrregiao;;4781860.0;9051.0;110195.0;5271.0;50204.0;media
SC;ARMAZEM;municipio;;28561.0;;;;;media
SC;BRAÇO DO NORTE;municipio;;298038.0;629.0;8768.0;377.0;3.0;media
SC;CRI CIUMA;municipio;;697417.0;969.0;13711.0;582.0;6942.0;media
SC;GRÃO PARA;municipio;;374781.0;563.0;6476.0;430.0;3239.0;media
SC;GRAVATAL;municipio;;166632.0;563.0;4990.0;238.0;2039.0;media
SC;LAURO MULLER;municipio;;153185.0;398.0;4448.0;179.0;2260.0;media
SC;MORRO DA FUMAÇA;municipio;;167571.0;243.0;2966.0;171.0;1610.0;media
SC;ORLEANS;municipio;;619134.0;1029.0;18059.0;823.0;7866.0;media
SC;PEDRAS GRANDES;municipio;;175257.0;519.0;5362.0;310.0;2290.0;media
SC;RIO FORTUNA;municipio;;246179.0;522.0;4698.0;166.0;1273.0;media
SC;SANTA ROSA DE LIMA;municipio;;80167.0;209.0;1946.0;81.0;686.0;media
SC;SÃO MARTINHO;municipio;;148118.0;451.0;2943.0;128.0;683.0;media
SC;COLONIAL;microrregiao;6093.0;;;3386.0;67751.0;3680.0;media
SC;.JACINTO MACHADO;municipio;1227.0;;;668.0;10455.0;671.0;media
SC;MELE IRO;municipio;1191.0;;;807.0;19779.0;842.0;media
SC;NOVA VENEZA;municipio;853.0;;;433.0;9225.0;322.0;media
SC;PRAIA GRANDE;municipio;757.0;;;386.0;3405.0;416.0;media
SC;TIMBE;municipio;676.0;;;320.0;3234.0;393.0;media
SC;TURVO;municipio;1389.0;;;772.0;21651.0;1036.0;media
SC;OESTE CATARINENSE;mesorregiao;141871.0;;;79286.0;1433748.0;35695.0;media
SC;CAMPOS OE LAGES;microrregiao;9248.0;;;4465.0;106998.0;1315.0;media
SC;BOM .JARDIM DA SERRA;municipio;485.0;;;165.0;4304.0;89.0;media
SC;BOM RETIRO;municipio;803.0;;;454.0;10221.0;214.0;media
SC;CORREIA PINTO;municipio;819.0;;;383.0;6744.0;54.0;media
SC;LAGES;municipio;3210.0;;;662.0;38465.0;232.0;media
SC;OTACILIO COSTA;municipio;707.0;;;393.0;11237.0;78.0;media
SC;SÃO .JOAQUIM;municipio;1749.0;;;804.0;27534.0;342.0;media
SC;URUBICI;municipio;475.0;;;604.0;8489.0;306.0;media
SC;CAMPOS DE CURITIBANOS;microrregiao;14081.0;;;6630.0;128545.0;3340.0;media
SC;ANITA GARIBALOI;municipio;2456.0;;;1130.0;10800.0;544.0;media
SC;CAMPO BELO DO SUL;municipio;2185.0;;;751.0;11081.0;419.0;media
SC;CAMPOS NOVOS;municipio;3876.0;;;1987.0;47473.0;1179.0;media
SC;CURITIBANOS;municipio;1251.0;;;561.0;18379.0;331.0;media
SC;LEBON REGIS;municipio;889.0;;;308.0;14293.0;140.0;media
SC;PONTE ALTA;municipio;493.0;;;204.0;4711.0;66.0;media
SC;SANTA CECILIA;municipio;576.0;;;275.0;6619.0;45.0;media
SC;SÃO .JOSE DO CERRITO;municipio;2355.0;;;1414.0;15186.0;616.0;media
SC;COLONIAL DO RIO DO PEIXE;microrregiao;28763.0;;;17488.0;298265.0;7003.0;media
SC;AGUA DOCE;municipio;737.0;;;396.0;12203.0;271.0;media
SC;ARROIO TRINTA;municipio;414.0;;;210.0;1827.0;209.0;media
SC;CAÇADOR;municipio;1247.0;;;777.0;15539.0;330.0;media
SC;CAPINZAL;municipio;632.0;;;332.0;9703.0;8.0;media
SC;CATANDUVAS;municipio;362.0;;;150.0;9353.0;57.0;media
SC;CONCORDIA;municipio;5901.0;;;4119.0;54118.0;301.0;media
SC;ERVAL VELHO;municipio;532.0;;;330.0;6317.0;131.0;media
SC;FRAIBURGO;municipio;586.0;;;290.0;32947.0;9.0;media
SC;HERVAL O' OESTE;municipio;783.0;;;333.0;5152.0;5.0;media
SC;IBICARE;municipio;618.0;;;296.0;4750.0;2.0;media
SC;IPIRA;municipio;861.0;;;580.0;4044.0;183.0;media
SC;IPUMIRIM;municipio;1224.0;;;873.0;9095.0;359.0;media
SC;IRANI;municipio;708.0;;;500.0;4878.0;138.0;media
SC;.JABORA;municipio;627.0;;;471.0;7216.0;213.0;media
SC;ABELARDO LUZ;municipio;2238.0;;;972.0;44422.0;719.0;media
SC;AGUAS OE CHAPECO;municipio;1041.0;;;649.0;6453.0;415.0;media
SC;ANCHIETA;municipio;1436.0;;;824.0;5972.0;502.0;media
SC;CAIBI;municipio;971.0;;;346.0;4557.0;190.0;media
SC;CAMPO ERE;municipio;4280.0;;;2091.0;19751.0;722.0;media
SC;CAXAMBU DO SUL;municipio;1356.0;;;747.0;7779.0;305.0;media
SC;CHAPECO;municipio;4184.0;;;2232.0;58270.0;1010.0;media
SC;CORONEL FREITAS;municipio;2993.0;;;1721.0;21396.0;660.0;media
SC;CUNHA PORÃ;municipio;2592.0;;;1395.0;18956.0;711.0;media
SC;DESCANSO;municipio;2632.0;;;1913.0;20507.0;736.0;media
SC;DIONISIO CERQUEIRA;municipio;1831.0;;;896.0;7275.0;455.0;media
SC;F ACH I NAL DOS GUEDES;municipio;548.0;;;357.0;16570.0;203.0;media
SC;GALVÃO;municipio;1223.0;;;875.0;14137.0;394.0;media
SC;GUARAC I ABA;municipio;1855.0;462322.0;14034.0;726.0;6387.0;;media
SC;GUARUJA;municipio;608.0;;;386.0;2650.0;198.0;media
SC;ITAPIRANGA;municipio;3496.0;1032538.0;217917.0;1164.0;15094.0;;media
SC;MARAVILHA;municipio;2928.0;;;1600.0;15150.0;628.0;media
SC;MODELO;municipio;2736.0;553615.0;16762.0;743.0;6645.0;;media
SC;MONDAI;municipio;3597.0;;;2257.0;20194.0;948.0;media
SC;NOVA ERECHIM;municipio;437.0;;;234.0;3305.0;118.0;media
SC;PALMA SOLA;municipio;853.0;;;634.0;7380.0;258.0;media
SC;PALMITOS;municipio;2444.0;;;1731.0;19305.0;750.0;media
SC;PINHALZINHO;municipio;863.0;;;669.0;9530.0;245.0;media
SC;QUILOMBO;municipio;3689.0;;;1970.0;20858.0;695.0;media
SC;ROMELANDIA;municipio;1885.0;;;1296.0;9691.0;647.0;media
SC;SÃO CARLOS;municipio;1510.0;;;1084.0;12547.0;482.0;media
SC;SÃO DOMINGOS;municipio;2328.0;;;1085.0;19244.0;444.0;media
SC;SÃO JOSE DO CEDRO;municipio;2469.0;;;1838.0;15261.0;763.0;media
SC;SÃO LOURENÇO DO OESTE;municipio;3225.0;;;1816.0;17771.0;634.0;media
SC;SÃO MIGUEL D'OESTE;municipio;3527.0;;;21111.0;18719.0;1016.0;media
SC;SAUDADES;municipio;1438.0;;;948.0;8853.0;418.0;media
SC;VARGEÂO;municipio;288.0;;;167.0;2790.0;85.0;media
SC;XANXERE;municipio;2004.0;;;925.0;19729.0;475.0;media
SC;XAXIM;municipio;2900.0;;;1537.0;26478.0;594.0;media
SC;PLANALTO DE CANOINHAS;microrregiao;17374.0;;;8163.0;155711.0;4984.0;media
SC;CAMPO ALEGRE;municipio;880.0;;;465.0;4880.0;223.0;media
SC;CANOINHAS;municipio;2395.0;;;1281.0;27556.0;1161.0;media
SC;IRINEOPOLIS;municipio;919.0;;;337.0;13035.0;518.0;media
SC;ITAIOPOLIS;municipio;3702.0;;;2050.0;18593.0;988.0;media
SC;MAFRA;municipio;;;;;21.0;;media
SC;MAJOR VIEIRA;municipio;1450.0;;;275.0;8447.0;473.0;media
SC;MATOS COSTA;municipio;469.0;;;144.0;9351.0;40.0;media
SC;MONTE CASTELO;municipio;729.0;;;233.0;3443.0;163.0;media
SC;PAPANDUVA;municipio;1409.0;;;676.0;11556.0;418.0;media
SE;TOTAIS;total;1115234.0;15361035.0;36609.0;356741.0;14311.0;170323.0;alta
SE;SERGIPANA;microrregiao;103310.0;12488106.0;33352.0;321916.0;13318.0;150679.0;alta
SE;SERTÃO SERGIPANO DO SÃO FRANCISCO;microrregiao;12158.0;1590187.0;4914.0;44613.0;2201.0;16244.0;alta
SE;CANINDE DE SÂO FRANCISCO;municipio;547.0;186083.0;218.0;8122.0;71.0;2390.0;alta
SE;GARARU;municipio;2580.0;305441.0;761.0;5688.0;311.0;3614.0;alta
SE;MONTE ALEGRE DE SERGIPE;municipio;795.0;116117.0;402.0;3704.0;225.0;976.0;alta
SE;NOSSA SENHORA DA GLORIA;municipio;2759.0;351987.0;1497.0;11444.0;593.0;4377.0;alta
SE;POÇO REDONDO;municipio;2121.0;272440.0;467.0;5235.0;343.0;2368.0;alta
SE;PORTO DA FOLHA;municipio;3356.0;358117.0;1569.0;10418.0;658.0;2518.0;alta
SE;PROPRIA;microrregiao;9433.0;743928.0;1506.0;13222.0;2505.0;9991.0;alta
SE;AMPARO DE SÃO FRANCISCO;municipio;357.0;20984.0;55.0;1414.0;20.0;151.0;alta
SE;BREJO GRANDE;municipio;1660.0;1251119.0;130.0;1231.0;841.0;2729.0;alta
SE;CANHOBA;municipio;136.0;111654.0;355.0;1573.0;73.0;417.0;alta
SE;ILHA DAS FLORES;municipio;728.0;26449.0;45.0;180.0;330.0;898.0;alta
SE;NEOPOLIS;municipio;1211.0;171786.0;107.0;1357.0;415.0;1787.0;alta
SE;NOSSA SENHORA DE LOURDES;municipio;502.0;38976.0;149.0;1011.0;75.0;332.0;alta
SE;PACATUBA;municipio;2085.0;158657.0;375.0;2466.0;207.0;283.0;alta
SE;PROPRIA;municipio;1518.0;65846.0;249.0;3359.0;466.0;1649.0;alta
SE;TELHA;municipio;236.0;24422.0;41.0;627.0;78.0;742.0;alta
