_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;val_9;confianca
PA;TAPAJOS;microrregiao;66.0;74.0;1666.0;30.0;31.0;381.0;;;1175.0;media
PA;AVEIRO;municipio;49.0;50.0;431.0;13.0;13.0;132.0;;;750.0;media
PA;ITAITUBA;municipio;17.0;24.0;1235.0;17.0;18.0;249.0;;;425.0;media
PA;BAIXO AMAZONAS;microrregiao;153.0;157.0;1869.0;25.0;29.0;7401.0;;;53.0;media
PA;ALMEIRIM;municipio;;;32.0;;;6865.0;;;53.0;media
PA;PORTO DE MOZ;municipio;114.0;115.0;1036.0;;;;;;;media
PA;PRAINHA;municipio;37.0;40.0;801.0;21.0;25.0;536.0;;;;media
PA;XINGU;microrregiao;48.0;55.0;2030.0;19.0;19.0;334.0;28.0;;3224.0;media
PA;ALTAMIRA;municipio;30.0;36.0;1668.0;13.0;13.0;275.0;28.0;;3224.0;media
PA;SÃO FELIX DO XINGU;municipio;18.0;19.0;362.0;;;59.0;;;;media
PA;ARAGUAIA PARAENSE;microrregiao;758.0;805.0;19539.0;136.0;155.0;4041.0;23.0;;6643.0;media
PA;CONCEIÇÃO DO ARAGUAIA;municipio;311.0;332.0;33.0;35.0;906.0;11.0;12.0;1867.0;;media
PA;REDENÇÃO;municipio;176.0;189.0;5362.0;23.0;24.0;228.0;;;;media
PA;RIO MARIA;municipio;123.0;130.0;2209.0;16.0;16.0;434.0;;;274.0;media
PA;SANTANA DO ARAGUAIA;municipio;22.0;26.0;1567.0;;;1705.0;;;300.0;media
PA;XINGUARA;municipio;126.0;128.0;1461.0;61.0;76.0;768.0;;;4202.0;media
PA;LESTE PARAENSE;mesorregiao;1519.0;1695.0;43881.0;701.0;809.0;34822.0;899.0;1059.0;;media
PA;FUROS;microrregiao;54.0;57.0;818.0;21.0;25.0;603.0;;;212.0;media
PA;AFUA;municipio;;;;;;;;;;media
PA;BREVES;municipio;;;153.0;;;;;;;media
PA;CURRALINHO;municipio;;;;;;;;;;media
PA;GURUPA;municipio;;;;;;;;;;media
PA;MELGAÇO;municipio;;;;;;;;;;media
PA;PORTEL;municipio;48.0;50.0;625.0;21.0;25.0;603.0;;;207.0;media
PA;SENADOR JOSE PORFIRIO;municipio;;;40.0;;;;;;;media
PA;CAMPOS OE MARAJO;microrregiao;;;85.0;;;;;;1450.0;media
PA;CHAVES;municipio;;;;;;;;;1200.0;media
PA;MUANA;municipio;;;;;;;;;;media
PA;PONTA DE PEDRAS;municipio;;;75.0;;;;;;;media
PA;SALVATERRA;municipio;;;10.0;;;;;;250.0;media
PA;BAIXO TOCANTINS;microrregiao;108.0;122.0;5322.0;60.0;70.0;19.0;28.0;6400.0;;media
PA;BAIÃO;municipio;13.0;16.0;574.0;;;;;;;media
PA;MARABA;microrregiao;756.0;;805.0;10584.0;;54.0;;54.0;199.0;media
PA;ITUPIRANGA;municipio;276.0;;279.0;2708.0;;;;;;media
PA;JACUNDA;municipio;152.0;;211.0;2265.0;;18.0;;18.0;161.0;media
PA;MARABA;municipio;177.0;;198.0;4029.0;;11.0;;11.0;35.0;media
PA;SÃO JOÂO DO ARAGUAIA;municipio;89.0;;94.0;1253.0;;22.0;;22.0;;media
PA;TUCURUI;municipio;22.0;;23.0;329.0;;;;;;media
PA;TOME-AÇU;microrregiao;155.0;;195.0;9437.0;;245.0;;282.0;176.0;media
PA;ACARA;municipio;41.0;;52.0;2574.0;;29.0;;30.0;23.0;media
PA;TOME-AÇU;municipio;114.0;;143.0;6263.0;;216.0;;252.0;153.0;media
PA;GUAJARINA;microrregiao;264.0;;303.0;8191.0;;160.0;;182.0;306.0;media
