_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;val_9;confianca
RS;LAGOA VERME LHA;municipio;922.0;992.0;19555.0;78.0;90.0;2299.0;234.0;36007.0;;media
RS;SÃO FRANCISCO DE PAULA;municipio;30.0;32.0;651.0;16.0;1005.0;47595.0;;;;media
RS;VACARIA;municipio;442.0;512.0;32555.0;212.0;257.0;22511.0;1884.0;287731.0;;media
RS;OESTE GAUCHO;mesorregiao;5551.0;6750.0;521200.0;9709.0;798024.0;11970.0;15463.0;2344184.0;;media
RS;SANTA MARIA;microrregiao;301.0;698.0;65088.0;2450.0;2948.0;112673.0;8003.0;988075.0;;media
RS;FORMIGUEIRO;municipio;26.0;29.0;1162.0;41.0;48.0;2216.0;161.0;34280.0;;media
RS;JAGUARI;municipio;533.0;751.0;16699.0;612.0;750.0;22984.0;903.0;71191.0;;media
RS;MATA;municipio;179.0;236.0;6321.0;189.0;212.0;6249.0;369.0;28716.0;;media
RS;RESTINGA SECA;municipio;69.0;93.0;10753.0;428.0;508.0;24514.0;428.0;64912.0;;media
RS;SANTA MARIA;municipio;361.0;421.0;859.0;528.0;622.0;26313.0;3734.0;471739.0;;media
RS;SÃO PEDRO DO SUL;municipio;101.0;129.0;14953.0;525.0;650.0;22463.0;2364.0;309514.0;;media
RS;SÃO VICENTE;municipio;32.0;39.0;3341.0;127.0;148.0;7934.0;44.0;7723.0;;media
RS;CAMPANHA;microrregiao;1237.0;1632.0;249937.0;1753.0;2121.0;398062.0;4315.0;962773.0;;media
RS;ALEGRETE;municipio;284.0;367.0;13426.0;82.0;99.0;7795.0;389.0;68404.0;;media
RS;SAGE;municipio;56.0;74.0;16572.0;91.0;19.0;23237.0;481.0;125243.0;;media
RS;CACEOUI;municipio;27.0;37.0;16572.0;63.0;71.0;20134.0;381.0;83046.0;;media
RS;DOM PEDRITO;municipio;51.0;;60116.0;145.0;178.0;52532.0;267.0;9574.0;;media
RS;ITAOUI;municipio;67.0;88.0;21697.0;109.0;135.0;32115.0;150.0;963.0;;media
RS;QUARAI;municipio;16.0;21.0;1440.0;19.0;27.0;5515.0;22.0;12056.0;;media
RS;ROSARIO;municipio;122.0;245.0;9931.0;35.0;48.0;17181.0;276.0;42106.0;;media
RS;SANTANA DO LIVRAMENTO;municipio;220.0;246.0;18354.0;60.0;78.0;16937.0;702.0;103566.0;;media
SC;TOTAIS;total;98410.0;12773.0;3491979.0;10625.0;12001.0;461585.0;56495.0;7334912122198.0;;media
SC;LESTE CATARINENSE;mesorregiao;9448.0;10468.0;236324.0;1364.0;1584.0;38379.0;364685500975.0;;;media
SC;COLONIAL DE JOINVILE;microrregiao;789.0;865.0;11292.0;119.0;136.0;4023.0;1477.0;2179308046.0;;media
SC;ARAQUARI;municipio;54.0;59.0;1192.0;;;152.0;;365.0;;media
SC;BARRA VELHA;municipio;24.0;30.0;894.0;;20.0;484.0;103.0;15619379.0;;media
SC;CORUPA;municipio;17.0;19.0;270.0;;;;1026.0;1550222552.0;;media
SC;GARUVA;municipio;;;123.0;;;200.0;;110.0;;media
SC;GUARAMIRIM;municipio;202.0;224.0;2317.0;10.0;11.0;100.0;26.0;312775.0;;media
SC;JARAGUA DO SUL;municipio;312.0;335.0;3630.0;39.0;46.0;574.0;120.0;15338849.0;;media
SC;JOINVILLE;municipio;51.0;63.0;716.0;12.0;15.0;1570.0;68.0;703913.0;;media
SC;SÃO FRANCISCO DO SUL;municipio;2.0;;340.0;;;;19.0;212238.0;;media
SC;SCHROEDER;municipio;122.0;128.0;1810.0;34.0;34.0;938.0;111.0;19117865.0;;media
SC;LITORAL DE ITAJAI;microrregiao;130.0;136.0;2834.0;89.0;96.0;1715.0;184.0;19221936.0;;media
SC;BALNEAR I O CAMBOR I U;municipio;;;;;;;;74.0;;media
SC;CAMBORIU;municipio;11.0;12.0;239.0;28.0;31.0;512.0;;;;media
SC;ILHOTA;municipio;44.0;46.0;822.0;38.0;41.0;620.0;124.0;12715022.0;;media
SC;ITAJAI;municipio;17.0;18.0;616.0;;;25.0;;3547.0;;media
SC;ITAPEMA;municipio;12.0;12.0;499.0;;;;19.0;19709.0;;media
SC;NAVEGANTES;municipio;;;15.0;;;;;;;media
SC;PENHA;municipio;;10.0;103.0;;;15.0;;1005.0;;media
SC;PIÇARRAS;municipio;36.0;37.0;540.0;21.0;21.0;543.0;25.0;301579.0;;media
SC;COLONIAL DE BLUMENAU;microrregiao;3686.0;4129.0;73134.0;542.0;600.0;12833.0;8955.0;111781001794.0;;media
SC;ASCURRA';municipio;;;;;;;229.0;28546673.0;;media
SC;BENEDITO NOVO;municipio;686.0;705.0;10076.0;;;68.0;967.0;106382368.0;;media
SC;BLUMENAU;municipio;195.0;204.0;2063.0;176.0;201.0;2537.0;1303.0;151257081.0;;media
SC;BOTUVERA;municipio;128.0;132.0;2062.0;;;27.0;496.0;64765470.0;;media
SC;BRUSQUE;municipio;;;47.0;;;148.0;67.0;805895.0;;media
SC;GASPAR;municipio;50.0;51.0;635.0;80.0;85.0;1841.0;189.0;31862125.0;;media
SC;GUABIRUBA;municipio;323.0;324.0;5847.0;19.0;19.0;176.0;217.0;2172948.0;;media
SC;INDAIAL;municipio;226.0;232.0;9564.0;77.0;77.0;981.0;1385.0;144491700.0;;media
SC;LUIZ ALVES;municipio;398.0;433.0;5517.0;;;55.0;152.0;1618162.0;;media
SC;MASSARANDUBA;municipio;746.0;1005.0;16490.0;71.0;83.0;1053.0;58.0;699801.0;;media
SC;POMERODE;municipio;323.0;327.0;6249.0;;;10.0;1144.0;126157791.0;;media
SC;PRESIDENTE NEREU;municipio;45.0;46.0;2542.0;10.0;10.0;546.0;476.0;54977213.0;;media
SC;RIO DOS CEDROS;municipio;263.0;270.0;6052.0;;;430.0;551.0;63837683.0;;media
SC;RODEIO;municipio;;;;;;;;;;media
SC;TIMBO;municipio;205.0;282.0;2901.0;50.0;56.0;416.0;;1432.0;;media
SC;VIDAL RAMOS;municipio;90.0;110.0;2689.0;39.0;48.0;4545.0;1094.0;111279471.0;;media
SC;COLONIAL DO ITAJAI DO NORTE;microrregiao;1020.0;1051.0;22778.0;41.0;48.0;2042.0;3638.0;492844227.0;;media
SC;DONA EMMA;municipio;232.0;241.0;3679.0;;;;448.0;63192980.0;;media
SC;(BIRAMA;municipio;214.0;224.0;2523.0;11.0;16.0;355.0;1900.0;2414265421.0;;media
SC;PRESIDENTE GETULIO;municipio;207.0;216.0;3375.0;29.0;31.0;1681.0;753.0;1657387053.0;;media
SC;WITMARSUM;municipio;367.0;370.0;13201.0;;;;537.0;79098773.0;;media
SC;COLONIAL DO ALTO ITAJAI;microrregiao;3823.0;4287.0;126286.0;573.0;;17766.0;11133.0;17427324972.0;;media
SC;AGROLANDIA;municipio;161.0;184.0;3077.0;12.0;13.0;258.0;193.0;25949970.0;;media
SC;AGRONOMICA;municipio;75.0;78.0;1243.0;51.0;58.0;1449.0;443.0;49753515.0;;media
SC;ATALANTA;municipio;;;82.0;;;40.0;436.0;755123369.0;;media
SC;AURORA;municipio;51.0;54.0;890.0;;;175.0;956.0;1210150334.0;;media
SC;IMBUIA;municipio;275.0;368.0;10005.0;;;;503.0;636105209.0;;media
SC;ITUPORANGA;municipio;676.0;720.0;22059.0;29.0;37.0;1384.0;2030.0;3395764191.0;;media
SC;FLORIANOPOLIS;mesorregiao;;;334.0;379.0;6917.0;68.0;75.0;952.0;;media
SC;FLORIANOPOLIS;microrregiao;;;334.0;379.0;6917.0;68.0;75.0;1952.0;;media
SC;BIGUAÇU;municipio;;;12.0;16.0;1295.0;;;437.0;;media
SC;FLORIANOPOLIS;municipio;;;;;348.0;;;289.0;;media
SC;GAROPABA;municipio;;;12.0;13.0;197.0;12.0;14.0;230.0;;media
SC;GOVERNADOR CELSO RAMOS;municipio;25.0;26.0;2200.0;;;;;;;media
SC;PALHOÇA;municipio;;;47.0;65.0;1497.0;;;220.0;;media
SC;PAULO LOPES;municipio;;;32.0;39.0;692.0;25.0;29.0;510.0;;media
SC;PORTO BELO;municipio;112.0;20.0;48.0;;;;;;;media
SC;SANTO AMARO DA IMPERATRIZ;municipio;86.0;90.0;963.0;123.0;82.0;87.0;5859.0;;;media
SC;SÃO .JOSE;municipio;;;69.0;76.0;933.0;;;123.0;;media
SC;TI JUCAS;municipio;;;60.0;63.0;880.0;;;;;media
SC;SUL CATARINENSE;mesorregiao;15460.0;18292.0;606434.0;2509.0;2884.0;13824.0;1623188.0;;;media
SC;COLONIAL SERRANA CATARINENSE;microrregiao;3036.0;3542.0;75798.0;831.0;915.0;15473.0;4247.0;4924.0;;media
SC;AGUAS MORNAS;municipio;91.0;95.0;1014.0;75.0;242.0;292.0;18782.0;;;media
SC;ALFREDO WAGNER;municipio;;;785.0;884.0;29731.0;367.0;415.0;7580.0;;media
SC;ANGELINA;municipio;;;268.0;372.0;4437.0;;;19.0;;media
SC;ANITAPOLI'S;municipio;;;329.0;389.0;7089.0;209.0;222.0;3174.0;;media
SC;ANTONIO CARLOS;municipio;26.0;26.0;260.0;120.0;;;;;;media
SC;CANELINHA;municipio;;;19.0;20.0;561.0;;;45.0;;media
SC;LEOBERTO LEAL;municipio;689.0;9679.0;194.0;212.0;3795.0;441.0;566.0;114202.0;;media
SC;MAJOR GERCI NO;municipio;14.0;16.0;740.0;461.0;473.0;44621.0;;;;media
SC;NOVA TRENTO;municipio;133.0;142.0;4677.0;400.0;425.0;42526.0;;;;media
SC;RANCHO QUEIMADO;municipio;287.0;360.0;9323.0;107.0;186.0;317.0;3806.0;;;media
SC;SÃO BONIFACIO;municipio;468.0;518.0;7942.0;24.0;26.0;449.0;247.0;277.0;;media
SC;SÃO JOÃO BATISTA;municipio;25.0;31.0;345.0;22.0;24.0;229.0;353.0;386.0;;media
SC;LITORAL DE LAGUNA;microrregiao;36.0;37.0;1254.0;51.0;55.0;1884.0;437.0;473.0;;media
SC;IMARUI;municipio;;;26.0;27.0;1044.0;43.0;43.0;421.0;;media
SC;IMBITUBA;municipio;;;;;105.0;;;123.0;;media
SC;LAGUNA;municipio;;;;;105.0;;;1340.0;;media
SC;CARBON I FERA;microrregiao;5829.0;7073.0;177946.0;1039.0;1231.0;28597.0;5446.0;6748.0;;media
SC;ARMAZEM;municipio;;;229.0;267.0;4534.0;257.0;287.0;5720.0;;media
SC;BRAÇO DO NORTE;municipio;166.0;180.0;3226.0;163.0;600.0;682.0;82092.0;;;media
SC;CRICIUMA;municipio;;;1249.0;1514.0;69299.0;50.0;51.0;2279.0;;media
SC;GRÃO PARA;municipio;277.0;321.0;5026.0;112.0;134.0;1570.0;357.0;434.0;;media
SC;GRAVATAL;municipio;;;47.0;52.0;673.0;14.0;16.0;390.0;;media
SC;LAURO MULLER;municipio;352.0;441.0;8068.0;13.0;17.0;263.0;161.0;209.0;;media
SC;MORRO DA FUMAÇA;municipio;332.0;420.0;12826.0;20.0;84.0;105.0;13278.0;;;media
SC;ORLEANS;municipio;;;577.0;767.0;12191.0;208.0;243.0;2436.0;;media
SC;PEDRAS GRANDES;municipio;;;;;;75.0;90.0;6217.0;;media
SC;SANTA ROSA OE LIMA;municipio;210.0;259.0;6899.0;157.0;44.0;45.0;9151.0;;;media
SC;JACINTO MACHADO;municipio;;634.0;763.0;13268.0;;;81.0;86.0;;media
SC;MELE(RO;municipio;;746.0;904.0;112431.0;284.0;340.0;27130.0;;;media
SC;NOVA VENEZA;municipio;;590.0;701.0;21386.0;;;96.0;80.0;;media
SC;PRAIA GRANDE;municipio;;532.0;599.0;8354.0;;;600.0;;;media
SC;TIMBE DO SUL;municipio;;591.0;792.0;24318.0;23.0;24.0;528.0;;;media
SC;TURVO;municipio;;850.0;958.0;50121.0;108.0;122.0;8611.0;616.0;;media
SC;OESTE CATARINENSE;mesorregiao;;73168.0;83634.0;2642304.0;6684.0;7458.0;327240.0;18766.0;;media
SC;CAMPOS DE LAGES;microrregiao;;2468.0;3014.0;102630.0;279.0;325.0;18890.0;2276.0;;media
SC;BOM .JARDIM DA SERRA;municipio;;30.0;33.0;1789.0;17.0;27.0;2498.0;108.0;;media
SC;BOM RETIRO;municipio;;338.0;466.0;17249.0;14.0;20.0;1796.0;69.0;;media
SC;CORREIA PINTO;municipio;;43.0;45.0;1087.0;;;;182.0;;media
SC;LAGES;municipio;;626.0;703.0;16348.0;93.0;;2580.0;926.0;;media
SC;OTACILIO COSTA;municipio;;193.0;202.0;6950.0;;;185.0;109.0;;media
SC;SÃO JOAQUIM;municipio;;627.0;729.0;36553.0;96.0;109.0;10681.0;387.0;;media
SC;URUBICI;municipio;;611.0;836.0;22654.0;54.0;61.0;1150.0;495.0;;media
SC;CAMPOS OE CURITIBANOS;microrregiao;;5650.0;6486.0;158487.0;579.0;675.0;40462.0;2033.0;;media
SC;ANITA GARIBALDI;municipio;;1130.0;1266.0;15623.0;11.0;17.0;18888.0;87.0;;media
SC;CAMPO BELO DO SUL;municipio;;631.0;666.0;11629.0;54.0;57.0;2767.0;205.0;;media
SC;CAMPOS NOVOS;municipio;;1611.0;1855.0;67566.0;188.0;225.0;8520.0;1011.0;;media
SC;CURITIBANOS;municipio;;664.0;824.0;22567.0;42.0;56.0;2130.0;161.0;;media
SC;LEBON REGIS;municipio;;391.0;489.0;12432.0;;;40.0;71.0;;media
SC;PONTE ALTA;municipio;;151.0;165.0;3572.0;46.0;63.0;2067.0;100.0;;media
SC;SANTA CECILIA;municipio;;324.0;383.0;6837.0;;;90.0;;;media
SC;SÃO .JOSE DO CERR I TO;municipio;;748.0;838.0;18261.0;234.0;253.0;5960.0;391.0;;media
SC;COLONIAL;microrregiao;19963.0;22799.0;860429.0;1318.0;1443.0;63368.0;3990.0;;;media
SC;AGUA DOCE;municipio;;529.0;584.0;34054.0;;10.0;2339.0;247.0;;media
SC;ARROIO TRINTA;municipio;;294.0;347.0;37313.0;;;;196.0;;media
SC;CAÇADOR;municipio;;824.0;992.0;18317.0;45.0;55.0;1223.0;193.0;;media
SC;CAPINZAL;municipio;;384.0;427.0;15128.0;;;290.0;13.0;;media
SC;CATANDUVAS;municipio;;259.0;313.0;38241.0;;;586.0;49.0;;media
SC;CONCORDIA;municipio;;3920.0;4274.0;172359.0;207.0;212.0;12776.0;831.0;;media
SC;ERVAL VELHO;municipio;;444.0;498.0;28150.0;3.0;;98.0;28.0;;media
SC;FRAIBURGO;municipio;;421.0;491.0;13763.0;;;501.0;103.0;;media
SC;HERVAL D' OESTE;municipio;;556.0;624.0;13487.0;;;24.0;140.0;;media
SC;IBICARE;municipio;;531.0;611.0;33241.0;34.0;39.0;1330.0;21.0;;media
SC;(PIRA;municipio;;803.0;865.0;26322.0;;8.0;225.0;;;media
SC;IPUMIRIM;municipio;;666.0;782.0;18278.0;143.0;158.0;6772.0;118.0;;media
SC;IRANI;municipio;;422.0;466.0;10991.0;88.0;97.0;3051.0;89.0;;media
SC;MESORREGI ÕES, MICRORREGI ÕES;microrregiao;;;;;;;;;;media
SC;.JABORA;microrregiao;;528.0;594.0;;14188.0;;;206.0;;media
SC;.JOAÇABA;microrregiao;;783.0;911.0;;28606.0;39.0;42.0;607.0;;media
SC;LACERDOPOLIS;microrregiao;;234.0;316.0;;8978.0;;;;;media
SC;OURO;microrregiao;;664.0;777.0;;27641.0;61.0;81.0;4166.0;;media
SC;PERITIBA;microrregiao;;376.0;433.0;;12752.0;;;;;media
SC;PINHEIRO PRETO;microrregiao;;184.0;193.0;;3518.0;;;;;media
SC;PIRATUBA;microrregiao;;608.0;665.0;;15892.0;;;278.0;;media
SC;PONTE SERRADA;microrregiao;;502.0;548.0;;8998.0;;;490.0;;media
SC;PRES IOENTE CASTELO BRANCO;microrregiao;219.0;244.0;6290.0;;;;;;;media
SC;RIO DAS ANTAS;microrregiao;;595.0;676.0;;20117.0;72.0;87.0;1899.0;;media
SC;SAL TO VELOSO;microrregiao;;119.0;142.0;;7559.0;;;;;media
SC;SEARA;microrregiao;;603.0;668.0;;13609.0;318.0;324.0;4858.0;;media
SC;TANGARA;microrregiao;;1307.0;1588.0;;74920.0;;14.0;1226.0;;media
SC;TREZE TI LIAS;microrregiao;;439.0;469.0;;42986.0;;;32.0;;media
SC;VIDEIRA;microrregiao;1128.0;1438.0;225.0;246.0;19930.0;53.0;59.0;21394.0;;media
SC;XAVANTINA;microrregiao;;699.0;793.0;;22557.0;14.0;15.0;273.0;;media
SC;COLONIAL;mesorregiao;;38484.0;42713.0;1259115.0;;3331.0;3611.0;138853.0;;media
SC;ABELARDO LUZ;microrregiao;;1009.0;1128.0;;25111.0;56.0;66.0;3807.0;;media
SC;AGUAS OE CHAPECO;microrregiao;;429.0;456.0;;7884.0;;;57.0;;media
SC;ANCHIETA;microrregiao;;313.0;333.0;;11683.0;333.0;357.0;32910.0;;media
SC;CAIBI;microrregiao;;697.0;768.0;;18935.0;;;10.0;;media
SC;CAMPO ERE;microrregiao;;2062.0;2135.0;;78583.0;306.0;325.0;9348.0;;media
SC;CAXAMBU DO SUL;microrregiao;;924.0;998.0;;37470.0;;;75.0;;media
SC;CHAPECO;microrregiao;1795.0;2041.0;66520.0;324.0;351.0;211.0;231.0;16260.0;;media
SC;CORONEL FREITAS;microrregiao;;1788.0;1982.0;;44400.0;;;510.0;;media
SC;CUNHA PORÃ;microrregiao;;1114.0;1209.0;;26371.0;228.0;249.0;4532.0;;media
SC;DESCANSO;microrregiao;;1118.0;1392.0;;65801.0;109.0;116.0;2715.0;;media
SC;OIONISIO CERQUEIRA;microrregiao;;446.0;494.0;;10330.0;55.0;61.0;1631.0;;media
SC;FACHINAL DOS GUEDES;microrregiao;;434.0;639.0;;12417.0;;10.0;4166.0;;media
SC;GALVÃO;microrregiao;;749.0;832.0;;22129.0;24.0;34.0;708.0;;media
SC;GUARAC I ABA;microrregiao;;1293.0;1451.0;;36399.0;219.0;236.0;14233.0;;media
SC;GUARUJA;microrregiao;;346.0;390.0;;7926.0;3.0;;8.0;;media
SC;ITAPIRANGA;microrregiao;;2498.0;2859.0;;93898.0;25.0;25.0;645.0;;media
SC;MARAVILHA;microrregiao;;1230.0;1364.0;;26929.0;103.0;105.0;1604.0;;media
SC;MODELO;microrregiao;;1560.0;1686.0;;38060.0;;;60.0;;media
SC;MONDAI;microrregiao;;2068.0;2333.0;;53251.0;88.0;94.0;3578.0;;media
SC;NOVA ERECHIM;microrregiao;;301.0;312.0;;6029.0;;;;;media
SC;PALMA SOLA;microrregiao;;467.0;524.0;;18196.0;57.0;66.0;3605.0;;media
SC;PALMITOS;microrregiao;;1250.0;1424.0;;58421.0;221.0;260.0;6351.0;;media
SC;PINHALZINHO;microrregiao;;533.0;602.0;;33580.0;21.0;21.0;239.0;;media
SC;QUILOMBO;microrregiao;;2108.0;2355.0;;78282.0;14.0;16.0;307.0;;media
SC;ROMELANOIA;microrregiao;;812.0;895.0;;19094.0;48.0;48.0;597.0;;media
SC;SÃO CARLOS;microrregiao;;732.0;777.0;;26933.0;;;208.0;;media
SC;SÃO DOMINGOS;microrregiao;;1164.0;1299.0;;41589.0;28.0;28.0;551.0;;media
SC;SÃO .JOSE DO CEDRO;microrregiao;;1673.0;1835.0;;45130.0;117.0;122.0;4870.0;;media
SC;SÃO LOURENÇO DO OESTE;microrregiao;;2347.0;2440.0;;98711.0;191.0;201.0;12261.0;;media
SC;SÃO MIGUEL O' OESTE;microrregiao;;1398.0;1558.0;;42241.0;466.0;504.0;11619.0;;media
SC;SAUDADES;microrregiao;;1184.0;1273.0;;29240.0;;;16.0;;media
SC;VARGEÃO;microrregiao;;182.0;226.0;;6885.0;;;414.0;;media
SC;XANXERE;microrregiao;;694.0;755.0;;28480.0;248.0;271.0;8857.0;;media
SC;XAXIM;microrregiao;;766.0;948.0;;42207.0;;;202.0;;media
SC;PLANALTO OE CANO I NHAS;mesorregiao;;6603.0;8622.0;;261643.0;1177.0;1404.0;65667.0;;media
SC;CAMPO ALEGRE;microrregiao;;437.0;512.0;;8192.0;50.0;50.0;10595.0;;media
SC;CANOINHAS;microrregiao;;1097.0;1374.0;;43545.0;337.0;395.0;20696.0;;media
SC;IRINEOPOLIS;microrregiao;;220.0;312.0;;9217.0;198.0;263.0;4719.0;;media
SC;ITAIOPOLIS;microrregiao;;1922.0;557.0;;92669.0;29.0;35.0;2913.0;;media
SC;MAFRA;microrregiao;;821.0;1054.0;;43019.0;141.0;169.0;6998.0;;media
SC;MAJOR VIEIRA;microrregiao;;;14.0;;463.0;94.0;121.0;1922.0;;media
SE;TOTAIS;total;497.0;620.0;24861.0;470.0;500.0;18903.0;1377.0;1496.0;143392.0;media
SE;SERGIPANA;mesorregiao;441.0;559.0;23779.0;457.0;485.0;18610.0;1201.0;1311.0;127475.0;media
SE;SERTÃO SERGIPANO DO SÃO FRANCISCO;microrregiao;129.0;193.0;8892.0;84.0;88.0;2237.0;;;3918.0;media
SE;CANINDE DE SÃO FRANCISCO;municipio;10.0;13.0;653.0;;;50.0;;;;media
SE;GARARU;municipio;26.0;31.0;1647.0;;;332.0;;;;media
SE;MONTE ALEGRE DE SERGIPE;municipio;;;99.0;;;40.0;;;;media
SE;NOSSA SENHORA DA GLORIA;municipio;44.0;89.0;2521.0;;;;;;20.0;media
SE;POÇO REDONDO;municipio;16.0;21.0;1565.0;;;300.0;;;2670.0;media
SE;PORTO DA FOLHA;municipio;28.0;34.0;2407.0;70.0;70.0;1515.0;;;1228.0;media
SE;PROPRTA;microrregiao;;15.0;1057.0;10.0;12.0;944.0;;;677.0;media
SE;AMPARO DE SÃO FRANCISCO;municipio;;;625.0;;;524.0;;;70.0;media
SE;BREJO GRANDE;municipio;;;22.0;;;194.0;;;;media
SE;CANHOBA;municipio;;;10.0;;;;;;;media
SE;ILHA DAS FLORES;municipio;;;;;;80.0;;;;media
SE;NEOPDLIS;municipio;;;170.0;;;60.0;;;;media
SE;NOSSA SENHORA DE LOURDES;municipio;;;30.0;;;;;;;media
SE;PACATUBA;municipio;;;;;;;;;40.0;media
SE;PROPRIA;municipio;;;100.0;;;26.0;;;567.0;media
SE;TELHA;municipio;;;100.0;;;60.0;;;;media
SE;NOSSA SENHORA DAS DORES;microrregiao;80.0;101.0;6072.0;29.0;33.0;2693.0;;;6222.0;media
SE;AQUIDABÃ;municipio;13.0;14.0;410.0;;;132.0;;;200.0;media
SE;CARIRA;municipio;;;175.0;;;32.0;;;3362.0;media
SE;CEDRO DE SÃO .JOÃO;municipio;;;10.0;;;;;;;media
SE;CUMBE;municipio;;;;;;;;;;media
SE;FEIRA NOVA;municipio;;;759.0;;;618.0;;;894.0;media
SE;FREI PAULO;municipio;21.0;35.0;3900.0;;10.0;588.0;;;132.0;media
SE;GRACHO CARDOSO;municipio;;;141.0;;;;;;18.0;media
SE;ITABI;municipio;;;;;;;;;;media
SE;.JAPOATÃ;municipio;;;150.0;;;264.0;;;566.0;media
SE;MURIBECA;municipio;;;;;;15.0;;;;media
SE;NOSSA SENHORA APARECIDA;municipio;;;81.0;;;15.0;;;790.0;media
SE;NOSSA SENHORA DAS DORES;municipio;;;;;;540.0;;;10.0;media
SE;PEDRA MOLE;municipio;;12.0;304.0;;;30.0;;;;media
SE;PINHÃO;municipio;;;37.0;;;435.0;;;200.0;media
SE;RIBEIROPOLIS;municipio;;;100.0;;;24.0;;;50.0;media
SE;SÃO FRANCISCO;municipio;;;;;;;;;;media
SE;SÃO MIGUEL DO ALEIXO;municipio;;;;;;;;;;media
SE;COTINGUIBA;microrregiao;;13.0;148.0;;;150.0;;;60.0;media
SE;CAPELA;municipio;;;;;;;;;;media
SE;CARMOPOLIS;municipio;;;100.0;;;100.0;;;;media
SE;DIVINA PASTORA;municipio;;;;;;;;;;media
SE;LARAN JE IRAS;municipio;;;18.0;;;;;;;media
SE;MARUIM;municipio;;;;;;50.0;;;60.0;media
SE;SANTO AMARO DAS BROTAS;municipio;;;30.0;;;;;;;media
SE;SIRI RI;municipio;;;;;;;;;;media
SE;AGRESTE DE ITABAIANA;microrregiao;14.0;17.0;991.0;;;276.0;;;916.0;media
SE;AREIA BRANCA;municipio;;;;;;12.0;;;;media
SE;CAMPO DO BRITO;municipio;;;20.0;;;;;;;media
SE;ITABAIANA;municipio;;13.0;371.0;;;264.0;;;893.0;media
SE;MACAMBIRA;municipio;;;100.0;;;;;;;media
SE;SERTÃO DO RIO REAL;microrregiao;;;40.0;;;175.0;5879.0;71.0;;media
SE;CRISTINAPOLIS;municipio;;;20.0;;;35.0;932.0;42.0;;media
SE;POÇO VERDE;municipio;;;16.0;;;136.0;4903.0;21.0;;media
SE;TOBIAS BARRETO;municipio;;;;;;;44.0;;;media
SE;TOMAR DO GERU;municipio;;;;;;;;;;media
SE;ARACAJU;mesorregiao;;;61.0;;;15.0;293.0;185.0;;media
SE;LITORAL SUL SERGIPANC;microrregiao;56.0;61.0;1082.0;13.0;15.0;293.0;176.0;185.0;15917.0;media
SE;BARRA DOS COQUEIROS;municipio;;;;;;;;;;media
SE;ESTANCIA;municipio;;;;;;;68.0;73.0;;media
SE;INDIAROBA;municipio;;;;;;;;;;media
SE;ITAPORANGA D'AJUDA;municipio;;;;;;;10.0;;;media
SE;NOSSA SENHORA DO SOCORRO;municipio;;;33.0;;;;30.0;;;media
SE;SANTA LUZIA DO ITANHY;municipio;;;;;;;10.0;15.0;;media
SE;SÃO CRISTOVÃO;municipio;;;;;;;;;;media
SE;UMBAUBA;municipio;;;;;;;170.0;86.0;;media
SE;INCLUSIVE os SEM DECLARAÇÃO DE CAPACIDADE;municipio;;;;;;;;;;media
SP;TOTAIS;total;44598.0;58453.0;4297507.0;28035.0;34805.0;3798616.0;33442.0;41374.0;6911488.0;media
SP;ALTA E MEDIA ARARAOUARENSE;mesorregiao;10193.0;13004.0;443950.0;5051.0;6017.0;277501.0;6184.0;7014.0;738511.0;media
SP;ALTA ARARAQUARENSE FERNANOOPOLI S;microrregiao;2863.0;3484.0;92914.0;840.0;949.0;64621.0;3607.0;4036.0;328155.0;media
SP;APARECIDA O' OESTE;municipio;137.0;152.0;3120.0;50.0;53.0;1482.0;11.0;14.0;1634.0;media
SP;OOLCINOPOLIS;municipio;68.0;78.0;1192.0;;;25.0;;;134.0;media
SP;ESTRELA D' OESTE;municipio;70.0;79.0;23319.0;16.0;19.0;880.0;212.0;244.0;38428.0;media
SP;FERNANOOPOLIS;municipio;86.0;104.0;3456.0;83.0;103.0;5255.0;295.0;356.0;24216.0;media
SP;GUARANI O' OESTE;municipio;50.0;57.0;2928.0;46.0;48.0;2071.0;116.0;135.0;11003.0;media
SP;INDIAPORÃ;municipio;80.0;88.0;1901.0;17.0;19.0;545.0;;;60.0;media
SP;JALES;municipio;320.0;337.0;12684.0;64.0;72.0;37882.0;594.0;631.0;57146.0;media
SP;MACEDONIA;municipio;59.0;67.0;1374.0;31.0;35.0;864.0;124.0;167.0;22576.0;media
SP;MARINOPOLIS;municipio;;;;2.0;;21.0;167.0;175.0;10542.0;media
SP;MERIDIANO;municipio;;52.0;1582.0;42.0;52.0;1392.0;52.0;54.0;4977.0;media
SP;MIRA ESTRELA;municipio;115.0;8.0;1970.0;22.0;24.0;521.0;45.0;52.0;4520.0;media
SP;PALMEIRA O'OESTE;municipio;233.0;249.0;4379.0;95.0;102.0;477.0;;;;media
SP;PARANAPUÃ;municipio;98.0;112.0;1428.0;59.0;72.0;2104.0;14.0;17.0;6039.0;media
SP;PEDRANOPOLIS;municipio;84.0;108.0;2748.0;43.0;44.0;149.0;;;;media
SP;POPULINA;municipio;26.0;29.0;788.0;11.0;12.0;1455.0;;11.0;1605.0;media
SP;RUBINEIA;municipio;114.0;138.0;1627.0;31.0;35.0;337.0;;;101.0;media
