_uf;_label;_level;estab_total;inform_forca_total;inform_animal;inform_mecanica;inform_propria;inform_alugada;inform_outra_sem_decl;confianca
PB;BOM SUCESSO;municipio;590.0;471.0;469.0;89.0;346.0;71.0;139.0;media
PB;BRE JO DO CRUZ;municipio;643.0;451.0;438.0;82.0;343.0;54.0;114.0;media
PB;BREJO DOS SANTOS;municipio;515.0;339.0;339.0;28.0;232.0;68.0;59.0;media
PB;CATOLE DO ROCHA;municipio;974.0;650.0;639.0;133.0;450.0;99.0;209.0;media
PB;JERICO;municipio;568.0;507.0;504.0;242.0;379.0;220.0;130.0;media
PB;RIACHO DOS CAVALOS;municipio;849.0;677.0;658.0;166.0;334.0;147.0;328.0;media
PB;SÃO BENTO;municipio;490.0;328.0;260.0;157.0;237.0;133.0;38.0;media
PB;SERIOO PARAIBANO;microrregiao;7304.0;5235.0;5165.0;1411.0;3219.0;1515.0;1144.0;media
PB;CUBATI;municipio;593.0;452.0;451.0;85.0;298.0;113.0;75.0;media
PB;FREI MARTINHO;municipio;294.0;187.0;185.0;;108.0;;82.0;media
PB;JUAZEIRINHO;municipio;1589.0;1360.0;1348.0;281.0;972.0;233.0;252.0;media
PB;NOVA PALMEIRA;municipio;415.0;334.0;331.0;87.0;230.0;82.0;86.0;media
PB;PEDRA LAVRADA;municipio;874.0;754.0;735.0;384.0;340.0;384.0;155.0;media
PB;PICUI;municipio;2749.0;1526.0;1494.0;557.0;785.0;584.0;466.0;media
PB;SER IDO;municipio;790.0;622.0;621.0;12.0;486.0;115.0;28.0;media
PB;CURIMATAU;microrregiao;12781.0;3644.0;3355.0;1004.0;875.0;1172.0;210.0;media
PB;ARARUNA;municipio;1765.0;434.0;413.0;124.0;308.0;105.0;95.0;media
PB;BARRA DE SANTA ROSA;municipio;1838.0;183.0;1164.0;300.0;606.0;412.0;393.0;media
PB;CACIMBA DE DENTRO;municipio;2684.0;589.0;567.0;39.0;316.0;100.0;191.0;media
PB;CUITE;municipio;3339.0;281.0;188.0;156.0;58.0;112.0;167.0;media
PB;DONA INES;municipio;1176.0;140.0;132.0;26.0;67.0;20.0;65.0;media
PB;NOVA FLORESTA;municipio;430.0;112.0;51.0;85.0;29.0;76.0;49.0;media
PB;TACIMA;municipio;1549.0;905.0;840.0;274.0;491.0;347.0;250.0;media
PB;SERTÃO OE CAJAZEIRAS;microrregiao;16658.0;2832.0;2111.0;353.0;1277.0;370.0;408.0;media
PB;ANTENOR NAVARRO;municipio;2455.0;483.0;419.0;125.0;349.0;135.0;86.0;media
PB;BOA VENTURA;municipio;579.0;272.0;211.0;185.0;62.0;175.0;49.0;media
PB;BOM JESUS;municipio;107.0;;;;;;;media
PB;BONITO OE SANTA FE;municipio;428.0;67.0;49.0;43.0;33.0;41.0;;media
PB;CACHOEIRA DOS INDIOS;municipio;607.0;29.0;;27.0;;22.0;;media
PB;CAJAZE IRAS;municipio;366.0;31.0;;26.0;16.0;17.0;;media
PB;CARRAPATEIRA;municipio;108.0;;;;;;;media
PB;CONCEIÇÃO;municipio;2214.0;257.0;141.0;150.0;94.0;157.0;23.0;media
PB;CURRAL VELHO;municipio;347.0;55.0;53.0;19.0;17.0;26.0;13.0;media
PB;DIAMANTE;municipio;456.0;206.0;200.0;110.0;68.0;106.0;45.0;media
PB;IBIARA;municipio;855.0;136.0;116.0;65.0;73.0;67.0;;media
PB;MONTE HOREBE;municipio;246.0;28.0;19.0;16.0;13.0;14.0;;media
PB;PEDRA BRANCA;municipio;329.0;242.0;240.0;127.0;83.0;128.0;38.0;media
PB;SANTA HELENA;municipio;706.0;240.0;219.0;37.0;181.0;30.0;53.0;media
PB;SANTANA DE MANGUEIRA;municipio;975.0;167.0;130.0;43.0;47.0;102.0;29.0;media
PB;SÃO .JOSE DE CAIANA;municipio;365.0;59.0;37.0;39.0;21.0;33.0;;media
PB;SÃO JOSE DE PIRANHAS;municipio;1647.0;187.0;79.0;139.0;63.0;132.0;;media
PB;SERRA GRANDE;municipio;228.0;;;;;;;media
PB;TRIUNFO;municipio;1026.0;147.0;10.0;139.0;11.0;131.0;;media
PB;UIRAUNA;municipio;614.0;215.0;179.0;52.0;137.0;48.0;43.0;media
PB;DEPRESSÃO DO ALTO PIRANHAS;microrregiao;21778.0;11483.0;10358.0;4323.0;7242.0;4249.0;2076.0;media
PB;AGUIAR;municipio;862.0;21.0;20.0;;19.0;;13.0;media
PB;BOQUEIRÃO DOS COCHOS;mesorregiao;;362.0;48.0;;36.0;18.0;31.0;media
PB;CACIMBA DE AREIA;mesorregiao;;255.0;169.0;;167.0;20.0;121.0;media
PB;CATINGUEIRA;mesorregiao;;386.0;226.0;;219.0;90.0;195.0;media
PB;CONDADO;mesorregiao;;439.0;144.0;;;143.0;;media
PB;COREMAS;mesorregiao;;784.0;68.0;;55.0;18.0;46.0;media
PB;DESTERRO OE MALTA;mesorregiao;;197.0;127.0;;109.0;62.0;59.0;media
PB;EMAS;mesorregiao;;233.0;138.0;;135.0;29.0;101.0;media
PB;I T APORANGA;mesorregiao;;1050.0;484.0;;357.0;326.0;139.0;media
PB;JUNCO DO SER IDO;mesorregiao;;473.0;183.0;;179.0;13.0;104.0;media
PB;LAGOA;mesorregiao;;699.0;483.0;;482.0;73.0;393.0;media
PB;LASTRO;mesorregiao;;156.0;102.0;;98.0;59.0;91.0;media
PB;MAL TA;mesorregiao;;125.0;51.0;;17.0;41.0;18.0;media
PB;NAZAREZINHO;mesorregiao;;809.0;131.0;;107.0;42.0;75.0;media
PB;NOVA OLINDA;mesorregiao;;475.0;270.0;;270.0;54.0;118.0;media
PB;OLHO O' AGUA;mesorregiao;;875.0;688.0;;674.0;410.0;276.0;media
PB;PASSAGEM;mesorregiao;;586.0;138.0;;135.0;11.0;96.0;media
PB;PATOS;mesorregiao;;514.0;282.0;;260.0;118.0;217.0;media
PB;PAULISTA;mesorregiao;;845.0;676.0;;634.0;267.0;446.0;media
PB;PIANCO;mesorregiao;;876.0;608.0;;591.0;106.0;407.0;media
PB;POMBAL;mesorregiao;;1899.0;1353.0;;1228.0;619.0;976.0;media
PB;OUlXABA;mesorregiao;;125.0;72.0;;53.0;41.0;49.0;media
PB;SALGADINHO;mesorregiao;;405.0;280.0;;278.0;32.0;141.0;media
PB;SANTA CRUZ;mesorregiao;;628.0;217.0;;187.0;46.0;165.0;media
PB;SANTA LUZIA;mesorregiao;;598.0;376.0;;366.0;75.0;261.0;media
PB;SANTANA DOS GARROTES;mesorregiao;;894.0;601.0;;590.0;155.0;317.0;media
PB;SANTA TERES I NHA;mesorregiao;;319.0;235.0;;204.0;152.0;153.0;media
PB;SÃO JOSE DA LAGOA TAPADA;mesorregiao;935.0;254.0;249.0;29.0;207.0;22.0;45.0;media
PB;SÃO JOSE DE ESPINHARAS;mesorregiao;;351.0;210.0;;155.0;126.0;152.0;media
PB;SÃO JOSE DO BONFIM;mesorregiao;;358.0;140.0;;136.0;31.0;103.0;media
PB;SÃO JOSE;mesorregiao;;451.0;362.0;;360.0;126.0;224.0;media
PB;SÃO MAMEDE;mesorregiao;;590.0;453.0;;429.0;131.0;289.0;media
PB;SOUSA;mesorregiao;;2978.0;1730.0;;412.0;824.0;1101.0;media
PB;VARZEA;mesorregiao;;246.0;163.0;;159.0;33.0;128.0;media
PB;CARIRIS VELHOS;mesorregiao;;31587.0;7905.0;;7408.0;571.0;5470.0;media
PB;AROEIRAS;mesorregiao;;4569.0;352.0;;313.0;82.0;242.0;media
PB;BARRA OE SÃO MIGUEL;mesorregiao;;713.0;43.0;;30.0;15.0;35.0;media
PB;BOQUEIRÃO;mesorregiao;;2937.0;331.0;;282.0;75.0;236.0;media
PB;CABACEIRAS;mesorregiao;;805.0;243.0;;199.0;71.0;121.0;media
PB;CAMALAU;mesorregiao;;928.0;105.0;;85.0;38.0;50.0;media
PB;CONGO;mesorregiao;;702.0;119.0;;118.0;;116.0;media
PB;GURJÃO;mesorregiao;;786.0;758.0;;758.0;131.0;576.0;media
PB;LIVRAMENTO;mesorregiao;;1253.0;999.0;;992.0;32.0;673.0;media
PB;NATUBA;mesorregiao;;1080.0;20.0;;10.0;12.0;15.0;media
PB;OLIVEDOS;mesorregiao;;442.0;374.0;;372.0;22.0;226.0;media
PB;OURO VELHO;mesorregiao;;504.0;34.0;;19.0;18.0;13.0;media
PB;PRATA;mesorregiao;;490.0;35.0;;33.0;;29.0;media
PB;SÃO JOÃO;mesorregiao;;1031.0;360.0;;337.0;56.0;208.0;media
PB;SÃO JOÃO;mesorregiao;;1015.0;136.0;;131.0;29.0;64.0;media
PB;SÃO JOSE DOS COROEIROS;mesorregiao;1237.0;1049.0;1042.0;70.0;959.0;89.0;55.0;media
PB;SÃO SEBASTIÃO DO UMBUZEIRO;mesorregiao;799.0;103.0;93.0;52.0;62.0;51.0;11.0;media
PB;SERRA BRANCA;mesorregiao;;1418.0;597.0;;557.0;85.0;372.0;media
PB;SOLEDADE;mesorregiao;;622.0;549.0;;544.0;73.0;409.0;media
PB;SUME;mesorregiao;;937.0;635.0;;559.0;358.0;327.0;media
PB;TAPEROA;mesorregiao;;1152.0;880.0;;847.0;236.0;641.0;media
PB;UMBUZEIRO;mesorregiao;;3958.0;10.0;;;;;media
PB;SERRA DO TEIXEIRA;mesorregiao;;17848.0;8964.0;;8279.0;5202.0;2730.0;media
PB;AGUA BRANCA;mesorregiao;;1152.0;744.0;;742.0;328.0;257.0;media
PB;DESTERRO;mesorregiao;;1415.0;283.0;;279.0;27.0;194.0;media
PB;AGRESTE E BREJO PARAIBANO;mesorregiao;;1364.0;7960.0;5565.0;5527.0;5093.0;2466.0;media
PB;PIEMONTE DA BORBOREMA;microrregiao;;4277.0;2590.0;2884.0;1594.0;2578.0;1017.0;media
PB;A LAGOA GRANDE;municipio;;167.0;118.0;126.0;104.0;88.0;25.0;media
PB;ALAGO I NHA;municipio;;34.0;24.0;23.0;21.0;11.0;;media
PB;ARAÇAGI;municipio;;692.0;73.0;657.0;73.0;584.0;74.0;media
PB;SELEM;municipio;;81.0;27.0;57.0;32.0;48.0;;media
PB;CAIÇARA;municipio;;298.0;125.0;227.0;89.0;216.0;31.0;media
PB;CUITEGI;municipio;;;;;;;;media
PB;DUAS ESTRADAS;municipio;;17.0;;15.0;;12.0;;media
PB;GUARABIRA;municipio;;210.0;86.0;172.0;66.0;147.0;24.0;media
PB;GURINHEM;municipio;;620.0;339.0;508.0;318.0;482.0;19.0;media
PB;INGA;municipio;;677.0;662.0;144.0;415.0;139.0;221.0;media
PB;ITATUBA;municipio;;697.0;591.0;422.0;109.0;410.0;405.0;media
PB;JUAREZ TAVORA;municipio;;311.0;296.0;141.0;172.0;138.0;100.0;media
PB;LAGOA OE DENTRO;municipio;;24.0;;22.0;;16.0;;media
PB;MULUNGU;municipio;;426.0;233.0;350.0;168.0;283.0;88.0;media
PB;PILÕEZINHOS;municipio;;;;;;;;media
PB;SERRA DA RAIZ;municipio;;;;;;;;media
PB;SERRA REDONDA;municipio;;;;;;;;media
PB;AGRESTE DA BORBOREMA;microrregiao;;4356.0;4187.0;584.0;2828.0;849.0;982.0;media
PB;AREIAL;municipio;;198.0;188.0;;69.0;59.0;70.0;media
PB;CAMPINA GRANDE;municipio;;1084.0;1031.0;189.0;737.0;219.0;211.0;media
PB;ESPERANÇA;municipio;;58.0;52.0;10.0;49.0;;;media
PB;FAGUNDES;municipio;;19.0;19.0;;17.0;;;media
PB;LAGOA SECA;municipio;;27.0;22.0;11.0;;10.0;11.0;media
PB;MASSARANDUBA;municipio;;23.0;18.0;;20.0;;;media
PB;MONTADAS;municipio;;159.0;159.0;;98.0;47.0;24.0;media
PB;POCINHOS;municipio;;640.0;585.0;176.0;323.0;167.0;192.0;media
PB;PUXINANÃ;municipio;;56.0;56.0;;38.0;21.0;;media
PB;QUEIMADAS;municipio;;1399.0;1380.0;105.0;1011.0;214.0;291.0;media
PB;REMIGIO;municipio;;47.0;43.0;12.0;30.0;;14.0;media
PB;SOLANEA;municipio;;646.0;634.0;49.0;427.0;93.0;150.0;media
PB;BREJO PARAIBANO;microrregiao;;347.0;226.0;212.0;204.0;133.0;70.0;media
PB;ALAGOA NOVA;municipio;;27.0;16.0;15.0;19.0;;12.0;media
PB;AREIA;municipio;;46.0;26.0;34.0;27.0;14.0;13.0;media
PB;BANANEIRAS;municipio;;53.0;35.0;28.0;41.0;10.0;11.0;media
PB;BORBOREMA;municipio;;;;;;;;media
PB;PILÔES;municipio;;;;;;;;media
PB;PIRPIRITUBA;municipio;;25.0;;22.0;14.0;15.0;;media
PB;SÃO SEBASTIÃO DE LAGOA DE ROÇA;municipio;;;;;;;4.0;media
PB;SERRARIA;municipio;;39.0;;34.0;13.0;21.0;;media
PB;AGRO-PASTORIL DO BAIXO PARAIBA;microrregiao;;2384.0;957.0;1885.0;901.0;1533.0;397.0;media
PB;CALDAS BRANDÃO;municipio;;122.0;30.0;110.0;30.0;100.0;;media
PB;ITABAIANA;municipio;;225.0;112.0;184.0;128.0;147.0;21.0;media
PB;JURIPIRANGA;municipio;;106.0;7.0;104.0;19.0;73.0;15.0;media
PB;JOÃO PESSOA;mesorregiao;17429.0;;;197.0;1301.0;;425.0;media
PB;LITORAL PARAIBANO;microrregiao;17429.0;;;197.0;1301.0;;425.0;media
PB;ALHANDRA;municipio;617.0;;;19.0;129.0;;33.0;media
PB;BAIA DA TRAIÇÃO;municipio;566.0;;;;;;;media
PB;BAYEUX;municipio;44.0;;;;;;;media
PB;CAAPORÂ;municipio;565.0;;;;62.0;;24.0;media
PB;CABEDELO;municipio;24.0;;;;;;;media
PB;CONDE;municipio;603.0;;;;18.0;;16.0;media
PB;CRUZ DO ESPIRITO SANTO;municipio;790.0;;;12.0;35.0;;21.0;media
PB;I T APOROROCA;municipio;96.0;;;10.0;188.0;;15.0;media
PB;jACARAU;municipio;3642.0;;;20.0;72.0;;35.0;media
PB;jQÂO PESSOA;municipio;307.0;;;;19.0;;16.0;media
PB;LUCENA;municipio;133.0;;;;17.0;;13.0;media
PB;MAMANGUAPE;municipio;3287.0;;;25.0;261.0;;97.0;media
PB;MATARACA;municipio;186.0;;;26.0;12.0;;11.0;media
PB;PEDRAS DE FOGO;municipio;1670.0;;;31.0;340.0;;71.0;media
PB;PITIMBU;municipio;272.0;;;13.0;16.0;;17.0;media
PB;RIO TINTO;municipio;1712.0;;;11.0;92.0;;25.0;media
PB;SANTA RITA;municipio;915.0;;;12.0;39.0;;29.0;media
PE;TOTAIS;total;356041.0;117363.0;96034.0;55063.0;50775.0;53235.0;20779.0;media
PE;SERTÃO PERNAMBUCANO;microrregiao;122325.0;57862.0;43000.0;30599.0;24461.0;29834.0;8915.0;media
PE;ARARIPINA;microrregiao;30484.0;9406.0;4003.0;7485.0;2556.0;7265.0;590.0;media
PE;ARARIPINA;municipio;6789.0;3554.0;825.0;3309.0;507.0;3199.0;208.0;media
PE;BODOCO;municipio;3408.0;558.0;376.0;290.0;261.0;279.0;47.0;media
PE;GRANITO;municipio;466.0;111.0;30.0;100.0;23.0;96.0;;media
PE;IPUBI;municipio;2864.0;938.0;561.0;712.0;352.0;680.0;110.0;media
PE;OURICURI;municipio;9368.0;3296.0;993.0;1253.0;2240.0;147.0;;media
PE;SITIO DOS MORE IRAS;municipio;1401.0;247.0;134.0;181.0;72.0;176.0;36.0;media
PE;TRINDADE;municipio;962.0;220.0;20.0;214.0;21.0;206.0;;media
PE;SALGUEIRO;microrregiao;15391.0;6075.0;4166.0;3809.0;2289.0;3453.0;1145.0;media
PE;CEDRO;municipio;944.0;703.0;440.0;501.0;295.0;368.0;255.0;media
PE;MIRANDIBA;municipio;1786.0;691.0;401.0;523.0;183.0;513.0;93.0;media
PE;PARNAMIRIM;municipio;2176.0;776.0;484.0;526.0;246.0;511.0;57.0;media
PE;SALGUEIRO;municipio;2174.0;680.0;543.0;354.0;326.0;343.0;65.0;media
PE;SÃO JOSE DO BELMONTE;municipio;3522.0;1908.0;1606.0;969.0;849.0;944.0;383.0;media
PE;SERRITA;municipio;3095.0;844.0;395.0;630.0;239.0;468.0;211.0;media
PE;TERRA NOVA;municipio;334.0;119.0;59.0;91.0;22.0;98.0;;media
PE;VERDEJANTE;municipio;1360.0;354.0;238.0;215.0;129.0;208.0;78.0;media
PE;SERTÃO PERNAMBUCANO SÃO FRANCISCO;municipio;23283.0;12049.0;6589.0;7381.0;4940.0;6948.0;1193.0;media
PE;AFRANIO;municipio;2086.0;1335.0;1223.0;306.0;26.0;306.0;176.0;media
PE;CABROBO;municipio;1916.0;1228.0;244.0;1130.0;135.0;1031.0;86.0;media
PE;FLORESTA;municipio;5452.0;1719.0;1164.0;1084.0;531.0;1088.0;176.0;media
PE;ITACURUBA;municipio;772.0;606.0;252.0;493.0;47.0;476.0;104.0;media
PE;OROCO;municipio;746.0;586.0;12.0;582.0;29.0;548.0;11.0;media
PE;PETROLANDIA;municipio;1309.0;537.0;436.0;197.0;323.0;217.0;61.0;media
PE;PETROLINA;municipio;5968.0;3374.0;2652.0;1326.0;2330.0;1128.0;452.0;media
PE;SANTA MARIA DA BOA VISTA;municipio;2161.0;1167.0;411.0;828.0;426.0;758.0;58.0;media
PE;ALTO PAJEU;municipio;37194.0;21095.0;19579.0;8926.0;9501.0;8892.0;4707.0;media
PE;AFOGADOS DA INGAZEIRA;municipio;2618.0;1556.0;1528.0;469.0;726.0;453.0;440.0;media
PE;BREJINHO;municipio;202.0;281.0;279.0;50.0;162.0;52.0;74.0;media
PE;CALUMBI;municipio;22.0;770.0;760.0;525.0;228.0;566.0;136.0;media
PE;CARNAIBA;municipio;5419.0;11024.0;4007.0;1303.0;1696.0;1396.0;152.0;media
PE;FLORES;municipio;3857.0;2572.0;2534.0;1074.0;1231.0;1066.0;447.0;media
PE;IGUARACI;municipio;1856.0;896.0;857.0;447.0;472.0;450.0;127.0;media
PE;INOAZEIRA;municipio;692.0;539.0;529.0;232.0;217.0;233.0;147.0;media
PE;ITAPETIM;municipio;2180.0;1168.0;1148.0;355.0;772.0;382.0;278.0;media
PE;SANTA TEREZINHA;municipio;523.0;536.0;532.0;159.0;306.0;173.0;158.0;media
PE;SÃO JOSE DO EGITO;municipio;641.0;1763.0;1654.0;614.0;1052.0;575.0;311.0;media
PE;SERRA TALHADA;municipio;6209.0;3770.0;2790.0;2339.0;1301.0;2201.0;696.0;media
PE;SOLIDÃO;municipio;0.0;349.0;349.0;29.0;239.0;47.0;68.0;media
PE;TABIRA;municipio;2594.0;820.0;1722.0;692.0;778.0;658.0;519.0;media
PE;TRIUNFO;municipio;3871.0;735.0;598.0;523.0;159.0;539.0;53.0;media
PE;TUPARETAMA;municipio;465.0;316.0;292.0;115.0;162.0;101.0;101.0;media
PE;SERTÃO DO MOXOTO;municipio;15973.0;237.0;8663.0;2998.0;5175.0;3276.0;1280.0;media
PE;BETANIA;municipio;1956.0;1424.0;1419.0;197.0;1019.0;252.0;174.0;media
PE;CUSTODIA;municipio;421.0;2097.0;1982.0;506.0;203.0;686.0;356.0;media
PE;IBIMIRIM;municipio;1926.0;981.0;715.0;340.0;615.0;75.0;;media
PE;AGRESTE PERNAMBUCANO;mesorregiao;;200357.0;;50676.0;23805.0;22776.0;11378.0;media
PE;ARCOVERDE;microrregiao;;20049.0;;11388.0;5701.0;4216.0;2049.0;media
PE;AGUAS BELAS;municipio;;4470.0;;2859.0;1383.0;1205.0;457.0;media
PE;ARCOVERDE;municipio;;935.0;;266.0;162.0;66.0;53.0;media
PE;BUIQUE;municipio;;5186.0;;1667.0;816.0;723.0;230.0;media
PE;ITAIBA;municipio;3879.0;3682.0;3635.0;1431.0;1806.0;1454.0;;media
PE;PEDRA;municipio;;1806.0;;844.0;539.0;186.0;192.0;media
PE;TUPANATINGA;municipio;;3010.0;;1893.0;834.0;534.0;576.0;media
PE;VENTUROSA;municipio;;763.0;;224.0;161.0;48.0;36.0;media
PE;AGRESTE SETENTRIONAL PERNAMBUCANO;microrregiao;52106.0;4310.0;1099.0;3922.0;577.0;3635.0;227.0;media
PE;BOM JARDIM;municipio;;5376.0;;12.0;13.0;;;media
PE;CHÃ GRANDE;municipio;;1912.0;;;;;;media
PE;CUMARU;municipio;;4370.0;;512.0;133.0;504.0;50.0;media
PE;FEIRA NOVA;municipio;;2125.0;;;10.0;38.0;;media
PE;FREI MIGUELINHO;municipio;;2280.0;;29.0;30.0;515.0;14.0;media
PE;GLORIA DO GOITA;municipio;;3622.0;;33.0;37.0;62.0;31.0;media
PE;JOÃO ALFREDO;municipio;;4596.0;;;;33.0;16.0;media
PE;LIMOEIRO;municipio;;2836.0;;33.0;39.0;57.0;11.0;media
PE;MACHADOS;municipio;;1237.0;;;;;;media
PE;OROBO;municipio;;3250.0;;;;;;media
PE;PASSIRA;municipio;;4044.0;;51.0;49.0;781.0;32.0;media
PE;POMBOS;municipio;;2824.0;;17.0;22.0;19.0;;media
PE;SALGADINHO;municipio;;1258.0;;;;;;media
PE;SANTA MARIA;municipio;;1877.0;;174.0;37.0;500.0;;media
PE;SÃO VICENTE FERRER;municipio;;821.0;;;;;;media
PE;SURUBIM;municipio;;5678.0;;37.0;66.0;680.0;15.0;media
PE;TAQUARITINGA DO NORTE;municipio;165.0;125.0;95.0;91.0;82.0;;;media
PE;TORITAMA;municipio;;232.0;;;;;;media
PE;VERTENTES;municipio;;1888.0;;39.0;12.0;347.0;;media
PE;VALE DO IPOJUCA;microrregiao;;55387.0;;8968.0;5025.0;3637.0;1946.0;media
PE;ALAGOINHA;municipio;;1435.0;;235.0;158.0;104.0;31.0;media
PE;BELO JARDIM;municipio;;4590.0;;479.0;247.0;251.0;40.0;media
PE;BEZERROS;municipio;;4551.0;;52.0;73.0;68.0;203.0;media
PE;BREJO DA MADRE DE DEUS;municipio;5222.0;893.0;877.0;556.0;209.0;578.0;128.0;media
PE;CACHOEIRINHA;municipio;;999.0;;377.0;235.0;117.0;52.0;media
PE;CAPOEIRAS;municipio;;2460.0;;1391.0;980.0;109.0;365.0;media
PE;CARUARU;municipio;;7413.0;;437.0;203.0;362.0;119.0;media
PE;GRAVATA;municipio;;3695.0;;13.0;51.0;130.0;;media
PE;JATAUBA;municipio;;2681.0;;211.0;134.0;55.0;38.0;media
PE;PESQUEIRA;municipio;;3821.0;;656.0;323.0;248.0;174.0;media
PE;POÇÃO;municipio;;1648.0;;396.0;160.0;207.0;66.0;media
PE;RIACHO DAS ALMAS;municipio;;3791.0;;206.0;104.0;319.0;49.0;media
PE;SANHARO;municipio;;2423.0;;417.0;181.0;198.0;96.0;media
PE;SANTA CRUZ DO CAPIBARIBE;municipio;;662.0;;82.0;77.0;16.0;14.0;media
PE;SÃO BENTO DO UNA;municipio;;4314.0;;1462.0;930.0;357.0;282.0;media
PE;SÃO CAITANO;municipio;;4446.0;;1098.0;458.0;473.0;230.0;media
PE;TACAIMBO;municipio;;1236.0;;579.0;502.0;45.0;52.0;media
PE;AGRESTE MERIDIONAL PERNAMBUCANO;microrregiao;72815.0;30189.0;10804.0;12502.0;11288.0;7156.0;;media
PE;AQRESTINA;municipio;;246.0;;85.0;56.0;283.0;15.0;media
PE;ALTINHO;municipio;;936.0;;2945.0;641.0;90.0;324.0;media
PE;ANGELIM;municipio;;913.0;;415.0;144.0;208.0;78.0;media
PE;BARRA DE GUABIRABA;municipio;458.0;;;16.0;21.0;;;media
PE;BOM CONSELHO;municipio;2613.0;;;1336.0;716.0;416.0;321.0;media
PE;BONITO;municipio;2727.0;;;39.0;57.0;41.0;22.0;media
PE;BREJÃO;municipio;832.0;;;300.0;230.0;45.0;55.0;media
PE;CAETES;municipio;3841.0;;;2435.0;1134.0;531.0;827.0;media
PE;CALÇADO;municipio;1371.0;;;1286.0;623.0;346.0;369.0;media
PE;CAMOCIM DE SÃO FELIX;municipio;898.0;;;;12.0;18.0;10.0;media
PE;CANHOT I NHO;municipio;3079.0;;;740.0;351.0;278.0;167.0;media
PE;CORRENTES;municipio;1579.0;;;517.0;299.0;192.0;60.0;media
PE;CUPIRA;municipio;1952.0;;;176.0;133.0;63.0;17.0;media
PE;GARANHUNS;municipio;2480.0;;;835.0;647.0;162.0;82.0;media
PE;IATI;municipio;2977.0;;;1997.0;555.0;708.0;824.0;media
PE;IBIRAJUBA;municipio;1908.0;;;1432.0;459.0;698.0;382.0;media
PE;JUPI;municipio;3190.0;;;2548.0;1186.0;750.0;689.0;media
PE;JUREMA;municipio;2799.0;;;948.0;268.0;317.0;413.0;media
PE;LAGOA DO OURO;municipio;2209.0;;;1704.0;690.0;541.0;500.0;media
PE;LAGOA DOS GATOS;municipio;5049.0;;;199.0;108.0;36.0;71.0;media
PE;LAJEDO;municipio;2426.0;;;1487.0;730.0;539.0;270.0;media
PE;PALMEIRINA;municipio;1154.0;;;109.0;72.0;29.0;19.0;media
PE;PANELAS;municipio;7213.0;;;1816.0;939.0;677.0;252.0;media
PE;PARANAT AMA;municipio;2549.0;;;2019.0;765.0;717.0;596.0;media
PE;SAIRE;municipio;1695.0;;;;22.0;17.0;10.0;media
PE;SALDA;municipio;2323.0;;;1476.0;581.0;806.0;149.0;media
PE;SÃO JOÃO;municipio;2824.0;;;1809.0;755.0;601.0;532.0;media
PE;SÃO JOAQUIM DO MONTE;municipio;2782.0;;;21.0;19.0;26.0;;media
PE;TEREZI NHA;municipio;792.0;;;515.0;289.0;149.0;93.0;media
PE;MATA PERNAMBUCANA;mesorregiao;27988.0;;;2049.0;2184.0;598.0;436.0;media
PE;MATA SECA PERNAMBUCANA;microrregiao;14522.0;;;477.0;726.0;404.0;167.0;media
PE;ALIANÇA;municipio;510.0;;;83.0;91.0;33.0;;media
PE;BUENOS AIRES;municipio;823.0;;;11.0;18.0;;;media
PE;CAMUTANGA;municipio;310.0;;;;;10.0;;media
PE;CARPINA;municipio;1321.0;;;32.0;70.0;25.0;;media
PE;CHÃ DE ALEGRIA;municipio;403.0;;;;;;;media
PE;CONDADO;municipio;441.0;;;17.0;21.0;53.0;;media
PE;FERREIROS;municipio;331.0;;;14.0;40.0;69.0;17.0;media
PE;GOIANA;municipio;1249.0;;;29.0;47.0;;15.0;media
PE;I GARASSU;municipio;1329.0;;;18.0;40.0;12.0;;media
PE;ITAMARACA;municipio;145.0;;;;;;;media
PE;ITAMBE;municipio;1965.0;;;47.0;73.0;100.0;20.0;media
PE;ITAPISSUMA;municipio;92.0;;;;;;;media
PE;ITAQUITINGA;municipio;356.0;;;23.0;28.0;;10.0;media
PE;LAGOA DO IT AENGA;municipio;757.0;;;10.0;12.0;29.0;3.0;media
PE;MACAPARANA;municipio;965.0;;;13.0;18.0;;7.0;media
PE;NAZARE DA MATA;municipio;352.0;;;41.0;49.0;;;media
PE;PAUOALHO;municipio;926.0;;;19.0;46.0;31.0;13.0;media
PE;TIMBAUBA;municipio;1305.0;;;34.0;57.0;18.0;23.0;media
PE;TRACUNHAEM;municipio;160.0;;;20.0;26.0;;;media
PE;VICENCIA;municipio;782.0;;;54.0;62.0;;21.0;media
PE;MATA UM IDA PERNAMBUCANA;microrregiao;13466.0;;;1572.0;1458.0;194.0;269.0;media
PE;AGUA PRETA;municipio;578.0;;;121.0;;13.0;8.0;media
PE;AMARAJI;municipio;862.0;;;393.0;;21.0;42.0;media
PE;BARREIROS;municipio;239.0;;;59.0;;;;media
PE;SELEM DE MARIA;municipio;1515.0;;;;;;;media
PE;CATENDE;municipio;106.0;;;22.0;22.0;;;media
PE;CORTES;municipio;372.0;;;18.0;18.0;;;media
PE;ESCADA;municipio;454.0;;;139.0;126.0;30.0;26.0;media
PE;GAMELEIRA;municipio;93.0;;;56.0;50.0;;10.0;media
PE;IPOJUCA;municipio;451.0;;;194.0;179.0;16.0;40.0;media
PE;RECIFE;mesorregiao;;5371.0;366.0;;161.0;325.0;27.0;media
